galaxyID,FOV,pixel,view,band,b_a,PA,n,Re,Ie,Mstar_ahf_cat
939,14,700,projection_xy,band_u,0.8323901674294721,2.5246057189671207,1.6750572175823426,1.1658443999291632,6.711808690411956,40078200.0
939,14,700,projection_xy,band_r,0.8341187877985925,2.501520385866452,1.6453663102280287,1.6250576826011076,6.238341923584717,40078200.0
939,14,700,projection_xy,mockmass,0.9041691995832188,2.9692730157821483,0.979999574828617,1.8909187921823951,3.386588588914041,40078200.0
939,14,700,projection_yz,band_u,0.6618566643774495,2.777985707070068,1.9665100241805973,1.60853117853791,6.482739578907711,40078200.0
939,14,700,projection_yz,band_r,0.5066516493533213,2.827527115342142,1.796647520342019,2.792023311992906,5.974896227724121,40078200.0
939,14,700,projection_yz,mockmass,0.5225603151781586,2.848245701814484,0.9975973968131172,3.2340886939520543,3.162393534871578,40078200.0
939,14,700,projection_zx,band_u,0.7084495710869181,1.3381110085119312,1.9612441126016944,1.4735250336102623,6.513696985660359,40078200.0
939,14,700,projection_zx,band_r,0.5751159560119626,1.3923508200170331,2.023124689322414,2.862124448610728,5.891614991438584,40078200.0
939,14,700,projection_zx,mockmass,0.5309906869867406,1.6065206981490752,0.8249323170036842,3.014054845600965,3.232101105777348,40078200.0
1094,15,750,projection_xy,band_u,0.8173239061500929,1.8687055700597648,0.6993511462280518,2.651585571085521,5.516596422814473,34281500.0
1094,15,750,projection_xy,band_r,0.8278098439710234,1.876576991934199,0.6976061701765142,2.5877138572382488,5.414456843343459,34281500.0
1094,15,750,projection_xy,mockmass,0.8207321009079583,1.884141198870539,0.6964323470744884,2.6456333510374703,3.112508292156496,34281500.0
1094,15,750,projection_yz,band_u,0.8394050894689047,2.525091766528138,0.735004027593886,2.496779269389174,5.555846157715905,34281500.0
1094,15,750,projection_yz,band_r,0.8473236454035742,2.5128794518933977,0.7380156018867248,2.4479926193436894,5.449847162650787,34281500.0
1094,15,750,projection_yz,mockmass,0.8450273071038822,2.522161571154075,0.7375384396323172,2.488006667180643,3.149522753845685,34281500.0
1094,15,750,projection_zx,band_u,0.6193326330655065,2.484635035478761,0.6200470902216623,2.9508079000931025,5.553291698095488,34281500.0
1094,15,750,projection_zx,band_r,0.6225843571887117,2.483128918901468,0.6271774942475894,2.894258991605192,5.448164381852755,34281500.0
1094,15,750,projection_zx,mockmass,0.6186103355729342,2.4840843283425937,0.6256927344464358,2.9490783655172748,3.1474243654896097,34281500.0
1114,20,1000,projection_xy,band_u,0.8933542398934656,2.043576131115362,0.5017483794494397,0.6022989575044772,7.857343038521642,49428800.0
1114,20,1000,projection_xy,band_r,0.5728806299100991,1.5709102751924628,1.2288666965433852,1.9169810083474903,6.427809663579142,49428800.0
1114,20,1000,projection_xy,mockmass,0.6451641644558945,2.3752689239891995,1.4074859296950804,4.037222624320493,2.9055511314939624,49428800.0
1114,20,1000,projection_yz,band_u,0.9246032234596178,2.7142721036805364,0.5114023400181544,0.6334381634943295,7.86257011591695,49428800.0
1114,20,1000,projection_yz,band_r,0.8643860084785595,1.2054767145044585,0.7527284937256763,0.9291602241998912,6.90823159357548,49428800.0
1114,20,1000,projection_yz,mockmass,0.5789014512769579,1.3145181032916369,1.3594703614660455,3.3274274832046014,3.111847708940254,49428800.0
1114,20,1000,projection_zx,band_u,0.8251984342893349,0.6581793314459545,0.5564126733381334,0.6626784404802782,7.815575117184199,49428800.0
1114,20,1000,projection_zx,band_r,0.4121885539024529,0.2417258490559102,0.3706284304017061,1.5693265456065273,6.865841882135193,49428800.0
1114,20,1000,projection_zx,mockmass,0.5690002120158332,2.802429401973419,1.557559443815384,3.551800029657335,3.0529087814249967,49428800.0
1204,14,700,projection_xy,band_u,0.7812606679445349,1.8580287870411685,1.2174669538413911,1.815970906591028,5.794563634225296,32406300.0
1204,14,700,projection_xy,band_r,0.78112953963852,1.8471685241907976,1.0512050384880331,1.760938493157604,5.725208687022851,32406300.0
1204,14,700,projection_xy,mockmass,0.8137550858098345,1.9265697123974173,0.88145294641556,1.963279505661004,3.308138143724061,32406300.0
1204,14,700,projection_yz,band_u,0.635533780575378,0.0813529119282601,1.29182337603181,2.351887982204699,5.662771974106508,32406300.0
1204,14,700,projection_yz,band_r,0.6279574507890803,0.0927759149555173,1.0677912329845434,2.234854403408937,5.617173279891949,32406300.0
1204,14,700,projection_yz,mockmass,0.6673322016446923,0.1730770232245454,0.8687262843944914,2.401931512428842,3.2223336939292904,32406300.0
1204,14,700,projection_zx,band_u,0.7288224519998934,1.1707728544909126,1.356279679616982,2.4346936310503136,5.572167169360052,32406300.0
