galaxyID,FOV,pixel,view,band,PA,n,Re,Ie,Mstar_ahf_cat,b_a,flag
210,17,850,projection_xy,band_g,1.9994619153402844,0.4369168897399484,4.784893382007538,6.371801548295969,3852170000.0,0.818899623119926,none
210,17,850,projection_yz,band_g,2.328373771547873,0.3775102876428883,4.519319565881288,6.4120131027292615,3852170000.0,0.8232735335354372,none
210,17,850,projection_zx,band_g,2.767530204256824,0.3876080956373172,4.690743774037824,6.397266005398789,3852170000.0,0.8261923122517512,none
211,20,1000,projection_xy,band_g,1.5399229465473696,0.360000000135047,5.963973976739797,6.838491250023286,4664180000.0,0.8988467043773254,fit
211,20,1000,projection_yz,band_g,1.2212716241225432,2.35126098476567,13.91135522554542,6.336830033066576,4664180000.0,0.2146341650685505,none
211,20,1000,projection_zx,band_g,2.9842884546347346,0.3600000015824825,6.617109133165713,6.885869808905783,4664180000.0,0.403182079778136,fit
212,24,1200,projection_xy,band_g,1.2159481890106605,5.053817856271003,30.25077271151384,5.39456723577529,4939590000.0,0.6098137822555605,none
212,24,1200,projection_yz,band_g,2.768033489917534,0.7857251205327653,6.65371454484994,6.809209414665378,4939590000.0,0.4663090184948966,none
212,24,1200,projection_zx,band_g,1.3646723246548096,0.3600304052547456,5.309098205034102,6.919549469543949,4939590000.0,0.8090486105721383,fit
213,20,1000,projection_xy,band_g,0.754310915879166,0.360000000523256,6.8465271904305744,6.539748471362846,6259600000.0,0.6649034005006877,fit
213,20,1000,projection_yz,band_g,2.338861252625534,0.3600000023131828,7.323311672553409,6.505420852061247,6259600000.0,0.5983805006642936,fit
213,20,1000,projection_zx,band_g,0.7578504267825977,0.3600000064466937,6.834530944599933,6.507732726412272,6259600000.0,0.7039012084916555,fit
214,23,1150,projection_xy,band_g,2.7835215898727816,0.4760305045721444,5.377572042223413,6.919374297194789,5245220000.0,0.8709177368355062,none
214,23,1150,projection_yz,band_g,1.5798302247162352,0.5433806460873124,6.63552234909864,6.836530100973971,5245220000.0,0.4391040133069547,none
214,23,1150,projection_zx,band_g,0.1568216918742187,0.9215887823353868,7.200293101210828,6.714639143642274,5245220000.0,0.4212113782989065,none
215,13,650,projection_xy,band_g,2.1699429109038624,4.122208986715283,6.0300379719228,5.823440220861259,4322260000.0,0.8273648267789061,none
215,13,650,projection_yz,band_g,2.904188146020227,0.3600000045922692,5.0013658231438205,6.482553157393284,4322260000.0,0.8727129618600598,fit
215,13,650,projection_zx,band_g,1.7417268478948773,0.3600000057083283,5.435702405454402,6.54653289666147,4322260000.0,0.5390175299300507,fit
216,25,1250,projection_xy,band_g,1.8257104052773885,0.4809451321305858,4.808036055280513,7.746237781689417,1680760000.0,0.3242465012436003,none
216,25,1250,projection_yz,band_g,2.930859988058132,0.6390547986492772,5.239818200958685,7.617228665768159,1680760000.0,0.3371468813990666,none
216,25,1250,projection_zx,band_g,1.935171623229149,3.86524460546292,19.482576674501125,6.224017654597419,1680760000.0,0.7406612492987259,none
217,21,1050,projection_xy,band_g,1.9170511985918277,4.432224494969057,8.318434953602043,6.367484372066183,4420640000.0,0.4994084129086655,none
217,21,1050,projection_yz,band_g,0.4165565456428561,5.267796044801586,22.67032330754807,5.668144085085315,4420640000.0,0.4999411186832164,none
217,21,1050,projection_zx,band_g,2.3137083109145884,3.853142946081055,7.467065830103982,6.495184195426281,4420640000.0,0.5318559432736019,none
218,13,650,projection_xy,band_g,1.435874571519875,0.4637025676019675,4.500492241873932,6.240681138061604,4347370000.0,0.9999999894097666,fit
218,13,650,projection_yz,band_g,2.3707544650471206,0.3600000073593504,4.777140324493967,6.312244819196002,4347370000.0,0.8716468913898979,fit
218,13,650,projection_zx,band_g,2.1331324248900554,0.3600000028003833,4.894791821719882,6.310846385688135,4347370000.0,0.7875267420187233,fit
219,20,1000,projection_xy,band_g,2.394919450003892,0.3600000014245939,6.342470474885301,6.76818465148817,4978620000.0,0.8154460762849798,fit
219,20,1000,projection_yz,band_g,1.9065169645896989,0.3600000048882261,6.837884351650159,6.748130268510773,4978620000.0,0.5907690050873663,fit
219,20,1000,projection_zx,band_g,2.538881777218441,0.3600000012422606,7.830696492525645,6.746633015118608,4978620000.0,0.3496069334563118,fit
220,23,1150,projection_xy,band_g,1.37058371082718,0.4250938839414065,4.931621858807935,6.957811359297409,3617560000.0,0.9999999913893742,fit
220,23,1150,projection_yz,band_g,0.9822164078601282,0.3958918660288986,6.308711288382419,7.090318114485223,3617560000.0,0.3448430751410766,none
220,23,1150,projection_zx,band_g,2.9020033945802126,0.3600000013405854,5.811895503694728,7.027661589275367,3617560000.0,0.6436729532468436,fit
221,20,1000,projection_xy,band_g,2.8768441903140807,7.896645333000735,64.79742003417093,4.5378433468724655,4675570000.0,0.7130811799694111,fit
221,20,1000,projection_yz,band_g,0.92706885080628,0.4349554689627189,6.574792631488172,6.602484439661548,4675570000.0,0.4022277028961102,none
221,20,1000,projection_zx,band_g,0.1138980608296109,0.3600000016289079,5.894192587406853,6.679481172637443,4675570000.0,0.6620099648815536,fit
222,20,1000,projection_xy,band_g,2.049521415406006,0.3600000059100153,6.121713757790347,6.454042582178306,4456950000.0,0.7507291249994202,fit
222,20,1000,projection_yz,band_g,0.7359953126193526,0.3600000048720669,6.550099491057047,6.463396406495344,4456950000.0,0.5538079794846423,fit
222,20,1000,projection_zx,band_g,0.636501808867769,0.3600000016721053,6.444280670937192,6.451907729693444,4456950000.0,0.6926340394426551,fit
224,24,1200,projection_xy,band_g,1.416182884438986,0.3600000028247254,7.296346859183118,6.792425143650172,4483890000.0,0.4202481512416466,fit
224,24,1200,projection_yz,band_g,2.7434732660940218,0.4948582324858386,7.854378101365242,6.8646893380535845,4483890000.0,0.219773514960535,none
224,24,1200,projection_zx,band_g,2.80298828686483,0.3600000002099682,6.223454551504308,6.793752491165535,4483890000.0,0.9221122574020474,fit
225,24,1200,projection_xy,band_g,1.2971285047404868,0.3600000002994749,6.893563869977925,6.543530050055193,5482950000.0,0.7781808440249073,fit
225,24,1200,projection_yz,band_g,2.319266375906848,0.3600000017267045,8.152643599138155,6.5382286314632765,5482950000.0,0.3643144254033794,fit
225,24,1200,projection_zx,band_g,0.3283523326349042,0.3600000018868184,7.076368774276317,6.536335420704404,5482950000.0,0.7315032798653536,fit
226,29,1450,projection_xy,band_g,0.3898151182906239,0.4371968560536425,6.475319589772522,7.557196016802328,2246360000.0,0.2806521493519364,none
226,29,1450,projection_yz,band_g,1.4973815411800873,3.2470303109544068,18.42264151012805,6.242037862458886,2246360000.0,0.7334045219733927,none
226,29,1450,projection_zx,band_g,1.6937594861626373,0.9056291976077704,4.739996142648037,7.231922555486056,2246360000.0,0.999999979002381,fit
228,17,850,projection_xy,band_g,2.934575271235972,0.4980636829438783,6.023203679880287,6.369470147898753,4463500000.0,0.6913455233021206,none
228,17,850,projection_yz,band_g,1.7174389004735289,0.4411065922103202,6.0230483542581466,6.397119414905921,4463500000.0,0.6555210175635042,none
228,17,850,projection_zx,band_g,2.649059159981788,0.3856605392816302,4.679853763502924,6.456149045047196,4463500000.0,0.8719370407328623,none
229,30,1500,projection_xy,band_g,0.1074511026125309,0.3601310305610657,4.831009107529524,7.615336608843353,3001180000.0,0.4569475800726535,fit
229,30,1500,projection_yz,band_g,2.28069103319439,0.3604969713026202,5.208443675279771,7.636528100429815,3001180000.0,0.5060788782508563,fit
229,30,1500,projection_zx,band_g,1.3125917042616058,0.3602474319205658,4.837331571495016,7.625727657981491,3001180000.0,0.4218664559534501,fit
230,23,1150,projection_xy,band_g,2.4782387319316364,1.2538940860512346,7.950752990271196,6.620989025717794,4450240000.0,0.3240392652720832,none
230,23,1150,projection_yz,band_g,0.3525760905189514,1.9962051138663075,10.071709107021723,6.158191349279813,4450240000.0,0.9999999237406108,fit
230,23,1150,projection_zx,band_g,1.5603094079005064,5.149179865276002,55.53783604153528,5.066951418206933,4450240000.0,0.5767775357421104,fit
232,24,1200,projection_xy,band_g,0.6758527577674384,0.4719556952077961,6.295157488703035,6.6886819648017655,3873330000.0,0.5039000716092186,none
232,24,1200,projection_yz,band_g,0.403965434371535,0.3754699411176311,5.920589893651454,6.705873971299199,3873330000.0,0.7327030903038221,none
232,24,1200,projection_zx,band_g,2.9375147490222133,1.4594369059561512,8.39551260575843,6.183547941033611,3873330000.0,0.9999998996427182,fit
233,19,950,projection_xy,band_g,0.8849247774514879,0.4260810877927905,6.444043826155763,6.257482265513293,6977670000.0,0.9999999899610188,fit
233,19,950,projection_yz,band_g,2.046949429023081,0.3600000029534422,7.303874731408273,6.308083662671045,6977670000.0,0.589056621086626,fit
233,19,950,projection_zx,band_g,2.629644624267504,0.3600000007383838,7.370279720824215,6.307406322546699,6977670000.0,0.56281669478723,fit
234,24,1200,projection_xy,band_g,2.236806955699542,0.3600000044934309,6.315132814126819,6.644772975995393,4455690000.0,0.6262275379568742,fit
234,24,1200,projection_yz,band_g,2.553574969835195,0.3600000016675937,6.792775390116844,6.643253879361007,4455690000.0,0.5745494503470705,fit
234,24,1200,projection_zx,band_g,0.5875111031826563,1.4884198551427512,9.678094536178426,6.067549800323943,4455690000.0,0.9999999681889356,fit
235,26,1300,projection_xy,band_g,0.5396380675452942,0.3600000050316845,9.599528305926754,6.668747642541065,5900960000.0,0.3147622047524152,fit
235,26,1300,projection_yz,band_g,2.167718017591852,0.3600000012105558,7.415834532609003,6.625649588354579,5900960000.0,0.911290559344538,fit
235,26,1300,projection_zx,band_g,1.2267282119921843,0.3600000004447196,8.38054409711145,6.635529861258945,5900960000.0,0.5504114446302721,fit
236,20,1000,projection_xy,band_g,0.8748111800977464,0.3600000028892447,6.033029257187914,6.458664587535446,4765370000.0,0.6251495487960171,fit
236,20,1000,projection_yz,band_g,2.5577219641441946,0.3600000051220849,5.903702792687866,6.466489430735037,4765370000.0,0.6840023775726328,fit
236,20,1000,projection_zx,band_g,1.1568704422477012,1.2660728969019974,8.200364666832115,5.996112159165947,4765370000.0,0.9999999806430242,fit
238,23,1150,projection_xy,band_g,0.4896249091315925,0.3602303207231128,6.844846521340091,7.121582413648514,3401740000.0,0.2489046182401582,fit
238,23,1150,projection_yz,band_g,0.4144791394808899,0.3611131700144033,5.938214501821235,7.02357388250305,3401740000.0,0.8344229186579799,fit
238,23,1150,projection_zx,band_g,1.419901237784193,0.3613870465827835,6.250622378560893,7.107517332342848,3401740000.0,0.4961045357614566,fit
239,30,1500,projection_xy,band_g,2.928934275284108,0.3600000141325751,7.866065894276187,6.794131637411842,6846400000.0,0.8139975476907623,fit
239,30,1500,projection_yz,band_g,1.3911752463610136,0.3600000014868696,8.16085080948681,6.840409752564902,6846400000.0,0.6089271593052756,fit
239,30,1500,projection_zx,band_g,0.6477955026641311,0.3771743895627078,9.866503242552309,6.842125064985192,6846400000.0,0.2334730278602742,none
240,31,1550,projection_xy,band_g,1.243439814971549,0.5381352764939407,7.358334489145899,7.090629553113117,2378080000.0,0.472863897236232,none
240,31,1550,projection_yz,band_g,2.884918387082303,0.7201812512484338,7.564360792634824,7.047327873848258,2378080000.0,0.4642927765042411,none
240,31,1550,projection_zx,band_g,0.8199474320751405,0.6376948408048695,8.402630407838409,6.9531445922338175,2378080000.0,0.5324708939197412,none
241,26,1300,projection_xy,band_g,1.2981785167824644,1.6706158144134484,0.180540988352217,8.956548865436742,2685620000.0,0.7158328620455714,fit
241,26,1300,projection_yz,band_g,0.9097103341278115,7.99999999874909,20.340839597792176,5.531742825010533,2685620000.0,0.6980883236428282,fit
241,26,1300,projection_zx,band_g,0.3154837701081403,1.2284391514674176,0.1709522996458768,8.949807153875492,2685620000.0,0.6300249927046917,fit
243,21,1050,projection_xy,band_g,0.4198434177259894,5.384380165620064,83.17335724051748,5.028981668280688,3701470000.0,0.6079386168262846,fit
243,21,1050,projection_yz,band_g,1.1945032922256962,0.3600000008558143,6.450558377124231,7.02769160877893,3701470000.0,0.7180490598688309,fit
243,21,1050,projection_zx,band_g,2.323237545568965,0.3967496512574581,6.96405949866723,7.102350933418011,3701470000.0,0.3305849626417443,none
244,19,950,projection_xy,band_g,2.8325709129008363,0.4960761189100276,5.14953941585356,6.651651329746115,4271010000.0,0.5978502442203714,none
244,19,950,projection_yz,band_g,3.138138090969698,0.360000002310829,5.47779733654018,6.637594760583626,4271010000.0,0.8649834605625308,fit
244,19,950,projection_zx,band_g,1.1216800326803231,0.3600003934133243,6.272565290922155,6.657697382725525,4271010000.0,0.3912006593661941,fit
245,29,1450,projection_xy,band_g,1.256384338370674,0.6391598450831537,7.2379051917671795,7.289829715082363,2448740000.0,0.1835900105478806,none
245,29,1450,projection_yz,band_g,0.0036317903401363,0.4836057550421872,7.210510107224445,7.227712120677696,2448740000.0,0.3105034331303806,none
245,29,1450,projection_zx,band_g,1.8303450705301596,6.279058146529173,105.53397205056972,4.787657491325607,2448740000.0,0.8091816995825839,fit
246,23,1150,projection_xy,band_g,0.5622971776743512,0.3719198475508537,5.177704734004358,6.886067180702504,4004440000.0,0.7518142712975242,none
246,23,1150,projection_yz,band_g,1.945481369496452,1.4397774106983725,6.824515959477865,6.382070753595009,4004440000.0,0.9999999858835432,fit
246,23,1150,projection_zx,band_g,2.5475181505864177,0.5841599845252008,6.449809792757035,6.766171754032377,4004440000.0,0.3745335454177044,none
247,22,1100,projection_xy,band_g,0.6056571169980494,1.049376285507313,7.167629505336079,6.488371517130915,3613400000.0,0.9999999567946424,fit
247,22,1100,projection_yz,band_g,2.4953436081489198,0.56385527051722,6.36296951373499,6.958255172095918,3613400000.0,0.316835859713462,none
247,22,1100,projection_zx,band_g,2.974040348462164,0.3600000017585211,5.57222827716643,6.927889546192072,3613400000.0,0.7479808831961267,fit
249,19,950,projection_xy,band_g,2.652183779997336,0.3600000045786512,5.596821397815693,6.712176844876205,3161170000.0,0.5523163651701479,fit
249,19,950,projection_yz,band_g,0.0275526883163728,0.5861262590723038,5.1265159598200105,6.5447391689355685,3161170000.0,0.99999999861502,fit
249,19,950,projection_zx,band_g,0.9767137583382592,0.3601897797553581,5.202210442488178,6.747365744564363,3161170000.0,0.5395802218986357,fit
250,26,1300,projection_xy,band_g,0.0397141417331643,0.6994286276861078,6.458104586399462,6.666361982270542,4042650000.0,0.6004264251122295,none
250,26,1300,projection_yz,band_g,2.3786880728237536,5.698235731121608,33.48056571138752,5.197124160969577,4042650000.0,0.852962219449888,none
250,26,1300,projection_zx,band_g,1.8095273191277976,0.6229943386423058,6.991441369608484,6.68827806039058,4042650000.0,0.503193680952795,none
251,26,1300,projection_xy,band_g,1.264538300154948,0.5067330575930511,6.379087482759697,7.027655993856908,2972180000.0,0.4709740718837921,none
251,26,1300,projection_yz,band_g,2.562319627175474,0.6086602644966338,6.056177402169641,7.023419106521824,2972180000.0,0.3896401030378721,none
251,26,1300,projection_zx,band_g,0.1016751523629425,3.42710223154726,19.57786613787449,5.954552748133002,2972180000.0,0.6417643381381164,none
252,29,1450,projection_xy,band_g,0.9639001852151964,0.8571517818833012,5.116913882479171,7.267291934456837,1474070000.0,0.397022270291636,none
252,29,1450,projection_yz,band_g,2.994675743049066,3.570203038833169,20.67313853297248,6.095213235556742,1474070000.0,0.4082786806438478,none
252,29,1450,projection_zx,band_g,1.8696210846650696,3.752783472261704,19.81832570158396,5.992334775395166,1474070000.0,0.564122784588101,none
255,16,800,projection_xy,band_g,2.510339039588469,0.3600000104939654,5.484918250517044,6.50560131243185,4323340000.0,0.5620915297471127,fit
255,16,800,projection_yz,band_g,0.4655620478086972,0.3600000081393817,5.128084181560625,6.473643482239185,4323340000.0,0.8468657675464146,fit
255,16,800,projection_zx,band_g,2.0639215882209108,0.4364553979060017,4.710418527840301,6.411201301576992,4323340000.0,0.9999995832192116,fit
256,26,1300,projection_xy,band_g,0.8895602858029679,0.827902798092014,0.5872703920323545,8.479214030812368,2241500000.0,0.3828369594217468,none
256,26,1300,projection_yz,band_g,2.484369972541642,2.7913957093219857,2.761959787003068,7.453609801718003,2241500000.0,0.394444732740455,none
256,26,1300,projection_zx,band_g,2.274570523429767,1.708403953415791,1.2060786804995969,7.983270151661643,2241500000.0,0.412650098455588,none
257,31,1550,projection_xy,band_g,0.0545819852368905,0.7546187388415744,6.538779821461396,7.090020438503726,1485030000.0,0.5524123666215752,none
257,31,1550,projection_yz,band_g,1.868038910048433,0.6747656998774084,6.366991089034059,7.165441308350755,1485030000.0,0.4942931122806066,none
257,31,1550,projection_zx,band_g,2.370274828621673,0.5850129848706445,5.381060946169697,7.506204338085758,1485030000.0,0.2870354691427307,none
260,19,950,projection_xy,band_g,2.7089186056978214,0.4533497708572114,4.373672633884838,6.99648269043326,2586300000.0,0.7770136598736197,none
260,19,950,projection_yz,band_g,1.0178441707310737,0.3604678041101113,4.745925741012413,7.010276536986059,2586300000.0,0.6315754269914691,fit
260,19,950,projection_zx,band_g,2.372559382298251,0.3943670087103409,5.1640504338115925,7.16988913737354,2586300000.0,0.2632321819212806,none
261,22,1100,projection_xy,band_g,2.713558929883111,0.399490065887707,6.311483042064299,6.780580871818509,4245510000.0,0.3893136835318661,none
261,22,1100,projection_yz,band_g,2.627095126264346,0.3600000024237565,5.580726712228977,6.800498781573114,4245510000.0,0.8862874613026417,fit
261,22,1100,projection_zx,band_g,1.8662125130594729,0.4952577015288458,6.47943399790502,6.769909533588011,4245510000.0,0.4390212465969087,none
263,19,950,projection_xy,band_g,0.4233901096935994,2.1002160690616662,14.184187704502472,5.649293861924026,3774210000.0,0.9999999334930916,fit
263,19,950,projection_yz,band_g,1.6134246301262003,0.4733395753510344,5.388455813467893,6.532833310533537,3774210000.0,0.530440042142729,none
263,19,950,projection_zx,band_g,0.1102040951142624,0.6242710165181213,5.644531719751002,6.471306194391747,3774210000.0,0.5179695630397471,none
264,16,800,projection_xy,band_g,1.110856043141187,0.3600000062081748,6.437806786441795,6.514797839480234,9227010000.0,0.6540825523165051,fit
264,16,800,projection_yz,band_g,2.5631573657259787,0.3600000020950354,6.667908761940632,6.50682411141021,9227010000.0,0.5761610192051033,fit
264,16,800,projection_zx,band_g,0.7119905165109931,0.3600000030980346,6.041025262589369,6.546690865982172,9227010000.0,0.8343593699604533,fit
265,19,950,projection_xy,band_g,3.059756164654069,0.4896182619958861,6.404860841276579,7.114281901723475,2641830000.0,0.1890165904964468,none
265,19,950,projection_yz,band_g,2.649064069014532,0.3600000028402343,5.425295989291899,6.904723717359609,2641830000.0,0.8933402067645316,fit
265,19,950,projection_zx,band_g,1.4800144348950883,0.4065720770554889,6.804110507491487,7.072819665039217,2641830000.0,0.1877278685820926,none
266,22,1100,projection_xy,band_g,2.0068477341528115,0.3600000015165241,6.923309185403859,6.494969820004462,5080380000.0,0.5512274213495173,fit
266,22,1100,projection_yz,band_g,2.6751644841124738,0.3600000034532649,6.7267452390221845,6.495879724054942,5080380000.0,0.5756150763238083,fit
266,22,1100,projection_zx,band_g,2.3943258949233366,0.3600000023552295,6.429042900152104,6.509468902030038,5080380000.0,0.8076604087805122,fit
267,24,1200,projection_xy,band_g,2.837896669933909,0.5210566138749518,0.322631141592534,8.254452964486477,750098000.0,0.9250849798594004,fit
267,24,1200,projection_yz,band_g,1.3077226535425994,0.5410577089143338,0.3214299534425969,8.244509371113107,750098000.0,0.9361676976379584,fit
267,24,1200,projection_zx,band_g,1.0169392515309468,2.3986041210628515,2.15008504219517,7.194089731365185,750098000.0,0.603492064265038,none
268,27,1350,projection_xy,band_g,0.2566555777625142,0.564062886547086,8.851837926083697,6.832045417303781,4236150000.0,0.2446501567785556,none
268,27,1350,projection_yz,band_g,1.684642200726033,0.5289529190073102,6.612170130589852,6.787242948359554,4236150000.0,0.8766975767498112,none
268,27,1350,projection_zx,band_g,1.7501131090148645,0.3869597674502083,7.963284483914045,6.837553898191931,4236150000.0,0.341212141810786,none
269,27,1350,projection_xy,band_g,0.3379850026688628,0.3603224398426322,5.369585236672087,7.400627432655445,2694680000.0,0.3920402107429973,fit
269,27,1350,projection_yz,band_g,2.2610039184780297,0.3600000000515731,5.603801041808244,7.266809125920205,2694680000.0,0.6675867226209348,fit
269,27,1350,projection_zx,band_g,1.3556210000230808,0.3600000001410193,4.969024682718797,7.359469008842692,2694680000.0,0.5248745709868402,fit
271,25,1250,projection_xy,band_g,1.99083466589408,0.3602172593674274,4.720570054079404,7.085717740608644,2834600000.0,0.9033792325126008,fit
271,25,1250,projection_yz,band_g,2.184405676903754,0.5295278480858479,6.185663320378662,7.1471699824293,2834600000.0,0.2550736566136139,none
271,25,1250,projection_zx,band_g,2.939733490644627,0.3600000028014789,5.374178649614655,7.081679058963714,2834600000.0,0.5936706996969837,fit
273,30,1500,projection_xy,band_g,0.2181311491527733,7.999999650849593,31.278110409348457,5.410932145598349,1822710000.0,0.8421193123200363,fit
273,30,1500,projection_yz,band_g,2.213042119376174,0.8855173918748294,0.1793564024074454,8.925406256027665,1822710000.0,0.7961854034465434,fit
273,30,1500,projection_zx,band_g,1.533232799462888,6.607649355396229,8.276114006452662,6.311625385804049,1822710000.0,0.8938518148961603,none
275,19,950,projection_xy,band_g,2.829929394809176,0.3600000041859588,5.340115107448618,6.52988203968534,3819930000.0,0.875070501539284,fit
275,19,950,projection_yz,band_g,1.990628494412267,0.3600000011831299,5.667853771128626,6.557046609485449,3819930000.0,0.6465556301491325,fit
275,19,950,projection_zx,band_g,2.511714677010153,0.3643916100208174,5.747034016520745,6.569203753856947,3819930000.0,0.5313667361194092,fit
276,25,1250,projection_xy,band_g,0.0384693408802527,0.4866846856154704,6.335851349296299,6.831715599299354,3461180000.0,0.4215491708182339,none
276,25,1250,projection_yz,band_g,0.7796437501620621,0.4855635885640276,6.008023946736471,6.833452522644086,3461180000.0,0.6894917989224658,none
276,25,1250,projection_zx,band_g,1.305660778973614,0.6705238552969957,6.184218020783305,6.8638981808773805,3461180000.0,0.3738971865564844,none
277,25,1250,projection_xy,band_g,0.8923351261848902,0.6957142878156821,6.018094504556861,7.002241280280175,2277040000.0,0.4850643806148345,none
277,25,1250,projection_yz,band_g,1.347707983787027,7.15045088285474,34.893896219884994,5.216992417461747,2277040000.0,0.6645404506202083,none
277,25,1250,projection_zx,band_g,3.00074862125394,5.699909928828945,5.993043032410481,6.29924187066529,2277040000.0,0.8297840502550107,none
278,34,1700,projection_xy,band_g,1.8606655017920248,4.341047694420121,53.8505763900993,5.47023229593375,2344300000.0,0.3701015281235589,fit
278,34,1700,projection_yz,band_g,2.4457706658245897,0.6352054855898549,4.185355853582104,7.204761704270626,2344300000.0,0.7411439758590102,none
278,34,1700,projection_zx,band_g,0.0716507373669017,5.1685893720440665,79.0079770953287,5.130757977090712,2344300000.0,0.4446473333280114,fit
281,25,1250,projection_xy,band_g,0.3359295386461646,0.3600000002958753,7.102735697013759,7.250590815565352,2760750000.0,0.1980051703296307,fit
281,25,1250,projection_yz,band_g,1.5387943912092388,0.3605054536699721,6.014284856001279,7.128909152604,2760750000.0,0.5588159077775363,fit
281,25,1250,projection_zx,band_g,1.2724110447169448,0.6245865437403542,4.330128971702873,7.120329733060454,2760750000.0,0.6246450215429826,none
283,29,1450,projection_xy,band_g,1.867673283883252,0.3748201579894077,5.541995529997968,7.591328254603329,1028400000.0,0.2944767069439228,none
283,29,1450,projection_yz,band_g,2.8753419010125514,2.201523654857997,6.97363453887222,6.897344592227393,1028400000.0,0.6437869184646303,none
283,29,1450,projection_zx,band_g,2.8691891930268536,3.6053446677571976,14.502016868612037,6.234275007087592,1028400000.0,0.6276270033345772,none
284,28,1400,projection_xy,band_g,2.9371168222167285,2.477370429364232,8.574026641233479,6.217929218479573,513826000.0,0.4830500961515467,none
284,28,1400,projection_yz,band_g,1.144480825307581,2.994336713843437,11.0805022101598,5.942884732225096,513826000.0,0.56242829472754,none
284,28,1400,projection_zx,band_g,2.1413287530897707,1.1764045650764536,3.831980910701432,6.933311076774717,513826000.0,0.496175515281764,none
285,22,1100,projection_xy,band_g,0.3305670916690811,0.5055835333309566,4.710705316423373,6.772702772635282,2506780000.0,0.6418642516458034,none
285,22,1100,projection_yz,band_g,2.5919830476788457,5.302805073344998,15.61637638288712,5.501007031846014,2506780000.0,0.8913753927539396,none
285,22,1100,projection_zx,band_g,2.396980085361028,3.62882942182326,5.147009561181307,6.325492695283923,2506780000.0,0.8295548553491717,none
287,32,1600,projection_xy,band_g,1.3922331377547013,3.706887539888037,5.114370292386748,6.503782178855812,2080160000.0,0.7894150665444596,none
287,32,1600,projection_yz,band_g,3.07062674078088,0.5895321883965908,4.7931136031643975,7.063631918191129,2080160000.0,0.3507635011483587,none
287,32,1600,projection_zx,band_g,1.5082557674432333,0.3600000043670847,3.771995157867458,7.179198565149914,2080160000.0,0.7462697091834312,fit
288,24,1200,projection_xy,band_g,1.4989446401935425,0.5742074112837494,5.3292786913222425,7.227805710529412,2100350000.0,0.5090507061197556,none
288,24,1200,projection_yz,band_g,2.441067534258147,1.0318068567871013,4.359394186843252,7.159652717291124,2100350000.0,0.6134542375290725,none
288,24,1200,projection_zx,band_g,0.4371150258591944,0.3927884512615245,5.588009332313906,7.288890253087346,2100350000.0,0.4241822548557183,none
289,27,1350,projection_xy,band_g,0.6098215434240835,0.7252410538798331,6.004515308617575,6.71602395065605,2735020000.0,0.8484522914444252,none
289,27,1350,projection_yz,band_g,1.5351879032792792,1.015365533431824,7.676482782394677,6.880884265956053,2735020000.0,0.2132140910452476,none
289,27,1350,projection_zx,band_g,0.0285593605023576,0.5454897452369938,7.461244261471677,7.0066270125214585,2735020000.0,0.1808784711576538,none
290,32,1600,projection_xy,band_g,1.3707265165664215,3.2019125487204567,9.18500226138601,6.114634952758035,2027660000.0,0.7054954122404279,none
290,32,1600,projection_yz,band_g,2.9152951985979656,0.7575889340522162,4.28372962128391,6.860406998816257,2027660000.0,0.6210318895921159,none
290,32,1600,projection_zx,band_g,2.3546898144667026,0.7657883712124288,4.204928221007497,6.843698047612656,2027660000.0,0.7887997567200623,none
291,24,1200,projection_xy,band_g,0.0085747907423723,0.3740035863796621,4.872306635525909,6.95135019785049,3509290000.0,0.7614984381540981,none
291,24,1200,projection_yz,band_g,1.322314840173901,0.5549651637703572,5.784650750285045,6.911149966502769,3509290000.0,0.4090515354011512,none
291,24,1200,projection_zx,band_g,0.3121801419331678,0.6444803306868083,5.077663406467234,6.796861890932259,3509290000.0,0.5892856265846156,none
293,46,2300,projection_xy,band_g,2.390924902817365,1.1096627199406144,4.829644437895654,6.797114975448337,2038430000.0,0.6219468550349239,none
293,46,2300,projection_yz,band_g,1.2301479027611102,0.9338826593760706,4.700874779694496,6.853341824380713,2038430000.0,0.5614356167788327,none
293,46,2300,projection_zx,band_g,3.0181822853048463,0.9472262705801778,4.233705389645363,6.859894885429973,2038430000.0,0.6649124886978678,none
294,24,1200,projection_xy,band_g,2.330756735909844,0.7107711028960114,5.6937777664816,6.825930181676148,2878380000.0,0.608576405757863,none
294,24,1200,projection_yz,band_g,2.566792848439003,2.263697383868308,10.41041758457038,6.298156124403853,2878380000.0,0.5172159341708843,none
294,24,1200,projection_zx,band_g,2.019052486662072,0.3604976468416016,5.080814555717121,6.902986321342228,2878380000.0,0.8027597079523766,fit
295,22,1100,projection_xy,band_g,1.8258162419542168,0.4406068257059423,4.209089834487984,6.829680685711722,2609940000.0,0.6903358674904104,none
295,22,1100,projection_yz,band_g,3.0353385742410657,1.1511511963604308,4.544410478188155,6.660529990848283,2609940000.0,0.731961987324582,none
295,22,1100,projection_zx,band_g,0.2686635993166368,4.801838518964531,17.07407110913756,5.548399378566352,2609940000.0,0.9082216149940988,none
297,24,1200,projection_xy,band_g,0.5206379909513092,5.582763637844721,28.87411212739796,5.249781449401224,2579110000.0,0.8984315995249721,none
297,24,1200,projection_yz,band_g,1.3553926299435155,1.969135877389562,8.151177587530727,6.462606134847181,2579110000.0,0.4000816615771044,none
