galaxyID,FOV,pixel,view,band,PA,n,Re,Ie,Mstar_ahf_cat,b_a,flag
30,31,1550,projection_yz,band_g,2.330505748632007,0.3600005274249434,14.068545393109654,6.260035567375538,60857000000.0,0.9045341724124442,fit
30,31,1550,projection_zx,band_g,0.9005594269817934,0.3600000032078487,16.03513207249292,6.240219487167394,60857000000.0,0.6376317721646275,fit
32,18,900,projection_xy,band_g,2.862204042926832,0.3600000041332091,9.188528675277322,6.3753916050068815,38981000000.0,0.7193895243810602,fit
32,18,900,projection_yz,band_g,1.2035325264510006,0.4219589501164509,8.775698269108974,6.35884243975017,38981000000.0,0.9005648157296738,none
32,18,900,projection_zx,band_g,0.9928713457630688,0.3600000039846612,9.356109410730047,6.386439232267292,38981000000.0,0.6223301154140571,fit
33,25,1250,projection_xy,band_g,1.1042297837639077,0.3600000000100821,14.126310252472017,6.572184597506894,42724500000.0,0.625163865766803,fit
33,25,1250,projection_yz,band_g,1.7133571948207909,1.031795751172774,4.424790361040977,6.551362034961393,42724500000.0,0.999999773678479,fit
33,25,1250,projection_zx,band_g,0.9835360621361788,5.431313027188998,35.47016376138448,5.392278944584702,42724500000.0,0.8398272363259401,none
34,25,1250,projection_xy,band_g,0.1103585025455108,0.7547078125192683,12.51160111715895,6.367137577613799,36377600000.0,0.4743861597630945,none
34,25,1250,projection_yz,band_g,2.3954617502274917,0.3600000000493316,10.668426144186125,6.534623007208663,36377600000.0,0.9217738489099148,fit
34,25,1250,projection_zx,band_g,1.5607562585719523,2.104160829977545,35.45092824122588,5.826902498681764,36377600000.0,0.2304295079944503,none
35,29,1450,projection_xy,band_g,3.089308525938275,0.617702418504902,10.518147625336384,6.452926471926075,38644400000.0,0.9999999764619426,fit
35,29,1450,projection_yz,band_g,2.725993352357415,7.022553200199384,543.5434382712428,3.9560118448850514,38644400000.0,0.3163844989339617,fit
35,29,1450,projection_zx,band_g,0.4324591655440528,0.7589370647685916,14.873278839192531,6.265316715674421,38644400000.0,0.999999953021416,fit
36,26,1300,projection_xy,band_g,2.9736867846438857,2.269013237123584,49.222696157310345,5.957833672298999,31487400000.0,0.0993256956326457,none
36,26,1300,projection_yz,band_g,0.07064766284986,0.3600000017943039,14.079831763841907,6.391666200233691,31487400000.0,0.8821653067603809,fit
36,26,1300,projection_zx,band_g,1.484146406662851,0.360000000030978,16.893742025147372,6.627633143468996,31487400000.0,0.2004619456714372,fit
37,25,1250,projection_xy,band_g,2.569727756831249,0.5087925383677052,11.94298338141599,6.229654364910086,37855800000.0,0.622849556294194,none
37,25,1250,projection_yz,band_g,0.3645327641410839,0.6565569757506653,11.637046479952588,6.179323040484148,37855800000.0,0.8434961791047321,none
37,25,1250,projection_zx,band_g,1.2853980347579008,0.384471788919498,11.702002967684344,6.3076057880788206,37855800000.0,0.6826104428786174,none
38,15,750,projection_xy,band_g,1.8017566126282496,0.3600000002415763,12.17890000230617,6.479919090679025,26450600000.0,0.326455243677655,fit
38,15,750,projection_yz,band_g,0.1167270989565416,0.3600000006200622,10.900263962576988,6.5155046697025245,26450600000.0,0.388394336750494,fit
38,15,750,projection_zx,band_g,2.267662093431678,0.3600000004310218,10.23213348071048,6.319964612014084,26450600000.0,0.8623533653229383,fit
39,24,1200,projection_xy,band_g,2.062217737471592,0.7236569266606302,12.649991819886736,6.336469857351679,38622500000.0,0.9999999622193928,fit
39,24,1200,projection_yz,band_g,1.3887206972519548,0.3600000001213281,11.263478598902976,6.58604934312573,38622500000.0,0.5008845999013661,fit
39,24,1200,projection_zx,band_g,2.6851311257462736,0.3600000055567041,11.96595490197272,6.59229748604246,38622500000.0,0.3213780250037721,fit
40,10,500,projection_xy,band_g,1.3241631969105383,0.3600000009316966,5.939406017072152,6.276249574384259,27875300000.0,0.886777146188031,fit
40,10,500,projection_yz,band_g,2.144023862001592,0.3600000006063109,6.052931781821642,6.222974000790514,27875300000.0,0.7389319198037992,fit
40,10,500,projection_zx,band_g,0.1219559467164353,0.3600000043459506,6.090670373439188,6.264611217666142,27875300000.0,0.7499439752485798,fit
41,24,1200,projection_xy,band_g,1.3036200205019084,0.3600000020003999,13.43565396517248,6.456827754331533,39985400000.0,0.2950341724972522,fit
41,24,1200,projection_yz,band_g,2.9866058361727568,0.360000000755841,12.759288092890964,6.467122980354983,39985400000.0,0.3713947556177918,fit
41,24,1200,projection_zx,band_g,0.616921952334029,0.3600000000579217,11.87604050963389,6.46003062793,39985400000.0,0.9416966417935944,fit
42,32,1600,projection_xy,band_g,2.659900213542551,0.4709908049555782,14.59066936763161,6.252834352171931,41978100000.0,0.6966862261763187,none
42,32,1600,projection_yz,band_g,2.2246210744460013,0.4799339259334122,13.888139316161656,6.242603670011542,41978100000.0,0.8534157199309175,none
42,32,1600,projection_zx,band_g,0.5373150154337907,0.7483763229655492,13.906729554781236,6.107853246687586,41978100000.0,0.9999999352931528,fit
43,24,1200,projection_xy,band_g,0.5805088670396964,0.3600000023366604,11.612403017414806,6.389178701826888,38935900000.0,0.4379569159823868,fit
43,24,1200,projection_yz,band_g,2.633437312032843,0.3600000028471581,11.105856201601254,6.414855151781083,38935900000.0,0.8060442542819424,fit
43,24,1200,projection_zx,band_g,2.141562409346914,0.360000631107515,8.999416983663378,6.3748225346151886,38935900000.0,0.9999999958769368,fit
44,23,1150,projection_xy,band_g,0.8847338429055347,0.3600000027405926,14.388260639731168,6.500869934429661,38470100000.0,0.9497569441024232,fit
44,23,1150,projection_yz,band_g,1.4720709074966043,3.4824090894760653,81.14067209514204,5.61144546912426,38470100000.0,0.0935051459132447,fit
44,23,1150,projection_zx,band_g,3.0719454751301685,0.9627715265006648,34.589318906823614,6.454595876131236,38470100000.0,0.0674248611612501,none
45,24,1200,projection_xy,band_g,0.8332040456343378,0.3600000002277769,12.538961306660113,6.506809156565433,30286800000.0,0.4635979578667304,fit
45,24,1200,projection_yz,band_g,2.585784885087484,0.360000000863859,12.78732860645608,6.4809400244074205,30286800000.0,0.5607196022268869,fit
45,24,1200,projection_zx,band_g,1.1426532361652992,0.3600000000122507,11.83213197238974,6.481526401596748,30286800000.0,0.7559999235370196,fit
46,23,1150,projection_xy,band_g,2.6287973138862224,0.3600000042484181,11.512556097988409,6.214896770774425,37799400000.0,0.6265534814665069,fit
46,23,1150,projection_yz,band_g,0.802255836983554,0.3690011828930298,11.027367649413696,6.207929534300536,37799400000.0,0.8205656827682595,fit
46,23,1150,projection_zx,band_g,1.0365062957906914,0.3600000024016187,11.530418239074931,6.216780079799049,37799400000.0,0.6154025275808819,fit
47,36,1800,projection_xy,band_g,1.812097373277333,0.3600000013319758,14.668496095934556,6.543820954851973,31538000000.0,0.3634998325195903,fit
47,36,1800,projection_yz,band_g,2.960828654436334,0.3600000043678331,15.160308225120811,6.531196853343529,31538000000.0,0.3643111013688717,fit
47,36,1800,projection_zx,band_g,2.123683157518044,0.3600000000356424,13.293019229042814,6.472861593347944,31538000000.0,0.9393702605988398,fit
48,23,1150,projection_xy,band_g,1.285089037492066,0.3600000002146725,11.372972186275488,6.429168644131356,30887800000.0,0.9300932060311816,fit
48,23,1150,projection_yz,band_g,1.8586438204573703,0.3608952735127154,11.907901589967915,6.437301628171601,30887800000.0,0.3140727664112284,fit
48,23,1150,projection_zx,band_g,0.0529037428623906,0.3600000014802801,11.921203603658316,6.432132420533732,30887800000.0,0.4094315334697756,fit
49,19,950,projection_xy,band_g,1.3574644774233655,0.3600000055944028,9.79992822119005,6.338235998732077,36370200000.0,0.7576778707615596,fit
49,19,950,projection_yz,band_g,2.4410108998796423,0.3600000029680564,9.98059652229044,6.326395696386861,36370200000.0,0.656699095788868,fit
49,19,950,projection_zx,band_g,0.2287737787402594,0.360000003221836,9.6194516198829,6.338654136423519,36370200000.0,0.8339508023151886,fit
50,16,800,projection_xy,band_g,1.0305164393140682,0.3600000021234382,8.589269276570228,6.450316387886796,25913600000.0,0.6006959531246587,fit
50,16,800,projection_yz,band_g,2.613089931218196,0.3600000003614628,8.96913052688059,6.440318605383806,25913600000.0,0.577554070229795,fit
50,16,800,projection_zx,band_g,0.8497208049557788,0.3600000005929856,8.5013595417831,6.429742251368092,25913600000.0,0.8234756086534334,fit
51,18,900,projection_xy,band_g,1.9847922415241788,0.3873743235888116,8.75196480096281,6.293348038151642,35737800000.0,0.95502250529989,none
51,18,900,projection_yz,band_g,1.9430035869560875,0.3600000013857715,9.682229465081203,6.259774168044824,35737800000.0,0.6355568433197221,fit
51,18,900,projection_zx,band_g,2.5489853840646184,0.5324424844415966,8.322086371126236,6.191573330806581,35737800000.0,0.9999997245715708,fit
52,22,1100,projection_xy,band_g,1.905753580747869,0.3901819184620639,7.091713135529249,6.853711193523767,21057700000.0,0.5302756944824834,none
52,22,1100,projection_yz,band_g,2.7059688214307718,3.427505792265638,22.452870921065127,5.935266982866184,21057700000.0,0.3489102585035556,none
52,22,1100,projection_zx,band_g,2.61593099001196,0.3600000017631445,6.763534273057388,6.86872811056951,21057700000.0,0.8065021301087313,fit
53,16,800,projection_xy,band_g,2.6045166821870285,0.3769785599611181,7.8940379893631665,6.315739804471321,29055500000.0,0.7879961270228023,none
53,16,800,projection_yz,band_g,1.0860488726741797,0.3770208544341601,7.969245666681955,6.295384304705316,29055500000.0,0.7656436012739029,none
53,16,800,projection_zx,band_g,0.7343066363215089,0.3600000011008223,7.836970211892856,6.301013888839592,29055500000.0,0.7392328674534208,fit
54,29,1450,projection_xy,band_g,1.515787448392317,0.3600000008788545,10.302693516805316,6.724337334995302,26730500000.0,0.727207787322182,fit
54,29,1450,projection_yz,band_g,0.760511895085637,0.5761247657578227,13.051489636051215,6.725340167752598,26730500000.0,0.2109561511558362,none
54,29,1450,projection_zx,band_g,0.0917408671385385,0.3600000002199779,10.225928293696068,6.732955682879347,26730500000.0,0.7516267569100453,fit
55,25,1250,projection_xy,band_g,0.1671864461993392,1.008002404238836,19.56587606373974,6.522886176663987,27951600000.0,0.1106180153128123,none
55,25,1250,projection_yz,band_g,3.000169467420116,0.3600000000065791,12.58687155214482,6.5557523537382325,27951600000.0,0.9247006006824732,fit
55,25,1250,projection_zx,band_g,1.5410307897938402,4.364513767597321,144.2521428632592,5.1101197751993,27951600000.0,0.1365027668672243,fit
56,33,1650,projection_xy,band_g,1.951819928151098,0.3600000004429118,14.596869640412192,6.843626339119719,23277500000.0,0.5133005014548655,fit
56,33,1650,projection_yz,band_g,0.4981340704505417,0.3625247795512639,15.527158190092363,6.970042020672702,23277500000.0,0.3129659821343313,fit
56,33,1650,projection_zx,band_g,0.8196850089947064,0.3600000021122442,14.810585956224658,6.76089651939599,23277500000.0,0.7325379476548771,fit
57,39,1950,projection_xy,band_g,2.788379137064453,0.980966990845051,19.920375591041694,6.085244425858666,15972400000.0,0.9999999569306282,fit
57,39,1950,projection_yz,band_g,1.6998676989767538,0.360000000702237,18.28218040919057,6.777459345665686,15972400000.0,0.1703379121721824,fit
57,39,1950,projection_zx,band_g,2.8913147423668364,0.6326212754093847,13.60629807485488,6.8942689248781175,15972400000.0,0.177045042464025,none
58,32,1600,projection_xy,band_g,2.679658048720973,0.3600000003646546,13.00901372905526,6.65596875408056,30425000000.0,0.8868458581735367,fit
58,32,1600,projection_yz,band_g,1.4759592266704784,0.3600000000562062,14.501950855816622,6.740991285834094,30425000000.0,0.3926958215681006,fit
58,32,1600,projection_zx,band_g,2.762139867422664,1.2186320458626874,24.29833633088341,6.765345851362373,30425000000.0,0.0700398311633369,none
59,54,2700,projection_xy,band_g,1.2187301554157883,0.98960550494921,13.721715147071611,6.265213278697782,27505900000.0,0.712658204467246,none
59,54,2700,projection_yz,band_g,0.0642739341369276,1.1405054771223098,12.4385759648735,6.241094649963113,27505900000.0,0.8872017830068265,none
59,54,2700,projection_zx,band_g,0.5566611975009899,0.5094693231403898,8.489310680968927,6.52674097561061,27505900000.0,0.9999999908462852,fit
60,28,1400,projection_xy,band_g,1.47894804262213,0.3600000002949071,9.465094698796586,6.487226790818614,21344300000.0,0.9007144191788048,fit
60,28,1400,projection_yz,band_g,1.098686981670116,0.7084235046031335,12.444576105334331,6.365925798999957,21344300000.0,0.37423782562529,none
60,28,1400,projection_zx,band_g,3.0603256715221274,0.3600000047986696,10.22870813389544,6.521295773992255,21344300000.0,0.5366453495217065,fit
61,32,1600,projection_xy,band_g,1.625215066457752,0.3600000001749586,13.815705038345511,6.394635206963936,28705300000.0,0.3794954290509916,fit
61,32,1600,projection_yz,band_g,2.859181740937805,0.3600000068622643,13.537766018633612,6.390197514914206,28705300000.0,0.3143370635937351,fit
61,32,1600,projection_zx,band_g,3.0678554630899377,0.3600000353521223,12.038873675615044,6.363573689212192,28705300000.0,0.9999997498964164,fit
62,36,1800,projection_xy,band_g,0.4505235310819746,0.8782959832522391,12.023195824715268,6.665315061065333,22937700000.0,0.4369828731293185,none
62,36,1800,projection_yz,band_g,2.490397124075195,0.3600000009460429,9.100981247006962,6.798099054481179,22937700000.0,0.9352087600630852,fit
62,36,1800,projection_zx,band_g,1.8892047487163672,3.4793535319831514,31.52290110530534,5.832806261518325,22937700000.0,0.4858655545994942,none
63,13,650,projection_xy,band_g,2.5889349254081777,0.360000002134847,7.805010690851574,6.485541941037285,14864200000.0,0.7407029607738622,fit
63,13,650,projection_yz,band_g,0.0537155559123263,0.633864243919965,6.615913861753111,6.373730318771477,14864200000.0,0.999999738803194,fit
63,13,650,projection_zx,band_g,2.675899290125892,0.3600000055210056,7.736716910540646,6.472185282632508,14864200000.0,0.5908137107924054,fit
64,14,700,projection_xy,band_g,0.5329062641524623,0.3600000001325404,9.917765471696235,6.497278300003772,18552000000.0,0.9121437196430529,fit
64,14,700,projection_yz,band_g,1.3292038762041616,1.568483358056516,148.49374640542877,6.107900616550019,18552000000.0,0.0199966552869363,fit
64,14,700,projection_zx,band_g,3.094266452927904,0.3600000011622907,13.577495955517188,6.660880085322417,18552000000.0,0.2038253973672664,fit
66,20,1000,projection_xy,band_g,2.3106440805006967,7.999999623508089,149.82035492196152,3.911252520490646,20453100000.0,0.6359942030372253,fit
66,20,1000,projection_yz,band_g,0.4151728042356993,0.3600000007874427,7.986590028967425,6.317704700424634,20453100000.0,0.8338523164360233,fit
66,20,1000,projection_zx,band_g,1.045150022297115,0.3600000013866544,8.15466352635806,6.354288012901605,20453100000.0,0.6851410441084551,fit
67,20,1000,projection_xy,band_g,2.6210426530942663,0.3600000004712476,6.740300883581638,6.335491022355838,11178300000.0,0.8395170595503837,fit
67,20,1000,projection_yz,band_g,1.3154242658528064,0.3600000035741681,6.826190259338689,6.339815546985866,11178300000.0,0.725037932368296,fit
67,20,1000,projection_zx,band_g,0.5539901620582499,0.3600000018002363,6.886839086000314,6.341104608855574,11178300000.0,0.6410628813434461,fit
68,27,1350,projection_xy,band_g,0.262467965367799,0.3600000021032346,10.735685366847,6.59664005085208,18470900000.0,0.5913188777401872,fit
68,27,1350,projection_yz,band_g,1.1797895841331498,0.3600000015793662,9.964158439989635,6.585748999057776,18470900000.0,0.8330248324615315,fit
68,27,1350,projection_zx,band_g,2.1698255102210475,0.3600000014591504,11.4603396199938,6.69033517144018,18470900000.0,0.3001375715724981,fit
69,32,1600,projection_xy,band_g,2.2330382613799293,0.3600000014291719,12.57949334801963,6.553323881611971,22093900000.0,0.4670841138837173,fit
69,32,1600,projection_yz,band_g,0.4976666848881669,0.3600000034342427,11.5337841128678,6.570035896442338,22093900000.0,0.6516430996232251,fit
69,32,1600,projection_zx,band_g,0.855639837562476,0.3600000001338839,12.174279942500265,6.567611142617655,22093900000.0,0.6373991023924602,fit
70,50,2500,projection_xy,band_g,2.1822889320768,0.6903348653644297,15.626529408020604,6.876984837405459,14263000000.0,0.2992539605775036,none
70,50,2500,projection_yz,band_g,0.7096266638153462,0.6998016738326843,11.85777693771494,6.968717067459112,14263000000.0,0.3648635848976884,none
70,50,2500,projection_zx,band_g,2.4923762493948005,1.1662512524756146,15.75924679977201,6.714880965827268,14263000000.0,0.4103424939182679,none
71,4,200,projection_xy,band_g,0.1399076070009317,7.9999999951721295,312.21064779917475,3.7804689184742086,22499300000.0,0.4753972242559406,fit
71,4,200,projection_yz,band_g,1.3522344938657769,1.261113967044297,5.402671712417601,6.695492607439247,22499300000.0,0.3590177455551556,none
