galaxyID,FOV,pixel,view,band,b_a,PA,n,Re,Ie
3,126,6300,projection_xy,band_u,0.9999999925187103,0.4523994361732875,0.6329004681100183,41.06572935296541,5.742076818851005
3,126,6300,projection_xy,band_g,0.9999999451726234,0.1269522583912277,0.7725346613916106,39.579905131230255,5.864675718981667
3,126,6300,projection_xy,band_r,0.999999998615169,2.573180447885118,0.494169947348082,26.048354717473522,6.254181877979595
3,126,6300,projection_xy,mockmass,0.6229166303044186,0.07429275339092983,1.8336348530064122,3.8630391081446374,6.670668616879018
3,126,6300,projection_yz,band_u,0.9561673452477055,3.097814163345348,0.5773527647836684,42.75587234658185,5.818996731331682
3,126,6300,projection_yz,band_g,0.962216421079037,0.04989592320329717,0.5335163844102531,37.393412307840656,6.043799773420035
3,126,6300,projection_yz,band_r,0.979676774850644,3.011031993900357,0.4516204330387142,31.497247464175246,6.281661977224469
3,126,6300,projection_yz,mockmass,0.6688714977172161,2.900053175255644,1.9087500552340257,5.2071703364924025,6.335858953691886
3,126,6300,projection_zx,band_u,0.7171147764528443,1.3673513873831231,0.8651122437339785,57.047974076423124,5.604169150934035
3,126,6300,projection_zx,band_g,0.6538613200663262,1.361637515834952,0.9212084691437236,53.28073337678052,5.781357444050327
3,126,6300,projection_zx,band_r,0.586881553777844,1.3446606320350123,0.9460140269596126,48.422411766692115,5.966411650369374
3,126,6300,projection_zx,mockmass,0.31386794912062904,1.3108715165916849,1.5036493479991324,5.546767825565894,6.725848092189812
4,43,2150,projection_xy,band_u,0.9999999012570916,1.9268426050466303,0.6104530567760185,26.80884286970094,5.817964662018248
4,43,2150,projection_xy,band_g,0.7404913535598381,2.493249179544534,0.36000000629266987,23.985887047175712,6.1714296181888555
4,43,2150,projection_xy,band_r,0.6935284397848338,2.5213087279655904,0.3993888669944739,22.853321299317958,6.325941064682941
4,43,2150,projection_xy,mockmass,0.269751173986234,2.697086913616081,1.1986568131415902,3.476203659961718,6.893696599531739
4,43,2150,projection_yz,band_u,0.8492060809218306,3.0132532548581317,0.3600548542059499,25.06217692531978,6.0391199851276
4,43,2150,projection_yz,band_g,0.8387415342216671,3.0538638560255245,0.36983682123933986,23.952024044127647,6.210334973373868
4,43,2150,projection_yz,band_r,0.999999930278094,3.096653031124145,0.928070027690532,27.718978765561744,6.089289376312125
4,43,2150,projection_yz,mockmass,0.7269919721189634,2.0426775389954046,1.3233685908624995,2.9378808773248144,6.55271015101842
4,43,2150,projection_zx,band_u,0.9999999820662683,2.533054263203354,0.4281964342519076,23.37783817573954,5.97296392807624
4,43,2150,projection_zx,band_g,0.9999999887552653,1.7038951433169522,0.6129981330788192,23.609858688211467,6.065750524914522
4,43,2150,projection_zx,band_r,0.7115872868017405,1.4543352419416276,0.4307089670517859,23.79375310344384,6.333026673000517
