galaxyID,FOV,pixel,view,band,level,ncontour,cx,cy,a,b,theta,flag,lum_sum,b_a,b_a_std,lim,nrange,Mstar_ahf_cat
590,10,500,projection_xy,band_g,6351491.12721653,2,0.1913494932755448,-0.3172479921990266,1.4046978909144197,0.7676545421540408,1.8061246560676232,none,33687496.0,0.5234465521636322,0.061975761879838,0.5,7,29554100.0
590,10,500,projection_xy,band_g,427516.0077727173,1,0.5951575817380693,-1.4338070263217084,3.4987117434716004,2.1253782307087583,1.3943157844709353,none,72679310.0,0.6066032069160532,0.0017904013572027,0.9,12,29554100.0
590,10,500,projection_yz,band_g,6967445.704812716,2,-0.1530798199673317,-0.1147653395653273,1.1869775462121988,0.7555799415571497,0.5229465549921686,none,29912276.0,0.8779202350082468,0.1082740960979885,0.5,6,29554100.0
590,10,500,projection_yz,band_g,398986.8343889956,1,-1.560309031677795,-0.5555174726451778,3.421924355545162,2.260375981333268,3.092437010809828,none,72621530.0,0.6606200492564632,0.002227255167178,0.9,12,29554100.0
590,10,500,projection_zx,band_g,9883208.538169628,1,-0.1107564695985983,0.1761314182982645,0.960870910163878,0.7935908721074671,2.662762992456885,none,40085704.0,0.8258610170846595,0.0007791330615738,0.5,12,29554100.0
590,10,500,projection_zx,band_g,578586.8832082035,1,-0.6114953074504031,0.598529557272979,2.245092187008543,2.22297852553592,1.3663206551099671,none,72618530.0,0.9872074693309284,0.0039943457110855,0.9,12,29554100.0
701,24,1200,projection_xy,band_g,3804005.948427953,1,-1.0986745053740787,-0.1078784454155056,2.2136559329150254,1.2631219900096102,0.3469598063275883,none,57480416.0,0.5758249213160906,0.0042341076798084,0.5,12,33556800.0
701,24,1200,projection_xy,band_g,347018.40126745566,1,-1.7767107763696226,-0.1131967233829712,4.386423751756599,3.33368579101106,0.8237689843476415,none,103758890.0,0.7593974034982894,0.0016072205291237,0.9,12,33556800.0
701,24,1200,projection_yz,band_g,3634556.741503375,1,-0.0046063432041664,-1.716118678210442,2.5013806188421848,1.117490141086482,1.167132173137924,none,57645450.0,0.4476522085591674,0.0021405412033896,0.5,12,33556800.0
701,24,1200,projection_yz,band_g,274745.20239297993,1,-0.4707038876278394,-1.4182902597046498,4.827156175538116,3.541887627659119,1.195990591546187,none,103036130.0,0.8025430501510687,0.0658930893896762,0.9,12,33556800.0
701,24,1200,projection_zx,band_g,3720964.571135191,2,-1.3086042314196544,-1.0935718445996008,2.0222807995984398,1.328954630225447,1.434911104523786,none,50567536.0,0.7506012553890846,0.1347665495333491,0.5,12,33556800.0
701,24,1200,projection_zx,band_g,287964.05517406954,1,-1.5985726607736463,-1.726617834822161,5.161873465668222,3.611662525685394,0.2973977825805011,none,103822640.0,0.7000182223824524,0.0025518446459766,0.9,12,33556800.0
802,20,1000,projection_xy,band_g,2391295.637138219,1,0.1365405311856084,0.1424603070786869,3.427683373633948,2.25180832731332,2.671775774770972,none,88460050.0,0.6565290505670299,0.0159195873894383,0.5,12,44503800.0
802,20,1000,projection_xy,band_g,233410.27767066017,1,-0.2178470346843943,-1.4646794999849806,6.9579560779460845,5.798647767696907,2.4048139370550907,none,160170420.0,0.8302191899086101,0.0190393844544053,0.9,12,44503800.0
802,20,1000,projection_yz,band_g,3987028.596949888,1,-0.0244535205606466,-2.410065103347362,2.800347804742372,1.7943474360290697,2.6788438537116868,none,88189464.0,0.6404482565613526,0.0059561561870526,0.5,10,44503800.0
802,20,1000,projection_yz,band_g,268747.5198655063,1,-1.4865233935506432,-2.166008803119056,8.17056987068596,4.007407325743221,2.513988400188971,none,159808510.0,0.4909754736651191,0.0059112671676637,0.9,12,44503800.0
802,20,1000,projection_zx,band_g,3236305.2245209403,2,-2.459911159547765,0.3115490450436862,3.099615824467327,1.9291025711114096,1.6792509244892804,none,83360750.0,0.573651501506855,0.0412327468683494,0.5,12,44503800.0
802,20,1000,projection_zx,band_g,268747.5198655063,1,-2.343194914373544,-0.2127578112031176,6.8324256292236285,4.909228040634384,2.1578445474533603,none,159798740.0,0.7159944429056729,0.0122734516020272,0.9,12,44503800.0
804,23,1150,projection_xy,band_g,4178857.038713505,2,-1.3787719929948132,-0.0036084372399028,1.0842271054596726,0.8043963249717635,2.895764532675344,none,16570500.0,0.746713346392184,0.0034018223985947,0.5,6,41717300.0
804,23,1150,projection_xy,band_g,223013.03145823404,1,4.3318465351226845,-1.1731531850858086,8.396963975540286,5.409959369505271,0.3197153028472828,none,122003330.0,0.6516823055123623,0.0187525410130382,0.9,12,41717300.0
804,23,1150,projection_yz,band_g,4693096.592606858,3,0.4289532616252929,-0.2539983922993234,2.3007314909139613,1.1987459284863629,2.392716823305314,none,49794470.0,0.5212586510318589,0.0013444356742273,0.5,4,41717300.0
804,23,1150,projection_yz,band_g,408472.3339596967,1,-1.2120258297263984,-0.3175830744649636,6.706137931850715,2.7059526490871573,2.885984543401913,none,128292504.0,0.4034607739451279,0.0012728013558514,0.9,12,41717300.0
804,23,1150,projection_zx,band_g,4804670.113027918,2,0.6765924638933352,-0.4982403953781193,2.1047579482060503,0.8268847777286512,1.417485131390745,none,32928600.0,0.3807063624073354,0.0081220381836625,0.5,6,41717300.0
804,23,1150,projection_zx,band_g,4804670.113027918,2,0.6765924638933352,-0.4982403953781193,2.1047579482060503,0.8268847777286512,1.417485131390745,none,32928600.0,0.3807063624073354,0.0081220381836625,0.9,6,41717300.0
