object_id,object_Mstar,object_Mgas,object_Mvir,object_groupID
631,8.736158172581895,9.197153698036148,10.283888937976057,-1
2550,6.674116785388184,6.517718321037514,9.613683291309643,2
1084,6.9925331943187965,8.59771382948037,10.043354417416383,-1
326,9.250795577786812,9.34716016808656,10.710896364324173,-1
242,9.809880099024843,9.157656189535778,10.81486728862182,12
3332,6.633935828062837,-inf,9.470417841869743,-1
2168,8.214250259871072,8.519808312310943,9.425253729598484,35
209,9.184628978754912,10.002597980719909,10.855089494401826,-1
1363,7.660656814814333,8.594252183166777,9.86024394916764,46
2181,7.798481451684303,-inf,9.659206684961108,-1
384,9.131920064032673,9.520360366917666,10.567969255624169,195
1142,6.94132853329209,8.772197709686282,9.972060210803079,-1
1026,7.352946204552404,8.893352789180138,10.020883116958222,-1
50,10.413527750752301,10.30542016312361,11.58667505479468,-1
1109,7.740196046371234,8.251640653463705,10.052551590025194,-1
107,10.10471580682859,10.112886397515478,11.168235177670422,-1
693,8.398878806517569,9.175120250015286,10.252126982798128,-1
943,7.783819998114779,8.689945180346673,10.127218218678967,-1
1455,6.622503110883146,8.306701601136181,9.87341535720799,-1
17795,7.090511993319082,-inf,8.532304568560363,0
1906,8.359019228292674,-inf,9.648744362261462,2
410,9.147320706331923,9.405102075555575,10.55828366592827,-1
908,7.696813162553492,8.658300511892097,10.164287409219149,-1
574,8.929200701786666,9.209849989092136,10.352836362691441,-1
5674,6.8668288354317095,-inf,9.188740108088822,19
914,7.475552067817138,8.913063251695007,10.11353559227571,-1
568,8.703734046812436,9.146735622741128,10.401378136123226,-1
870,9.186572134040915,8.903824951023559,9.852473893952421,154
523,9.40061914220951,9.336877816171686,10.23805363418168,-1
447,9.038417470388733,9.44050292127087,10.48467843602267,-1
4805,7.048014290938054,-inf,9.273448075934814,-1
1071,7.34124058214938,8.023968146763305,10.098145125725665,-1
1115,6.771088233029594,8.526238447324031,10.034219233071923,-1
150,10.029773250380234,9.382173792789397,11.065348128849873,4
398,8.85176330468478,9.542517952132096,10.571684380224601,-1
1396,7.008629975262528,8.142908556954854,9.91645447496716,-1
2174,6.72825717119524,-inf,9.697666905049322,-1
215,9.635710887759867,9.63566064557135,10.902428269783101,-1
371,8.93997926122297,9.323287172419109,10.666363516473941,-1
1334,8.02292301187894,8.597482373364922,9.855876377952592,-1
1098,7.701162857562528,8.205856398982917,10.060040236302815,-1
4,11.444606827822977,11.37417440502114,12.619192497130472,-1
7537,6.983505858563139,-inf,9.036696748574064,-1
666,8.91767719785532,8.899268258348478,10.272964210686641,1
702,7.956064648598173,9.339902396330947,10.177123651861915,-1
749,7.998794028548412,8.958471185618583,10.264281705024196,-1
899,7.519733514609343,9.095629564306662,10.064457989226918,-1
581,8.753427542904122,9.213780644715444,10.368385450194035,-1
1305,6.791985924994806,8.29146653352038,9.952188271352536,-1
94,10.512985736835585,9.86922526395421,11.037059782678135,4
340,9.58796226688158,9.598064617743606,10.490091979861194,3
224,9.651654949824144,9.694460409973434,10.86067752206222,-1
188,9.77292870772147,9.804452938401214,10.900093354916898,-1
5478,7.370146551039417,-inf,9.178787081718163,3
778,8.150937486036572,8.95878408014722,10.230362053794845,-1
733,8.160402496530228,9.109473925687347,10.236154187943923,-1
2452,7.351825284654576,-inf,9.622491716794798,-1
987,7.581433065064301,8.537185444272328,10.110599810053483,-1
1491,6.718048058561822,8.701253590586523,9.76859666742964,-1
476,9.09128348390403,9.416738670092075,10.434996601163396,-1
3429,6.956341345177691,7.78261163348362,9.411321657499652,137
3855,7.345303139714763,-inf,9.373781561055191,-1
512,9.145466784494186,9.406364724087892,10.358089108429471,103
841,8.009404149258463,8.858402437101635,10.184006806706364,-1
925,8.270226841610851,9.04427314405078,10.028111503096186,-1
559,8.684645217042549,9.255564349423897,10.38769763913671,-1
791,7.89368576774149,9.13482710604228,10.175508914191676,-1
161,9.765299657531687,9.895398233708518,11.032332628503514,-1
1124,7.20987141866893,8.651986073241313,10.007734979350015,-1
1040,7.6003563914543335,7.99308380196433,10.112990199989682,-1
286,9.41208741474663,9.79186250862699,10.66403993840284,3
4114,6.608585932133513,7.905710631593938,9.293777864277454,104
1288,7.677444518108391,8.300432429830641,9.94759789926116,-1
36,10.498136801244012,10.295102871504204,11.755720158334706,-1
1670,6.761597107724984,8.011781830548108,9.816181621840714,34
