level,ncontour,cx,cy,a,b,theta,flag,sim,FOV,pixel,proj
2295091.4760242226,8,-0.8764491760045301,-0.3582834531308905,3.5879492217578397,1.586668441222066,0.6957675519963153,none,object_633,15,750,projection_xy
9136923.736814521,4,0.3147251463538022,0.7019555523395361,1.2879715939590661,0.7482751276426214,0.44509546231908115,none,object_633,15,750,projection_xy
22950914.760242227,4,0.7468928622950988,0.6663728956492817,0.8222236211053134,0.3564743469388526,0.9032522699609342,none,object_633,15,750,projection_xy
144810.482305137,2,0.3024416712168648,0.5344571836043527,5.924764833229208,3.8681044765166783,0.8296100478216184,none,object_633,15,750,projection_yz
2295091.4760242226,4,-0.04965055874058097,-0.16907440415951966,3.127959168184195,1.709211753298436,0.7264653262448935,none,object_633,15,750,projection_yz
9136923.736814521,6,0.7304236254949803,0.4116283313965196,0.9363643360841403,0.5296481745104746,1.511773650730791,none,object_633,15,750,projection_yz
22950914.760242227,3,-0.6368331396306591,-0.344274087194328,0.6761213959457851,0.5376147336406573,0.13572262088578194,none,object_633,15,750,projection_yz
144810.482305137,2,-0.8740452995849353,1.214103025968802,5.906329121102246,4.269311648234905,2.3214153722192714,none,object_633,15,750,projection_zx
2295091.4760242226,7,0.3184024812560384,0.571089457717535,2.663827648205352,2.0737073653877314,2.1508204455784847,none,object_633,15,750,projection_zx
9136923.736814521,8,19.999999999999996,19.999999999999982,29.185498093416278,12.705108626472278,0.9184180407541274,center,object_633,15,750,projection_zx
22950914.760242227,5,-19.999999999999996,-19.999999999999996,28.30122435173993,5.1180144821507865,0.7462835249956657,center,object_633,15,750,projection_zx
144810.482305137,5,0.5193977324661913,-0.35949787503626174,14.814232375576783,10.42337155391366,0.06469483015061424,none,object_109,21,1050,projection_xy
2295091.4760242226,69,1.0232603016913133,-0.45452414431657323,8.499958142005285,5.705622100726424,0.21705638319247333,none,object_109,21,1050,projection_xy
9136923.736814521,125,1.6788811854552863,-0.13697678035472052,3.814408712407231,3.0328549270462073,0.4906233511155236,none,object_109,21,1050,projection_xy
22950914.760242227,99,-19.999999999999996,19.999999999999996,31.799223181551557,5.96559758449216,2.373407276343441,center,object_109,21,1050,projection_xy
144810.482305137,1,0.2350777400156289,-0.4445930056559943,16.18804675482144,6.6895821240529685,2.273481216891481,none,object_109,21,1050,projection_yz
2295091.4760242226,21,19.999999999999996,19.999999999999996,30.15732106848312,28.18647941275851,1.4274307241845843,center,object_109,21,1050,projection_yz
9136923.736814521,28,-19.999999999999996,-19.999999999999996,29.569260243424587,12.61254098433638,0.7718327751330898,center,object_109,21,1050,projection_yz
22950914.760242227,9,19.999999999999968,19.999999999999996,27.231966507042838,4.30657176983244,0.8554106812827237,center,object_109,21,1050,projection_yz
144810.482305137,2,0.11248217458141191,-0.23769819341228635,14.659208298780365,11.101184871211565,1.7962832583442245,none,object_109,21,1050,projection_zx
2295091.4760242226,71,0.4586862838783558,-1.3118697217172628,8.14369082194744,6.087328729566201,1.6635006912816181,none,object_109,21,1050,projection_zx
9136923.736814521,116,1.0102805083131077,-0.5148519483324371,4.724471788536981,3.7751376184230834,1.5980004401344632,none,object_109,21,1050,projection_zx
22950914.760242227,122,0.07572397819197799,1.5265807981706896,1.2818423120207842,0.6624176970687795,0.9403484885593829,none,object_109,21,1050,projection_zx
144810.482305137,1,0.11688887317042529,-0.6363496913211006,9.711817556086165,5.996607262351423,2.148667055891427,none,object_347,16,800,projection_xy
2295091.4760242226,13,0.4027922807759665,-0.4265751965842871,4.794674040149966,2.7708315520468627,2.3930458333823723,none,object_347,16,800,projection_xy
9136923.736814521,18,-19.999999999999996,19.999999999999996,30.33387925623789,4.690823943209378,2.352782803356771,center,object_347,16,800,projection_xy
22950914.760242227,11,1.9090275699993298,-1.2950694036770862,0.6573756078763854,0.560112629792289,0.06324809786181235,none,object_347,16,800,projection_xy
144810.482305137,1,0.5278209804730806,0.2628347026324136,10.204593836879114,6.571857608014856,2.315348159503004,none,object_347,16,800,projection_yz
2295091.4760242226,32,0.791605830123933,-0.7869163407369298,5.354855969215871,2.903472102339783,2.077498240073068,none,object_347,16,800,projection_yz
9136923.736814521,38,0.7336121266079433,-0.34508460386028394,2.774065091122734,1.7084297483960258,1.9466166557514264,none,object_347,16,800,projection_yz
22950914.760242227,28,1.2052494223190857,0.08315538138072219,1.095635689316866,0.6434453064588826,2.4468566193503323,none,object_347,16,800,projection_yz
144810.482305137,1,-0.15301300864615974,-0.23136301956789837,8.80723474026663,6.924036436854238,0.032727469933538894,none,object_347,16,800,projection_zx
