galaxyID,Mstar_r80star,sfr
246,5056616937.585336,1.301812605932355
247,4496545642.5649395,0.1445806585252285
248,4161107827.9331656,0.3807928636670113
249,3989507736.5595284,0.23091503046453
250,4869962193.320135,0.9845091570168734
251,3535137261.171915,1.216670012101531
252,1814819150.127461,0.05036277323961258
253,10036052831.10025,1.0542268529534342
254,10776509760.16091,0.1673116497695446
255,5302289969.460644,0.3674776908010245
256,2780979818.379241,1.633730394765735
257,1812217962.3726325,0.9949285592883824
258,5308954871.4289465,1.0793746020644903
259,9856243758.202707,0.6677017211914062
260,3229943995.074912,1.885616898536682
261,5300177370.335504,0.9804740995168686
263,4838838066.263061,0.5712707452476025
264,11122674674.972055,2.4541645385324955
265,3259292794.579717,1.3170243278145792
266,6184571287.664621,0.21592354401946068
267,464693513.44016045,0.478080052882433
268,5059459955.070713,1.5752042308449743
269,3256474268.988468,0.2571516763418913
270,3828154786.781639,0.07437360659241676
271,3604198635.212012,1.527507932856679
273,2294903671.8510795,0.9274270907044412
274,2821686012.288053,0.5951353386044502
275,4688676500.521858,0.04569808766245842
276,4317179820.190952,0.4429723657667637
277,2826938274.310477,0.8899232856929302
278,2823031295.628948,0.09897793643176556
279,7222892062.765975,0.16601479798555374
280,17350444609.7512,0.0
281,3309069403.0950413,1.0898031610995529
283,1223200975.9211636,0.0
284,366455162.0834253,0.0
285,3016902802.3662987,0.06982313096523285
286,1534026427.3133812,0.9385307021439075
287,2461187050.663812,0.0
288,2646169333.701302,0.13607906363904476
289,3225313796.47762,0.26936838775873184
290,2409622665.098695,0.2219531573355198
291,4299496002.032797,2.1398989744484425
293,2480135020.2341824,0.31510457396507263
294,3425389843.7903852,0.2672320492565632
295,3177971083.085125,0.5791329089552164
296,5439918265.6476,1.1897270735353231
297,2858218078.091381,0.4509157799184322
298,4176050291.2262135,0.5052874255925417
299,3747824304.682629,0.15075163915753365
300,11501282540.52128,0.4834636002779007
301,904299375.3305554,0.6123983971774578
302,2476615250.134448,1.2280839718878271
303,6490047914.9252825,1.6774084139615295
304,4701227332.608108,0.27555964700877666
305,6775915123.394157,1.8850092682987447
306,3079976469.128773,0.7962267585098743
307,4774479975.063449,0.858067337423563
308,2336741850.0874557,0.3603686410933733
309,2185804098.5786505,0.2201163899153471
310,2122798031.4028594,0.8392025120556355
311,3553946851.8484282,0.2409475520253181
312,3615994306.1507773,0.14760373532772064
313,9301534924.350466,0.0
314,3654965578.8603063,0.19730419665575027
315,7173361786.5573015,0.7582797780632973
316,2918288497.0856905,0.353964040055871
317,1972486047.8318136,1.885102529078722
318,3624776949.0813775,0.25219065323472023
319,3186310745.9272127,0.5346473716199398
320,2022868960.8532505,0.2743825111538172
321,910772602.0591117,0.4091895092278719
322,1793835825.824611,0.11794813722372055
323,2635982879.032377,0.7890918999910355
324,3142168526.0667715,1.3362554162740707
325,8884830198.136318,0.14672768861055374
326,2226023913.8735113,0.5014079548418522
327,2444150472.3391747,0.0732923075556755
328,6815247011.454464,1.0112572386860847
329,5892373570.432181,0.2536757737398148
330,2232662373.857588,0.8450008332729341
331,2137384752.2207816,0.4693427551537752
332,5142022139.187632,0.8399221822619438
333,8709812127.893341,0.8866364546120167
334,2344773544.5402045,2.6610765401273966
335,2472043483.6616035,2.744295382872224
336,2742131625.608001,1.5015795323997736
337,2561131600.5306234,0.506972748786211
338,3055657582.5565968,0.11349202319979668
339,1810519983.9546185,0.03186626359820366
340,4655847197.622693,0.5481883529573679
341,802813712.5404935,0.2710559591650963
342,1874498596.32078,0.3394174724817276
343,1444733147.6559732,0.27573483623564243
344,2987373884.739692,1.1043901201337576
345,1628159817.2272015,0.5928242150694132
346,3064317342.710149,0.8806594684720039
347,2487722972.9368854,0.4474000483751297
348,6502674748.105871,3.0141896028071637
349,3178733585.0692573,0.9739670474082232
350,3237851848.8911715,0.5295515507459639
351,2257755471.718472,0.639411099255085
352,6932507191.259418,1.1091993041336536
353,2522007316.269851,0.2434369493275881
354,1215467405.4670975,0.07868281565606594
355,1699969207.8722913,0.9827617593109608
356,1825615386.6092782,0.5560805127024651
357,2007005436.439445,0.3718012776225805
358,2432630430.593677,0.2540114838629961
359,6631594167.840568,0.21418628096580505
360,1271418070.4510186,0.05830594152212142
361,1588612919.1716938,1.1390959694981575
362,1609649067.9680288,0.025474121794104576
363,1822171750.3492935,0.5468080379068851
364,704902176.2964466,0.782217726111412
365,7107593127.539877,0.8697690553963184
366,1815907256.3470156,0.8209680952131748
367,2016196782.212386,0.3165125213563442
368,558054146.8036592,0.18137519247829914
369,715183675.6086421,0.0
370,956282051.4521873,0.3694310374557972
371,1082675598.7735667,0.0
372,3436520182.13386,0.0
373,1416701790.9214175,0.024998225271701813
374,2393467501.13236,0.3452793471515179
376,1016407430.4970474,0.0
377,1900520888.2479987,0.4162959288805723
378,255516530.51870903,0.0
380,2283527576.9927325,0.18118122965097427
381,6616845331.804031,1.5501126758754251
382,1514809233.0760965,0.0
383,5197407587.756804,0.2575911041349173
384,1614588078.734543,0.18612459301948547
385,692897889.3223671,0.10360949113965033
386,2439231874.5226827,1.3926130831241608
387,2301376086.472295,0.3485266026109457
388,6503986039.743529,0.2189745083451271
389,971697386.9735043,0.05269242450594902
390,2153403997.8295393,0.6877946592867374
391,1925069913.6266942,0.2708141915500164
392,2059284166.962541,0.6924943774938583
393,797668371.394579,0.0
394,1803272275.3311286,0.14264974370598793
395,942360179.4714172,0.1869679093360901
396,1606052361.839851,0.6524878740310669
397,1141517886.004506,0.1429795529693365
398,854715926.5157412,0.0
399,1174757176.6053147,0.8461885955184698
400,1703410789.6966596,0.0
401,1389788557.1015654,0.0
402,597803523.8124702,0.3760738391429186
403,7443455833.767942,0.0
404,2603880262.101194,0.1557610835880041
405,930233659.7961928,0.05506998300552368
406,10383418494.184286,0.0
407,1755905158.785356,0.5008319169282913
408,915743199.2483463,0.0
409,2599590012.158452,0.59645089879632
410,1720645250.7939856,0.2847555056214333
411,820703414.2656157,0.0
412,459628262.66083884,0.04661458358168602
413,7021032856.478903,0.0995444655418396
414,3614690672.827058,0.3041316997259855
415,1757929544.181318,0.3420656602829695
416,2128793189.9279609,1.256280144676566
417,1124366674.304399,0.6064864490181208
418,726497170.7952057,0.0
419,695061744.0324247,0.3895007017999888
420,1352025380.607419,0.0
421,1834857883.6753206,0.04155334085226059
422,1213067361.3940275,1.3043769896030426
423,1066586617.9069368,0.0
424,1022920094.9815019,0.0
425,1380072177.914353,0.0954600553959608
426,2394011516.905393,0.04302014783024788
427,1161184650.3504775,0.18725868873298168
428,3570443793.9412656,0.204167440533638
429,1712185931.7831855,0.09317118860781193
430,1409928942.253451,0.15007108077406886
431,1015951512.0206873,0.1205732449889183
432,1951699459.1219087,1.271679040044546
433,1599482645.3025596,0.4259625468403101
434,1621576845.2476976,0.3343379721045494
435,1287267911.3196695,0.15604456700384614
436,2574698018.965977,0.6887246239930391
437,715441382.4193474,0.0
438,1578074232.1347713,0.19800292141735554
439,923280762.940445,0.05199118331074715
440,1100252881.083363,0.0
441,1496769004.7617302,0.35155248269438744
442,1737853714.3397145,0.29014813899993896
443,2733783770.049991,0.2446242030709982
444,1083576975.5705266,0.11116445995867252
445,4481107672.5950575,0.36930277943611145
446,267756593.729849,0.0
447,1292857708.5462494,0.2138158567249775
448,1918142501.4864874,0.06967993825674057
449,1297197988.8674676,0.2712422851473093
450,2057560154.3291767,0.0
451,1370870458.1855822,0.07535804808139801
452,910561162.46836,0.6896108891814947
453,703705491.3663516,0.0
454,2050041721.8191934,0.030332786962389943
455,1642100667.2971828,0.2676108442246914
456,894105692.0248623,0.5799628216773272
457,3411690086.2520595,0.0
458,763493083.4747919,0.0
459,944506556.513492,0.03800487145781517
460,1154933011.8792534,0.0
462,1519062833.2186544,0.3996300268918276
463,1394239272.645761,0.16114572249352932
464,692848575.4428512,0.0
465,3821218845.5507617,0.03954353928565979
466,822205612.5401107,0.0
467,196404923.2306504,0.04277103021740914
468,1491081778.831565,0.058575602248311036
469,1860892390.2278225,0.061967438086867326
470,1354863363.3468258,0.15025034733116627
471,1663955723.2735274,0.06793813779950142
472,280016259.7371919,0.052000291645526886
473,880618308.8234239,1.4403363484889269
474,177072943.53867543,0.085777398198843
475,1043275895.3733296,0.02782500721514225
476,1505428930.2965677,0.391811603680253
477,1547623293.9738796,0.8255600333213806
478,2728030612.4570065,0.5298511236906052
479,1526607260.5513473,0.39888933673501015
480,1295526783.1761124,0.0
481,335533547.41103566,0.0
482,2008512065.2615266,0.0
483,904138541.0574899,0.13696666434407234
484,2946405103.434497,0.07308550924062729
485,969260946.5745703,0.08519281260669231
486,1364080225.5279903,0.0
487,422972075.68272185,0.9142872411757708
488,1301416372.1976895,0.4741316940635443
490,1295717360.1446152,0.2946410141885281
491,828204860.1226455,0.9190584085881709
492,1521109510.0424352,0.10047735273838043
493,988415915.0311416,0.0979227963835001
494,662145758.1585815,0.34248208813369274
495,3234761121.2865024,0.8751511704176664
496,615335340.4230492,0.0
497,1146204769.3726401,0.0845124889165163
498,1017955211.282559,0.05135728605091572
499,2822120098.279652,0.0
500,1157180804.0352492,0.08079604804515839
501,3590504604.3552756,0.03622613102197647
503,933789946.5982623,0.0938328132033348
505,680561257.7320311,0.6576791927218437
506,520163151.83199716,0.0
507,896608927.6299498,0.2485828902572393
508,1291283800.823651,0.0
509,1138336851.3089626,0.0
510,1381450041.6036918,0.5800316352397203
512,1705463337.3194814,0.25052267871797085
513,715683657.3713161,0.10374168306589128
514,815063501.7931849,0.0
515,199289722.09570777,0.29628853872418404
516,806184573.4585531,0.4342592451721429
517,664953608.2905991,0.20082473754882807
518,524306428.88096863,0.12359021231532095
519,283611521.19332016,0.05296060256659985
520,1398004480.349824,0.3927719704806805
521,669918334.5935223,0.0
522,787362570.2134387,0.061011845245957375
523,3063845771.9863863,0.2246954757720232
524,807966885.4978071,0.2853603512048721
525,117434891.71651375,0.0
526,726229402.6120912,0.0
527,823764821.0882852,0.0
528,490999062.7259251,0.08055583573877811
529,2243938081.7311287,0.1765010841190815
530,1237351642.6091433,0.05915552750229836
532,562105366.2026327,0.0
533,220204134.71740645,0.0
534,2264890415.206766,0.5913578458130361
535,956834736.4759518,0.0
536,516579172.83285695,0.42040407471358776
537,280508199.4433395,0.0
538,1135879781.8039687,0.0
539,637286108.1732737,0.0
541,266452814.83192977,0.07558717206120491
542,928152923.5773416,0.0
543,591827859.2033339,0.047106215730309486
544,504865295.40162355,0.22884492576122284
545,171000897.1182645,0.0
546,419130559.69154125,0.0
547,773905008.6370504,0.055264607071876526
548,769235372.5221763,0.3957418333739042
549,928878625.8134863,0.4238555319607258
550,1524070104.7881954,0.05287178047001362
552,294500498.8961978,0.0
553,958246295.1348033,0.0
554,6805855.313521296,0.0
555,743970977.6512675,0.0
556,894591908.855764,0.3975939583033323
557,1026256872.1828252,0.0
558,1000785964.9832275,0.21458307839930055
559,581834902.1402619,0.05142904445528984
560,505634831.7143657,0.02968351170420647
561,699295876.5375601,0.0
562,3407081420.4117517,0.4308910258114338
563,268065789.76249477,0.3252872433513403
564,353865749.87705886,0.02356451377272606
565,1581391111.4575975,0.6775991097092628
566,360754716.1563686,0.0
567,905112603.3344314,0.17996224202215672
568,633756413.6758118,0.0
569,388029014.4588143,0.0
570,2650233943.449525,0.14780209958553314
572,336076886.65172166,0.025593645870685574
573,105254736.74952346,0.0
574,1009295641.5603352,0.2976039871573448
575,2959732185.6303325,0.0
576,2854138749.791288,0.360382741317153
577,148551172.08253932,0.0
578,871041998.1373388,0.03231324255466461
579,355945418.208289,0.0
580,898419444.5244321,0.0
581,692620565.99718,0.0
582,558608646.4700767,0.0
583,264198366.26962808,0.31529029831290245
584,520831478.6808085,0.11010665260255337
585,3348807602.234055,0.0
586,923408424.6529752,0.15969047136604786
587,899379306.2311717,0.0
588,635149827.5696367,0.0
589,696575109.7143053,0.0
590,27154385.94730917,0.023093519732356068
591,624065228.404824,0.0
592,662531515.8922473,0.04737360216677189
593,261796321.52639103,0.02423427626490593
594,338450259.9134984,0.0
595,468553792.54266936,0.0
596,702062532.3664439,0.0
597,770373251.3763355,0.054906072095036514
598,909164761.7893696,0.2538246177136898
599,301661966.8831415,0.0
600,1450931793.218091,0.05580631271004677
601,1531484971.3917449,0.06994110345840454
602,1883101784.6820905,0.0
603,676540919.5248058,0.3077998384833336
604,426855269.9499938,0.0
606,412901500.3157783,0.3813083507120609
607,2062756683.133212,0.16405552998185158
608,633314799.2323955,0.0
609,104819689.18948258,0.0735033992677927
610,196056048.209176,0.0
611,303290917.50637114,0.0
612,591080407.6715201,0.2296705059707165
613,380614381.8514416,0.0
614,719822372.8525647,0.18329585902392864
615,4497469056.18088,0.0
616,28228344.922401145,0.0
617,1902021591.689945,0.0
618,236620186.49714428,0.0
619,89904403.25358054,0.0
620,274715696.57116336,0.053924158215522766
621,232232714.65210867,0.4278914928436279
622,963134035.0037547,0.2984293159097433
623,648002557.9132483,0.02606017328798771
624,220958415.07888463,0.0
625,1487193254.6319766,0.15690188482403755
626,376587043.760671,0.0
627,444125655.30596036,0.0
628,670585169.9629929,0.0
629,304315206.27577883,0.1340382657945156
631,671488974.2743505,0.2497828509658575
632,240065253.16042328,0.0
633,128652909.06831264,0.23166268318891525
634,952321650.1709543,0.298573512583971
636,2637489751.581316,0.0
637,630592310.9950656,0.02676929906010628
638,101176424.28009328,0.0
639,442252802.66635686,0.0
640,1422519126.590476,0.21463773027062416
641,1649311217.1444814,0.0
642,803303743.6235408,0.5678936708718538
643,643002264.6982481,0.0
644,1705761100.651958,0.18273737281560895
645,541547505.5016453,0.0
646,766029855.7437433,0.10944673046469687
647,1273680446.4498842,0.12366108223795892
648,70466002.77963303,0.0
649,452771762.9659348,0.18854195065796372
650,2151392765.406589,0.16014843992888927
651,747076596.5903182,0.025277744978666302
652,31517913.444505136,0.0
653,245796009.01545545,0.0
655,177785029.24683166,0.0
656,447324328.48584527,0.1381924469023943
658,378998832.9830681,0.0
659,282562777.85478127,0.0
660,972721201.9134922,0.0
661,338203354.04047227,0.0
663,342978324.91082335,0.0
664,1207651281.3510635,0.18492056243121624
665,78952623.8708014,0.3996251095086336
666,979443635.7991533,0.0
667,231139554.3628436,0.2124095018953085
668,104450974.5191919,0.16450815461575985
669,404062487.9434249,0.05494027957320213
670,244328192.29572985,0.0
671,325256391.2112794,0.0
672,292655960.11960924,0.0
673,289336056.5724973,0.0529243815690279
674,4603259501.125878,0.0
675,453531566.69518137,0.0
676,582540656.3407679,0.0
677,230465884.30314705,0.024976367130875587
678,115833839.82647827,0.04773607105016709
679,372140240.1345765,0.0
680,453758196.0994511,0.0
681,463319403.92382,0.0
682,2731086026.0935826,3.5937891397625212
683,872957654.5862924,0.0
685,317420880.03550935,0.0
686,431031254.7860919,0.0
687,263612155.4035636,0.0
688,73148108.45194818,0.0
689,921193508.028414,0.0
690,241355724.7773494,0.0
691,74456996.11815234,0.0
692,138003745.78701985,0.0
693,310839212.41694885,0.0
694,1536262054.3903422,0.03650538995862007
695,528399791.11797863,0.32476438395679
696,480245626.6599715,0.39598604664206505
697,417838841.835942,0.0
699,86803169.95464055,0.0
700,112471390.79121554,0.0
701,40480920.82845967,0.0
702,107789399.25660647,0.0
703,483438464.35523,0.0
704,4470388353.042831,0.0
705,1365279417.2377524,0.0
706,229530258.8915091,0.16159328632056713
707,1255146156.6677835,0.03574301674962044
708,583319422.1383437,0.0
709,255669401.79241067,0.0
712,695974563.1796764,0.0
713,553864936.5968101,0.0
714,380865567.8241227,0.07540028728544712
716,206545268.42136723,0.0
717,221062952.6939415,0.0
718,188571701.35266745,0.022665912285447117
719,126113690.300235,0.0
720,295721961.98837566,0.0
721,449910050.7390914,0.1546405293047428
723,371586222.09823483,0.0
724,252273913.43543804,0.0
725,1733429814.9024177,0.16234705969691274
726,485921713.85116845,0.053727367892861366
727,198059786.2158713,0.05330778285861015
728,170710677.0501248,0.0
729,243242397.27218905,0.0
730,218212566.51243228,0.0
731,71840178.90028179,0.0
732,128289278.59625512,0.0
733,179089880.27842632,0.0
734,11540374.235313825,0.0
735,134323796.88412404,0.023077251389622692
736,245980942.30349377,0.0
737,3166209210.726304,0.0
738,88557497.88312744,0.0
740,262958498.17126933,0.0
741,147932765.5571682,0.0
742,68680483.97269279,0.0
743,81776592.69519864,0.0
744,225178553.11358827,0.04521424323320389
745,503794105.4277263,0.0
746,771560822.2102128,0.0
747,1452679686.6897395,0.0
748,455965215.81204575,0.14423200115561485
749,120683267.94606602,0.6618175935000181
750,1227847458.8942122,0.02211308479309082
751,585035538.2021115,0.0
752,341891454.73269916,0.023877834901213646
753,251958716.13409144,0.0
754,127839218.1505645,0.0
755,156717053.19427735,0.0
756,181814200.6528228,0.0
757,266054255.73209032,0.0
758,433614176.23133874,0.0
759,384800795.2311768,0.07878643646836281
761,257394616.65653205,0.0
762,121979862.55414608,0.0
763,458055576.5330176,0.0
764,253556698.29154083,0.0
765,111991186.05393496,0.0
766,132480664.78663242,0.0
767,271090568.65635383,0.05078094825148583
768,173599864.99577153,0.0
769,552665477.7548666,0.0
770,189687885.90510964,0.0
771,279357018.97071147,0.07787896133959292
772,90032630.70162147,0.0
773,253112987.76425648,0.0
774,346659903.6640728,0.0
775,282555269.46514904,0.0
776,315512205.37486184,0.0
778,172485873.96826324,0.0
779,305360828.88209134,0.0
780,245764644.12263164,0.0
781,666497976.9907341,0.0
782,318691912.68678653,0.0794566236436367
783,123589584.88985059,0.0
784,662544046.6018469,0.0
786,903271858.3248756,0.12544236704707146
787,1027106566.862799,0.0
788,726728966.066278,0.0
789,448737538.18504167,0.0
790,171569142.8324225,0.0
791,92478251.64332291,0.0
792,144552211.8241887,0.0768356453627348
793,123137590.5159202,0.0
794,668756789.3989736,0.0
795,97083057.968214,0.0
796,29581298.885757245,0.3043459299951792
798,339518969.28557456,0.14052389189600945
800,114944259.33624424,0.0
801,104000625.65063176,0.0
802,55053893.52764129,0.0
803,755548392.1089157,0.0
804,50914413.66268495,0.045164216309785836
805,124908233.74754898,0.0
806,93677235.6153116,0.0
807,77573479.47422908,0.0
809,343829132.9967891,0.0
810,937868729.9097699,0.5475650988519192
811,94360967.5374756,0.0
812,216333754.90019652,0.0
813,152150814.07344377,0.0
814,218403423.2237289,0.0
815,894902776.4910686,0.0
816,131961811.79433264,0.0
817,261266009.424473,0.0
818,283167487.39195764,0.0
819,50186837.67143118,0.0
820,260533018.7812165,0.0
821,205887997.55542773,0.0
822,10950095.1997168,0.0
823,88811589.3282004,0.0
825,6915696.058727156,0.0
826,187051822.21049136,0.0
828,101604707.99691372,0.0
829,110408515.59021524,0.0
