galaxyID,host,ParticleSelection,A,B,C,Rmax,R50,RotationMatrix
320,host,YS,0.6983565002361332,0.4994950367230815,0.3945653100998457,4.851278894692444,1.6323042431199446,"[[-0.98695749, 0.15182987, 0.05350326], [ 0.14962216, 0.98780243,-0.04312271], [ 0.05939797, 0.03455501, 0.99763612]]"
322,host,YS,1.1668696528572884,0.6277806081268842,0.3951614953318703,4.454811687939935,2.7321311735032974,"[[-0.50750665, 0.0699319 ,-0.85880529], [-0.43364703,-0.88200451, 0.18444052], [-0.74457186, 0.46602316, 0.47794891]]"
323,host,YS,1.8549333617073345,0.9251820195612054,0.3976587292695548,5.648212625522696,4.642297178238436,"[[ 0.27668561,-0.25249568, 0.92719524], [-0.5961848 , 0.71162072, 0.37169832], [ 0.75366356, 0.65562328,-0.04636112]]"
324,host,YS,0.5701177392539992,0.4502335033460897,0.2735479696063533,4.61439830850493,1.400448772093479,"[[ 0.17032989,-0.80966714, 0.56162875], [-0.90621092,-0.35255513,-0.23342377], [ 0.38700065,-0.46919506,-0.79377987]]"
326,host,YS,0.8076440955840938,0.4533326591822581,0.2721025823542624,5.65943145934184,1.9933424825336183,"[[ 0.64780604,-0.70588137, 0.28649401], [-0.76116528,-0.58433389, 0.28139177], [-0.03122105,-0.40035658,-0.91582741]]"
327,host,YS,1.6234656954805349,1.0313193513138583,0.6366117698199167,4.343867723038655,3.931769490507009,"[[ 0.38602201, 0.87632477,-0.28816994], [-0.31402908,-0.16889445,-0.93426998], [ 0.86739423,-0.45114252,-0.20999448]]"
330,host,YS,1.2349475931787754,0.5174529870502201,0.3360267325019909,4.906849519846442,3.1650402654135084,"[[ 0.14640928, 0.12497085,-0.98129843], [-0.9713077 ,-0.16978086,-0.16654069], [-0.18741842, 0.97752583, 0.09652766]]"
331,host,YS,1.238160555314563,0.6433295307485428,0.3469577898498198,5.261120016498194,3.502573734512882,"[[ 0.02687329,-0.60989627, 0.79202549], [-0.28539583, 0.75465385, 0.59080181], [ 0.9580329 , 0.24191757, 0.15378182]]"
334,host,YS,1.6630161325532005,1.0494884401091766,0.4523715395030908,4.385067961687754,4.023264020292462,"[[-0.39139846, 0.18784965,-0.90084391], [ 0.69695269, 0.699743  ,-0.15689702], [-0.60088617, 0.68925484, 0.40480065]]"
335,host,YS,1.4125019790446975,0.6805077213786573,0.4093207294826091,4.744486117707366,3.1663377016060616,"[[-0.25242894,-0.9311948 , 0.26297505], [ 0.3434498 ,-0.34030616,-0.8753479 ], [-0.90461145, 0.13064441,-0.40572179]]"
336,host,YS,1.216203396305953,0.7288816343001004,0.4491233743133856,4.561737438041448,3.1656772023074984,"[[ 0.76070885,-0.37594465,-0.52913861], [-0.22818471,-0.91805069, 0.32421393], [ 0.60766256, 0.12589106, 0.7841541 ]]"
337,host,YS,0.9771721238500268,0.7444041793908986,0.7140853607842297,4.794173099531968,2.492512173119771,"[[-0.0828703 , 0.29170671,-0.95291118], [-0.21905631,-0.93814564,-0.26813634], [ 0.97218663,-0.18652067,-0.14164461]]"
339,host,YS,1.4246407747544192,0.6514567519377266,0.4434071108812906,4.5755400991826845,3.192643817999678,"[[-0.38849734,-0.25537442, 0.88535514], [-0.45135651, 0.89040602, 0.05877429], [ 0.803335  , 0.37677715, 0.46118527]]"
342,host,YS,1.4137000813794771,0.7694408350354075,0.4605099834048821,5.011665603714371,3.630720396917453,"[[-0.10001944, 0.94157273,-0.32161609], [-0.98983769,-0.06132258, 0.1283    ], [ 0.10108145, 0.33118022, 0.93813763]]"
343,host,YS,1.5155321702488067,0.7570595843770046,0.4919798945420255,4.592352812005805,3.415786497896065,"[[ 0.36344916, 0.40948922,-0.83679346], [-0.92958491, 0.10015428,-0.35474077], [-0.06145407, 0.9068008 , 0.41705599]]"
344,host,YS,1.539354485301868,1.2074354746522653,0.4008141212653396,4.207598531467279,3.515944698397502,"[[-0.97811042, 0.14886094, 0.14539748], [ 0.13215345,-0.09534587, 0.98663298], [-0.16073417,-0.98425077,-0.07358631]]"
345,host,YS,1.4132945530467704,0.6327268380934135,0.3881030471784096,4.844843542870111,3.59938925923298,"[[-0.09325268, 0.32166286, 0.942251  ], [-0.63617015,-0.74724366, 0.19213135], [ 0.76589261,-0.58151519, 0.27431478]]"
