galaxyID,FOV,pixel,view,band,b_a,b_a_e,PA,PA_e,n,n_e,Re,Re_e,Ie,Ie_e,Mstar_ahf_cat
1193,38,1900,projection_zx,band_r,0.894096694857826,6.075313924417633e-09,2.768682844107188,3.0287056184294864e-08,0.7425521464781879,7.941905404772312e-09,6.043104980464571,3.64292783859438e-08,5.810837493980015,3.974804560460534e-09,407025000.0
1193,38,1900,projection_zx,band_u,0.8993740984949846,5.564593250860837e-09,2.7635161879980608,2.9114754273798004e-08,0.7557868151365278,7.312819866908235e-09,6.0912374217896925,3.371550755837742e-08,5.845095108954868,3.6529821878124423e-09,407025000.0
1194,19,950,projection_xy,band_r,0.5720144141308395,8.755308261914406e-09,0.7943017683753814,1.3013104500978122e-08,0.7666432644688381,1.8258082804299755e-08,3.388169461863093,4.671134010327227e-08,5.803324803565382,9.105640963466791e-09,87132500.0
1194,19,950,projection_xy,band_u,0.5967859399688749,7.348039488668723e-09,0.8341588931505468,1.1412515761429176e-08,0.8989851297156984,1.6306986367149287e-08,3.2627473008481567,3.9260540533951275e-08,5.886634769975844,7.999538771360771e-09,87132500.0
1194,19,950,projection_yz,band_r,0.5479991158184944,7.026091110304904e-09,1.775754202061294,1.0041386312950404e-08,0.8788929380628523,1.6725924196340873e-08,2.903037774052754,3.593514142220148e-08,5.941218877073719,8.223187844272742e-09,87132500.0
1194,19,950,projection_yz,band_u,0.5642644598906504,5.7575505601459674e-09,1.8140340421593424,8.446842264509628e-09,0.9652476665341369,1.4188826517980508e-08,2.776629980769794,2.8805150914141945e-08,6.040739393632455,6.911509756046005e-09,87132500.0
1194,19,950,projection_zx,band_r,0.5705231361840586,6.8009342354341564e-09,3.0452956208742603,1.0082695086119964e-08,0.6583663296275455,1.2939984306093047e-08,2.678834381966052,2.685080548651501e-08,6.027825118020463,6.562325417182984e-09,87132500.0
1194,19,950,projection_zx,band_u,0.5788978417329725,5.552362400555092e-09,3.037373980320404,8.350804508048962e-09,0.7048959984792904,1.0854220440224298e-08,2.598550504946099,2.1588927590493063e-08,6.126819889789913,5.462627865906523e-09,87132500.0
1199,18,900,projection_xy,band_r,0.5508905800127961,6.153016518500642e-09,0.8955329796791858,8.833793545451016e-09,0.5399555243990167,1.0814867924550096e-08,2.8466680613852224,2.478043055606744e-08,6.048779998918568,5.612313051100624e-09,76647500.0
1199,18,900,projection_xy,band_u,0.7853648124780541,5.199846797983858e-09,0.5171463940215371,1.3569610492927564e-08,2.384143395639678,1.8926866637599705e-08,2.7183259057474407,3.514878506192325e-08,5.940184697915418,8.594578953125587e-09,76647500.0
1199,18,900,projection_yz,band_r,0.6118549306328028,6.2645860054143915e-09,1.8550806862790143,1.0013003811647826e-08,0.7739848017571436,1.2289500993588734e-08,2.396329154285067,2.2201260939331313e-08,6.112801128808401,6.122254810510044e-09,76647500.0
1199,18,900,projection_yz,band_u,0.4963605483294548,2.68615320516546e-09,1.7470306807294251,3.5642454349226917e-09,1.635576188498464,1.1203822434199429e-08,2.291866901632868,1.7883824392544512e-08,6.321604705424492,5.216074890272403e-09,76647500.0
1199,18,900,projection_zx,band_r,0.4792439207374473,5.38128368616556e-09,2.837575267757328,6.985509479686657e-09,1.0003697140292536,1.600886196423726e-08,3.0347417941588533,3.5368018702358246e-08,5.99075990917067,7.77128879069215e-09,76647500.0
1199,18,900,projection_zx,band_u,0.5243959946654521,2.7084874527991313e-09,2.9873567515176624,3.735959151351931e-09,1.685447717734646,1.0953246548514057e-08,2.1480445103652364,1.635676191780325e-08,6.350081760012607,5.0884649345167985e-09,76647500.0
1229,20,1000,projection_xy,band_r,0.4708459464171516,4.096457235575371e-09,0.5229652825929821,5.263212006840343e-09,0.8414515650633474,1.1024801873371684e-08,3.937448129521634,3.232483931022811e-08,6.015500937509905,5.444691754666821e-09,148031000.0
1229,20,1000,projection_xy,band_u,0.4798351396055515,3.175948670461194e-09,0.532720181199852,4.125653320158576e-09,1.7229928685793685,1.4266125534679341e-08,4.592952794683228,4.5642646217061934e-08,5.925194814974261,6.632272614528636e-09,148031000.0
1229,20,1000,projection_yz,band_r,0.6538361077040229,6.031223937522348e-09,1.8872122123770847,1.0534909945434918e-08,0.744632290586822,1.0801520894301084e-08,3.5902390741360954,2.9419641031122203e-08,5.971917860588825,5.404004989135461e-09,148031000.0
1229,20,1000,projection_yz,band_u,0.6296447533153926,4.504174005170921e-09,1.7463516884679222,7.460931644424932e-09,1.907427643375435,1.680100431250373e-08,4.741731010466051,5.5297916622757095e-08,5.788918924767467,7.766132672257506e-09,148031000.0
1229,20,1000,projection_zx,band_r,0.9970386642123124,8.370388045468637e-09,0.975691411146337,1.4153747859540676e-06,0.921408365508159,1.1305616815122717e-08,2.6211404068460853,2.1797470301164415e-08,6.033317721171442,5.532756755595702e-09,148031000.0
1229,20,1000,projection_zx,band_u,0.9160184597369644,5.648963933144401e-09,0.0223907046805536,3.5105676635381595e-08,1.716102755184839,1.3221417794695812e-08,3.033071067623787,2.7929086372873733e-08,5.996752964359252,6.1471504943275035e-09,148031000.0
1236,15,750,projection_xy,band_r,0.6657455265732636,9.041643841955818e-09,0.9841570578032868,1.6238734758402916e-08,1.1963198085252036,2.2025535324020323e-08,2.223371754403437,3.4982051709753015e-08,5.941568419021619,1.0520302467498628e-08,50144700.0
1236,15,750,projection_xy,band_u,0.6675239623872435,5.673973047777984e-09,1.0611705748554143,1.0234154476854966e-08,1.3235674932145272,1.4882780880073437e-08,1.8801889105571643,1.9801162406450492e-08,6.197191172095062,7.04634263819992e-09,50144700.0
1236,15,750,projection_yz,band_r,0.8547762446841224,1.1604892745791376e-08,2.8301496975788765,4.3083890059854784e-08,1.1319126999238596,2.114241328772064e-08,1.8936426148242995,2.8753122673960983e-08,5.967250007880666,1.0147259056694046e-08,50144700.0
1236,15,750,projection_yz,band_u,0.7574332187714186,6.473456158600423e-09,2.92865585108906,1.5185480630181032e-08,1.1432193619324136,1.3412363120078838e-08,1.67824988762905,1.614326772940971e-08,6.245234321751028,6.429917563477731e-09,50144700.0
1236,15,750,projection_zx,band_r,0.7858826420840883,1.1067225031228174e-08,0.6770213796029708,2.8942015344974063e-08,1.0487280959705527,2.0757447698787225e-08,2.045216971685872,3.073833370091458e-08,5.9490253471132615,1.0031832254017921e-08,50144700.0
1236,15,750,projection_zx,band_u,0.7544851139960262,6.838746981375922e-09,0.8166704686471264,1.5876275024350057e-08,1.1201054924829166,1.4010838216302397e-08,1.8438012778031625,1.856956585786572e-08,6.183265377594872,6.729996289497555e-09,50144700.0
1301,19,950,projection_xy,band_r,0.7159845281726762,7.175458840463338e-09,0.2797996028384503,1.472295629496105e-08,1.4075896821240723,1.8380309319575442e-08,2.1942915859111194,2.8421175085069183e-08,6.029831153674072,8.663569273325016e-09,56202300.0
1301,19,950,projection_xy,band_u,0.5544548739544295,2.407549916410446e-09,0.1630536996957564,3.476192649202796e-09,1.4543746014986705,8.175763609903311e-09,2.1919177790383,1.2590246099147214e-08,6.441639592081192,3.8421682226138354e-09,56202300.0
