galaxyID,FOV,pixel,view,band,level,ncontour,cx,cy,a,b,theta,flag,lum_sum,b_a,b_a_std,lim,nrange,Mstar_ahf_cat
16,24,1200,projection_yz,band_g,1808927.454836444,100,1.5028311953733953,0.9199129113133154,14.216026190747812,9.418613701110152,1.7316262862531928,none,921289100.0,0.6558990734658517,0.0437142337266793,0.5,12,109319000000.0
16,24,1200,projection_yz,band_g,565151.0023026776,3,0.1030581660728276,0.3953622850295449,21.694210288696294,16.61918742135089,1.620523565894388,none,1710296800.0,0.7673187174000146,0.0092217176362093,0.9,12,109319000000.0
16,24,1200,projection_zx,band_g,1725889.50170476,75,0.8585139584207968,0.6843882910336895,13.791792589422393,11.202054358291214,2.9231028691368386,none,1035257150.0,0.8212515213831849,0.0299144276153585,0.5,12,109319000000.0
16,24,1200,projection_zx,band_g,606424.5115401421,8,0.4607621696214966,-0.2165702362426304,21.21113503900041,18.869362412865,3.0557755965273383,none,1867933200.0,0.8929166408776922,0.0074836707065653,0.9,12,109319000000.0
17,67,3350,projection_xy,band_g,1059744.0563771853,85,0.3744409680803588,0.0135806958755669,24.80642663570895,22.32156888333301,1.174347293951497,none,2798465000.0,0.8942705801134211,0.0038944814165856,0.5,12,112929000000.0
17,67,3350,projection_xy,band_g,176817.92236383646,42,5.1844632907756605,1.478500321641719,50.585533743060495,46.42640544371,0.8487197419917218,none,5088581000.0,0.9287660441983108,0.0225623684932359,0.9,12,112929000000.0
17,67,3350,projection_yz,band_g,1011097.0102782638,102,0.1004441263151141,0.3148534863713328,27.23388829413555,22.53862136994445,1.676422493075521,none,2992682200.0,0.8345662375366261,0.0046178593585027,0.5,12,112929000000.0
17,67,3350,projection_yz,band_g,193965.36168156742,47,-0.90998649591182,-2.3842654839792585,50.84597067001869,48.59977789403397,1.2646243807338244,none,5390421000.0,0.9619849811824404,0.0043895357425154,0.9,12,112929000000.0
17,67,3350,projection_zx,band_g,1059744.0563771853,118,-0.6412355314240816,0.2064762785776474,28.49229892031573,20.34820963627593,0.3056616785011052,none,2878004700.0,0.7170750030858154,0.0036382135594717,0.5,12,112929000000.0
17,67,3350,projection_zx,band_g,189461.11940614547,61,0.3187496701002382,4.847935006759286,55.11944144796529,43.06426678875859,0.6127672269774274,none,5242099700.0,0.7787945508106806,0.018646343709804,0.9,12,112929000000.0
19,20,1000,projection_xy,band_g,3992710.113429692,104,-3.257720599729512,-0.1690207882300058,11.500624583388896,8.562382588609841,0.3495367243895944,none,901824640.0,0.7158442013550743,0.0209515167396487,0.5,8,69812500000.0
19,20,1000,projection_xy,band_g,858979.2719417983,1,-0.71284725263569,0.0881476114539719,16.5816295625739,12.780464746721655,0.838064303688731,none,1661113600.0,0.7759181275645767,0.0063689502867718,0.9,12,69812500000.0
19,20,1000,projection_yz,band_g,error,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1,69812500000.0
19,20,1000,projection_zx,band_g,error,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1,69812500000.0
20,38,1900,projection_xy,band_g,13375627.392264381,25,0.3026886874578696,0.469375019170265,17.78768486941315,13.973684600850424,2.44368843622557,none,2071905900.0,0.7620044234431544,0.0267006486290049,0.5,12,83515800000.0
