galaxyID,FOV,pixel,view,band,b_a,PA,n,Re,Ie
137,20,1000,projection_zx,band_u,0.6085152804150354,2.9732624050731453,0.3600000040613756,9.157940773431145,6.162427197712956
137,20,1000,projection_zx,band_r,0.5849914023007488,2.9594226340048033,0.36809731711050264,7.882239263384317,6.498520556090075
508,17,850,projection_xy,band_u,0.7560921783165365,0.8351490998965515,0.6456165361143174,2.567015139637358,7.016142485701435
508,17,850,projection_xy,band_r,0.8490401011156775,1.0633958489708795,0.6583534831299576,2.547990022438683,6.9495496536447305
508,17,850,projection_yz,band_u,0.6875806866370722,1.4414384011183068,4.412522020541853,2.8463018119242283,6.6031499820542745
508,17,850,projection_yz,band_r,0.689733618498147,1.333155420183671,2.441400165541731,5.057524071267269,6.352948383592657
508,17,850,projection_zx,band_u,0.7217357923588474,0.6022037649325513,3.421144080759709,6.651596763455415,6.054333095000691
508,17,850,projection_zx,band_r,0.612668607958042,0.47909473636473227,0.7256201899381574,3.0373048445847735,6.900188597937484
852,19,950,projection_xy,band_u,0.7792384597608348,1.705699793713755,0.4898486925720209,2.7652430742244896,6.486241397498076
852,19,950,projection_xy,band_r,0.7939503116941539,1.7515275254930776,0.5380064967515344,3.0723133424930893,6.137944003260394
852,19,950,projection_yz,band_u,0.5983272831832039,1.2368605700436834,0.874498023096532,2.5149202050469586,6.583439102449507
852,19,950,projection_yz,band_r,0.6694554492842437,1.2762592509386368,0.9223722010984922,2.847470762759556,6.1984614778353935
852,19,950,projection_zx,band_u,0.5611688529390771,2.883915922236719,1.054271972774326,3.000673904415156,6.444174178819234
852,19,950,projection_zx,band_r,0.5930033600812096,3.0061538281320015,0.6859439217214848,3.1657297045185215,6.200580713947937
19,20,1000,projection_xy,band_u,0.8928585928983255,2.72704291805581,0.36000000047325853,12.312713523991402,6.2384336237538776
19,20,1000,projection_xy,band_r,0.9927620444273325,1.8259483844932647,0.3600000006307059,10.351604706587345,6.5594325348861116
19,20,1000,projection_yz,band_u,0.3394219405949055,1.5645275985011238,0.548346290078294,16.16501571937442,6.10295644234955
19,20,1000,projection_yz,band_r,0.2941712429923625,1.5491583981616126,0.3786822141581193,12.113218926270756,6.556032301890421
19,20,1000,projection_zx,band_u,0.7063252180706078,0.010292490484745334,5.993621098926811,81.006405841611,4.445306558495081
19,20,1000,projection_zx,band_r,0.2978473556581986,0.005689920752013908,0.3600636865851913,11.865166076471526,6.575532688118681
735,16,800,projection_xy,band_u,0.9863630840991748,3.072101488700755,0.4837144502934594,0.2978485224247997,8.3610635739774
735,16,800,projection_xy,band_r,0.627434673251401,1.3919300782987971,3.3271304155461965,5.18445812393105,5.744837304816169
735,16,800,projection_yz,band_u,0.9682988081591112,1.5437098799121403,0.6869132702240224,0.3647985674033198,8.209649122211133
735,16,800,projection_yz,band_r,0.669665631641924,1.4723908719753267,1.5717645527205444,1.7914092828809405,6.713114258821492
735,16,800,projection_zx,band_u,0.9845640876026227,0.12412987838085353,0.5075101937206798,0.30525164564350327,8.35134836533322
735,16,800,projection_zx,band_r,0.4140064791002086,0.045128604815937765,2.746950761236172,4.700832424053415,6.037096589697412
863,26,1300,projection_xy,band_u,0.844233248316207,0.8302574983220825,0.5163540425923416,0.47375845566739827,8.302489159916925
863,26,1300,projection_xy,band_r,0.912237078742897,1.03641803941239,0.6755026726410032,0.511843383942386,7.315631380044185
863,26,1300,projection_yz,band_u,0.9120446159709282,1.8419657718532303,0.5001539664039352,0.4333424665972375,8.330769686276073
863,26,1300,projection_yz,band_r,0.9873794054224692,2.184114390278834,0.7007123600151131,0.486844329500224,7.299792408466657
863,26,1300,projection_zx,band_u,0.8872584538966751,2.778211379616812,0.4968924994581421,0.43857582434510806,8.325270156953602
863,26,1300,projection_zx,band_r,0.901192854404553,2.596884147874149,0.6420543266167544,0.4825404122183278,7.326715152942685
908,16,800,projection_xy,band_u,0.4193254551302641,1.7133004562048397,0.6856198892525311,2.1031297760087075,6.530438048762849
908,16,800,projection_xy,band_r,0.4426404898417695,1.672045689364158,0.5164978809311938,2.088502507326279,6.333140899429099
908,16,800,projection_yz,band_u,0.8995344293996218,0.981451996901173,0.7006267534502888,0.9249948381579159,6.876558551301824
908,16,800,projection_yz,band_r,0.9672278724072468,1.2157896393965437,0.7543087681829089,1.0092127637977342,6.574353740824963
908,16,800,projection_zx,band_u,0.45924465926504565,0.03988134253119426,1.19229914661432,2.2049579306543827,6.381984842795598
908,16,800,projection_zx,band_r,0.4655529554742129,0.017447214208755214,1.1183940844629743,2.39696662981706,6.118553644185724
353,23,1150,projection_xy,band_u,0.719897508269194,2.587385996618727,0.9228322253441841,0.4767086292370435,8.555535110156448
353,23,1150,projection_xy,band_r,0.46913123359211706,1.1970677108535817,7.328833092802122,253.3559908748675,4.158595171654255
