groupID,galaxyID1,galaxyID2,dist,MassRatioID2overID1,MassRatioSmalloverLarge,NearestNeighbor
0.0,18.0,1957.0,588.22510804,2.7489351155378027e-05,2.7489351155378027e-05,0
0.0,18.0,1969.0,249.16392757,0.004089945992057318,0.004089945992057318,0
0.0,18.0,2283.0,522.88925292,0.000843169465050463,0.000843169465050463,0
0.0,18.0,2661.0,21480.03182014,0.00016071311234459027,0.00016071311234459027,0
0.0,18.0,2728.0,294.72602646,0.0004516441585539474,0.0004516441585539474,0
0.0,18.0,2768.0,325.59542457,0.00121733441695054,0.00121733441695054,0
0.0,18.0,2783.0,706.49651215,2.268051160565556e-05,2.268051160565556e-05,0
0.0,18.0,3005.0,352.3045492,4.114978702310756e-05,4.114978702310756e-05,0
0.0,18.0,3061.0,160.52308704,0.002976148893615304,0.002976148893615304,0
0.0,18.0,3094.0,178.30798105,0.0027146628394229162,0.0027146628394229162,0
0.0,18.0,3526.0,361.49905467,0.0001111139930717666,0.0001111139930717666,0
0.0,18.0,3600.0,804.06645357,0.0001003758076694737,0.0001003758076694737,0
0.0,18.0,3659.0,198.90276987,0.0006227571141198781,0.0006227571141198781,0
0.0,18.0,3792.0,568.49415846,0.0008049431389162675,0.0008049431389162675,0
0.0,18.0,3828.0,572.01493371,5.1053414258788535e-05,5.1053414258788535e-05,0
0.0,18.0,4199.0,296.79964909,0.0011548189264120167,0.0011548189264120167,0
0.0,18.0,4513.0,484.95268546,0.00029372136051598625,0.00029372136051598625,0
0.0,18.0,4899.0,359.04153503,0.0007440876577152969,0.0007440876577152969,0
0.0,18.0,5632.0,356.67123077,0.00016337834955877181,0.00016337834955877181,0
0.0,18.0,7254.0,226.62634616,9.825641380343876e-05,9.825641380343876e-05,0
0.0,18.0,7299.0,432.41000087,6.013614382136455e-05,6.013614382136455e-05,0
0.0,18.0,9973.0,198.34702439999998,6.972961445130351e-05,6.972961445130351e-05,0
0.0,18.0,12140.0,468.66910912,8.169032756364811e-05,8.169032756364811e-05,0
0.0,18.0,12654.0,449.78286408,4.524176767938764e-05,4.524176767938764e-05,0
0.0,18.0,13377.0,211.24447889,2.7660078504608253e-05,2.7660078504608253e-05,0
0.0,18.0,13514.0,292.1780463,2.8738335264246973e-05,2.8738335264246973e-05,0
0.0,18.0,17795.0,147.99944998,7.099537157118729e-05,7.099537157118729e-05,0
0.0,18.0,18862.0,513.95259426,3.736934631368413e-05,3.736934631368413e-05,0
0.0,18.0,22246.0,170.75280637,3.8122229715319925e-05,3.8122229715319925e-05,0
0.0,18.0,25513.0,587.86331907,2.916457724519145e-05,2.916457724519145e-05,0
0.0,18.0,30409.0,558.1786405,6.026237369807428e-05,6.026237369807428e-05,0
0.0,18.0,31281.0,98.23847964,3.538563515530886e-05,3.538563515530886e-05,0
0.0,125.0,18.0,175.32629548,5.915206273440162,0.1690558120500539,0
0.0,125.0,227.0,526.47343321,0.1790947834981248,0.1790947834981248,0
0.0,125.0,237.0,368.91426018,0.29319774974428914,0.29319774974428914,0
0.0,125.0,258.0,387.8502846,0.14744971019434028,0.14744971019434028,0
0.0,125.0,279.0,300.95597217,0.20909717013296966,0.20909717013296966,0
0.0,125.0,305.0,193.34891619,0.1946696215479032,0.1946696215479032,0
0.0,125.0,381.0,69.90497359,0.1912567337197409,0.1912567337197409,0
0.0,125.0,383.0,70.67555073,0.14996829185134675,0.14996829185134675,0
0.0,125.0,413.0,221.29721494,0.2017132628707808,0.2017132628707808,0
0.0,125.0,462.0,295.69145718,0.0432454824411865,0.0432454824411865,0
0.0,125.0,500.0,482.87321538,0.033250085236958736,0.033250085236958736,0
0.0,125.0,501.0,649.45087849,0.10129491987725878,0.10129491987725878,0
0.0,125.0,636.0,473.47819008,0.07593385612001362,0.07593385612001362,0
0.0,125.0,893.0,421.00238483,0.014145823389021482,0.014145823389021482,0
0.0,125.0,929.0,354.73206092,0.006604125468803273,0.006604125468803273,0
0.0,125.0,984.0,21664.93474243,0.024324650528469143,0.024324650528469143,0
0.0,125.0,1009.0,95.77461382,0.02615107398568019,0.02615107398568019,0
0.0,125.0,1162.0,377.97648575,0.015492669621547902,0.015492669621547902,0
0.0,125.0,1456.0,61.03931991,0.02938612342311626,0.02938612342311626,1
0.0,125.0,1492.0,264.65174517,0.014897817933856118,0.014897817933856118,0
0.0,125.0,1511.0,671.86455797,0.0073796113194681216,0.0073796113194681216,0
0.0,125.0,1530.0,404.88172462,0.003417865666553017,0.003417865666553017,0
0.0,125.0,1621.0,421.95146989,0.002014974428912376,0.002014974428912376,0
0.0,125.0,1648.0,21679.62724988,0.0032752812819638595,0.0032752812819638595,0
0.0,125.0,1655.0,486.49674517,0.017020320490964882,0.017020320490964882,0
0.0,125.0,1957.0,551.3861731000001,0.0001626051824070917,0.0001626051824070917,0
0.0,125.0,1969.0,170.65760956,0.02419287419024889,0.02419287419024889,0
0.0,125.0,2283.0,405.88427292,0.004987521309239686,0.004987521309239686,0
0.0,125.0,2661.0,21502.22301956,0.0009506512103648143,0.0009506512103648143,0
0.0,125.0,2728.0,350.80304193,0.0026715683600409138,0.0026715683600409138,0
0.0,125.0,2768.0,365.22784544,0.007200784180020456,0.007200784180020456,0
0.0,125.0,2783.0,558.34940422,0.0001341599045346062,0.0001341599045346062,0
0.0,125.0,3005.0,469.78283960000005,0.0002434094783498125,0.0002434094783498125,0
0.0,125.0,3061.0,102.70423264,0.01760453460620525,0.01760453460620525,0
0.0,125.0,3094.0,103.58929023,0.016057790658029317,0.016057790658029317,0
0.0,125.0,3526.0,394.52808744,0.0006572621888851006,0.0006572621888851006,0
0.0,125.0,3600.0,695.91293125,0.0005937436072280942,0.0005937436072280942,0
0.0,125.0,3659.0,235.47889836,0.003683736788271394,0.003683736788271394,0
0.0,125.0,3792.0,394.86252136,0.004761404705080123,0.004761404705080123,0
0.0,125.0,3828.0,671.41784819,0.00030199147630412547,0.00030199147630412547,0
0.0,125.0,4199.0,313.65554231,0.006830992158199795,0.006830992158199795,0
0.0,125.0,4513.0,340.03398356,0.0017374224343675415,0.0017374224343675415,0
0.0,125.0,4899.0,398.33398825,0.004401431980906922,0.004401431980906922,0
0.0,125.0,5632.0,272.44320560000006,0.000966416638254347,0.000966416638254347,0
0.0,125.0,7254.0,359.37034556,0.0005812069553358336,0.0005812069553358336,0
0.0,125.0,7299.0,545.32161382,0.0003557176951926355,0.0003557176951926355,0
0.0,125.0,9973.0,217.60634837,0.0004124650528469144,0.0004124650528469144,0
0.0,125.0,12140.0,351.35817704,0.0004832151380838732,0.0004832151380838732,0
0.0,125.0,12654.0,427.47147647,0.0002676143879986362,0.0002676143879986362,0
0.0,125.0,13377.0,327.19394178,0.00016361506989430615,0.00016361506989430615,0
0.0,125.0,13514.0,200.17289004,0.00016999318104330037,0.00016999318104330037,0
0.0,125.0,17795.0,175.70942604,0.0004199522673031025,0.0004199522673031025,0
0.0,125.0,18862.0,646.43735517,0.0002210473917490624,0.0002210473917490624,0
0.0,125.0,22246.0,322.29922772,0.00022550085236958746,0.00022550085236958746,0
0.0,125.0,25513.0,530.39179477,0.0001725144902829867,0.0001725144902829867,0
0.0,125.0,30409.0,711.87836947,0.00035646437095124446,0.00035646437095124446,0
0.0,125.0,31281.0,219.97589920000001,0.00020931333106034776,0.00020931333106034776,0
0.0,227.0,18.0,557.15457252,33.028356035295126,0.030277014058204082,0
0.0,227.0,125.0,526.47343321,5.583635550225116,0.1790947834981248,0
0.0,227.0,237.0,723.14154445,1.6371093787182196,0.6108327354296592,0
0.0,227.0,258.0,829.89473102,0.8233054437115089,0.8233054437115089,0
0.0,227.0,279.0,462.37251071,1.1675223926059186,0.8565146213324376,0
0.0,227.0,305.0,656.02390638,1.0869642194237414,0.9199934847258856,0
0.0,227.0,381.0,581.35339345,1.0679078976174838,0.9364103423441412,0
0.0,227.0,383.0,504.30193042,0.8373682857877153,0.8373682857877153,0
0.0,227.0,413.0,376.98254111,1.1262933455171955,0.8878681597295585,0
0.0,227.0,462.0,816.87205552,0.24146701314524496,0.24146701314524496,0
0.0,227.0,500.0,812.66345385,0.18565635797709812,0.18565635797709812,0
0.0,227.0,501.0,240.76761458,0.5655939156838669,0.5655939156838669,1
0.0,227.0,636.0,614.12460954,0.4239869784973872,0.4239869784973872,0
0.0,227.0,893.0,897.40704257,0.07898512236214626,0.07898512236214626,0
0.0,227.0,929.0,670.65838056,0.03687502974575706,0.03687502974575706,0
0.0,227.0,984.0,21150.85378278,0.13581998343756246,0.13581998343756246,0
0.0,227.0,1009.0,513.60052106,0.14601806638301112,0.14601806638301112,0
0.0,227.0,1162.0,667.83153002,0.08650542086676756,0.08650542086676756,0
0.0,227.0,1456.0,506.60560775,0.16408140342861496,0.16408140342861496,0
0.0,227.0,1492.0,748.52237863,0.08318398583626031,0.08318398583626031,0
0.0,227.0,1511.0,1078.86723401,0.04120506011022588,0.04120506011022588,0
0.0,227.0,1530.0,848.71956821,0.019084116241659288,0.019084116241659288,0
0.0,227.0,1621.0,837.84469677,0.011250882854069695,0.011250882854069695,0
0.0,227.0,1648.0,21164.43854566,0.0182879770029603,0.0182879770029603,0
0.0,227.0,1655.0,358.24268324,0.09503526656957652,0.09503526656957652,0
0.0,227.0,1957.0,710.80644044,0.0009079280771390767,0.0009079280771390767,0
0.0,227.0,1969.0,413.64437489,0.1350841923907974,0.1350841923907974,0
0.0,227.0,2283.0,891.45941709,0.027848501289776027,0.027848501289776027,0
0.0,227.0,2661.0,20988.03891286,0.0053080898940575105,0.0053080898940575105,0
0.0,227.0,2728.0,432.5185614,0.01491706406998106,0.01491706406998106,0
0.0,227.0,2768.0,478.47462859,0.04020655453706083,0.04020655453706083,0
0.0,227.0,2783.0,759.77705567,0.0007491000123742348,0.0007491000123742348,0
0.0,227.0,3005.0,890.80744752,0.0013591098165757634,0.0013591098165757634,0
0.0,227.0,3061.0,597.24148445,0.09829730527237594,0.09829730527237594,0
0.0,227.0,3094.0,625.55348336,0.08966085077624528,0.08966085077624528,0
0.0,227.0,3526.0,748.9689486000001,0.0036699125236776225,0.0036699125236776225,0
0.0,227.0,3600.0,896.75423119,0.0033152479130376844,0.0033152479130376844,0
0.0,227.0,3659.0,531.65353022,0.020568643688664248,0.020568643688664248,0
0.0,227.0,3792.0,696.50659954,0.02658594858029451,0.02658594858029451,0
0.0,227.0,3828.0,1099.05477464,0.0016862103429566807,0.0016862103429566807,0
0.0,227.0,4199.0,550.70279013,0.03814177065783337,0.03814177065783337,0
0.0,227.0,4513.0,647.6670393999999,0.00970113367029327,0.00970113367029327,0
0.0,227.0,4899.0,729.92536091,0.02457599208048964,0.02457599208048964,0
0.0,227.0,5632.0,305.77654044,0.005396118297686018,0.005396118297686018,0
0.0,227.0,7254.0,622.28176185,0.0032452478178512613,0.0032452478178512613,0
0.0,227.0,7299.0,980.89862576,0.0019861979687217416,0.0019861979687217416,0
0.0,227.0,9973.0,372.13256797,0.0023030545323015125,0.0023030545323015125,0
0.0,227.0,12140.0,780.15331047,0.0026980972234120523,0.0026980972234120523,0
0.0,227.0,12654.0,758.96474279,0.0014942612105809227,0.0014942612105809227,0
0.0,227.0,13377.0,710.74815558,0.000913566920814415,0.000913566920814415,0
0.0,227.0,13514.0,670.19141832,0.0009491799689692261,0.0009491799689692261,0
0.0,227.0,17795.0,467.03596769,0.0023448604091112447,0.0023448604091112447,0
0.0,227.0,18862.0,650.62115117,0.0012342480748546028,0.0012342480748546028,0
0.0,227.0,22246.0,668.3040302,0.0012591145758968944,0.0012591145758968944,0
0.0,227.0,25513.0,927.16984619,0.00096325804087305,0.00096325804087305,0
0.0,227.0,30409.0,722.52526445,0.001990367134032001,0.001990367134032001,0
0.0,227.0,31281.0,587.05805417,0.0011687293564445966,0.0011687293564445966,0
0.0,237.0,18.0,518.7315779,20.174801063784017,0.04956678367426928,0
0.0,237.0,125.0,368.91426018,3.4106673767862983,0.29319774974428914,0
0.0,237.0,227.0,723.14154445,0.6108327354296592,0.6108327354296592,0
0.0,237.0,258.0,185.30417752,0.5029019162764303,0.5029019162764303,0
0.0,237.0,279.0,664.11863213,0.7131608967508538,0.7131608967508538,0
0.0,237.0,305.0,197.93003758,0.6639533274647682,0.6639533274647682,0
0.0,237.0,381.0,312.8983523,0.652313102288624,0.652313102288624,0
0.0,237.0,383.0,328.51731566,0.5114919605697548,0.5114919605697548,0
0.0,237.0,413.0,561.83749055,0.6879768451384908,0.6879768451384908,0
0.0,237.0,462.0,439.87458357,0.14749595615553945,0.14749595615553945,0
0.0,237.0,500.0,799.61736825,0.11340498099305887,0.11340498099305887,0
0.0,237.0,501.0,851.75245245,0.3454832786595484,0.3454832786595484,0
0.0,237.0,636.0,629.10470054,0.2589851258621151,0.2589851258621151,0
0.0,237.0,893.0,503.11214546,0.04824669835071615,0.04824669835071615,0
0.0,237.0,929.0,242.36942663,0.02252447528865084,0.02252447528865084,0
0.0,237.0,984.0,21842.32387755,0.08296329200917729,0.08296329200917729,0
0.0,237.0,1009.0,447.23586156,0.08919261491088425,0.08919261491088425,0
0.0,237.0,1162.0,172.56765882,0.05284034285754155,0.05284034285754155,0
0.0,237.0,1456.0,401.32402545,0.10022629248943833,0.10022629248943833,0
0.0,237.0,1492.0,411.73546238,0.05081150161230492,0.05081150161230492,0
0.0,237.0,1511.0,730.79932646,0.02516939958067281,0.02516939958067281,0
0.0,237.0,1530.0,332.65579858,0.011657202927150329,0.011657202927150329,0
0.0,237.0,1621.0,333.53957738,0.006872407549750044,0.006872407549750044,0
0.0,237.0,1648.0,21854.72187347,0.01117089501819294,0.01117089501819294,0
0.0,237.0,1655.0,651.58389525,0.05805065184098127,0.05805065184098127,0
0.0,237.0,1957.0,469.3716586,0.000554592190932253,0.000554592190932253,0
0.0,237.0,1969.0,483.59355855,0.08251384675137713,0.08251384675137713,0
0.0,237.0,2283.0,333.0533099,0.01701077622045028,0.01701077622045028,0
0.0,237.0,2661.0,21679.55058426,0.0032423550698936795,0.0032423550698936795,0
0.0,237.0,2728.0,706.13393858,0.009111831050446014,0.009111831050446014,0
0.0,237.0,2768.0,716.17747993,0.024559479690074645,0.024559479690074645,0
0.0,237.0,2783.0,566.88133461,0.00045757480966894553,0.00045757480966894553,0
0.0,237.0,3005.0,744.1040655,0.0008301887670082759,0.0008301887670082759,0
0.0,237.0,3061.0,429.74014592,0.060043211864889666,0.060043211864889666,0
0.0,237.0,3094.0,386.85310316,0.054767782740604384,0.054767782740604384,0
0.0,237.0,3526.0,702.715775,0.002241702705625566,0.002241702705625566,0
0.0,237.0,3600.0,789.82634733,0.0020250619513482782,0.0020250619513482782,0
0.0,237.0,3659.0,595.28564876,0.01256400088842478,0.01256400088842478,0
0.0,237.0,3792.0,196.68615647,0.01623956769529356,0.01623956769529356,0
0.0,237.0,3828.0,808.38639729,0.0010299924762980132,0.0010299924762980132,0
0.0,237.0,4199.0,655.74011938,0.023298242105055062,0.023298242105055062,0
0.0,237.0,4513.0,92.02042696,0.005925770016594007,0.005925770016594007,1
0.0,237.0,4899.0,487.84864705,0.015011820468423129,0.015011820468423129,0
0.0,237.0,5632.0,516.72105732,0.0032961257004775865,0.0032961257004775865,0
0.0,237.0,7254.0,615.31866248,0.001982303601725218,0.001982303601725218,0
0.0,237.0,7299.0,751.80381068,0.001213234738339134,0.001213234738339134,0
0.0,237.0,9973.0,556.34147304,0.0014067810998094072,0.0014067810998094072,0
0.0,237.0,12140.0,441.45473338,0.0016480861074319524,0.0016480861074319524,0
0.0,237.0,12654.0,690.74516453,0.0009127436627055789,0.0009127436627055789,0
0.0,237.0,13377.0,660.03043568,0.00055803658123912,0.00055803658123912,0
0.0,237.0,13514.0,255.3301378,0.0005797901968605116,0.0005797901968605116,0
0.0,237.0,17795.0,459.52446449999997,0.0014323174978981312,0.0014323174978981312,0
0.0,237.0,18862.0,1011.78782603,0.0007539191277622277,0.0007539191277622277,0
0.0,237.0,22246.0,602.50621363,0.000769108400614455,0.000769108400614455,0
0.0,237.0,25513.0,687.28014899,0.0005883895440310995,0.0005883895440310995,0
0.0,237.0,30409.0,1066.49291612,0.0012157814009900586,0.0012157814009900586,0
0.0,237.0,31281.0,509.18723791,0.0007138981497739982,0.0007138981497739982,0
0.0,258.0,18.0,493.89631782,40.11677110551021,0.024927230493449304,0
0.0,258.0,125.0,387.8502846,6.781973316068168,0.14744971019434028,0
0.0,258.0,227.0,829.89473102,1.2146160427312878,0.8233054437115089,0
0.0,258.0,237.0,185.30417752,1.988459315097001,0.5029019162764303,1
0.0,258.0,279.0,684.37955645,1.4180914283071655,0.7051731503614976,0
0.0,258.0,305.0,219.82868140000002,1.320244178786968,0.7574356441539426,0
0.0,258.0,381.0,322.79534118,1.2970980646056374,0.7709517323996891,0
0.0,258.0,383.0,379.88697783,1.0170809535921568,0.9832059055556692,0
0.0,258.0,413.0,605.37290088,1.3680139662866788,0.730986689203465,0
0.0,258.0,462.0,359.74176491,0.2932897079566213,0.2932897079566213,0
0.0,258.0,500.0,720.32586168,0.2255011908340463,0.2255011908340463,0
0.0,258.0,501.0,930.63408925,0.6869794436608321,0.6869794436608321,0
0.0,258.0,636.0,726.06278676,0.5149813859920921,0.5149813859920921,0
0.0,258.0,893.0,466.43038928,0.09593659675815663,0.09593659675815663,0
0.0,258.0,929.0,240.54925653,0.04478900270538997,0.04478900270538997,0
0.0,258.0,984.0,21971.90145229,0.16496913080676115,0.16496913080676115,0
0.0,258.0,1009.0,446.3321029,0.17735588595740745,0.17735588595740745,0
0.0,258.0,1162.0,337.87593132,0.10507087196799778,0.10507087196799778,0
0.0,258.0,1456.0,411.27201449,0.1992959049182602,0.1992959049182602,0
0.0,258.0,1492.0,395.28629648,0.101036603695054,0.101036603695054,0
0.0,258.0,1511.0,569.84436654,0.05004832705158739,0.05004832705158739,0
0.0,258.0,1530.0,346.65304311,0.0231798737484681,0.0231798737484681,0
0.0,258.0,1621.0,194.07398285,0.01366550280944343,0.01366550280944343,0
0.0,258.0,1648.0,21983.96261867,0.022212870256896437,0.022212870256896437,0
0.0,258.0,1655.0,779.99358395,0.11543135940065205,0.11543135940065205,0
0.0,258.0,1957.0,470.49897115,0.001102784008139293,0.001102784008139293,0
0.0,258.0,1969.0,542.73817352,0.16407542719726226,0.16407542719726226,0
0.0,258.0,2283.0,285.43841199,0.03382523643258492,0.03382523643258492,0
0.0,258.0,2661.0,21808.92421823,0.006447291141582075,0.006447291141582075,0
0.0,258.0,2728.0,737.6746907,0.018118505329849467,0.018118505329849467,0
0.0,258.0,2768.0,748.49376861,0.04883552616366453,0.04883552616366453,0
0.0,258.0,2783.0,680.29553781,0.000909868892639952,0.000909868892639952,0
0.0,258.0,3005.0,645.12776892,0.0016507965870465006,0.0016507965870465006,0
0.0,258.0,3061.0,418.95172325,0.11939348394108262,0.11939348394108262,0
0.0,258.0,3094.0,362.50395036,0.10890350775776354,0.10890350775776354,0
0.0,258.0,3526.0,681.08452056,0.004457534626679307,0.004457534626679307,0
0.0,258.0,3600.0,867.98642388,0.004026753300806992,0.004026753300806992,0
0.0,258.0,3659.0,605.69500836,0.024983004601475248,0.024983004601475248,0
0.0,258.0,3792.0,349.84356768,0.03229171965685481,0.03229171965685481,0
0.0,258.0,3828.0,650.47847529,0.002048098133974611,0.002048098133974611,0
0.0,258.0,4199.0,677.59732477,0.046327606539181915,0.046327606539181915,0
0.0,258.0,4513.0,234.04184081,0.011783152588618864,0.011783152588618864,0
0.0,258.0,4899.0,402.34196975,0.029850394246999788,0.029850394246999788,0
0.0,258.0,5632.0,610.59327561,0.006554211852845285,0.006554211852845285,0
0.0,258.0,7254.0,562.16360332,0.003941730062200846,0.003941730062200846,0
0.0,258.0,7299.0,617.27398162,0.0024124679168497235,0.0024124679168497235,0
0.0,258.0,9973.0,595.02013989,0.00279732698221842,0.00279732698221842,0
0.0,258.0,12140.0,459.13034537,0.0032771521724050227,0.0032771521724050227,0
0.0,258.0,12654.0,695.61804453,0.001814953638402664,0.001814953638402664,0
0.0,258.0,13377.0,608.35856798,0.0011096330381298123,0.0011096330381298123,0
0.0,258.0,13514.0,204.46064589,0.001152889217749208,0.001152889217749208,0
0.0,258.0,17795.0,465.90615310000004,0.002848105070871968,0.002848105070871968,0
0.0,258.0,18862.0,1007.48480284,0.0014991375124286078,0.0014991375124286078,0
0.0,258.0,22246.0,534.36508127,0.0015293407635211694,0.0015293407635211694,0
0.0,258.0,25513.0,677.53701507,0.001169988669734317,0.001169988669734317,0
0.0,258.0,30409.0,1044.91959326,0.0024175318519203642,0.0024175318519203642,0
0.0,258.0,31281.0,466.39894002,0.0014195574259486207,0.0014195574259486207,0
0.0,279.0,18.0,233.70577994,28.28926986280373,0.035349091894197465,0
0.0,279.0,125.0,300.95597217,4.782465488959402,0.20909717013296966,0
0.0,279.0,227.0,462.37251071,0.8565146213324376,0.8565146213324376,0
0.0,279.0,237.0,664.11863213,1.4022081195926182,0.7131608967508538,0
0.0,279.0,258.0,684.37955645,0.7051731503614976,0.7051731503614976,0
0.0,279.0,305.0,489.94738121,0.9310007468016344,0.9310007468016344,0
0.0,279.0,381.0,366.23017132,0.9146787285457588,0.9146787285457588,0
0.0,279.0,383.0,336.56011315,0.7172181802172574,0.7172181802172574,0
0.0,279.0,413.0,130.72128268,0.9646867183449048,0.9646867183449048,0
0.0,279.0,462.0,485.45144358,0.20682002732837426,0.20682002732837426,0
0.0,279.0,500.0,400.3178975,0.1590173851507137,0.1590173851507137,0
0.0,279.0,501.0,567.70203398,0.4844394585198978,0.4844394585198978,0
0.0,279.0,636.0,484.50317475,0.3631510463375739,0.3631510463375739,0
0.0,279.0,893.0,580.95140136,0.06765191217090996,0.06765191217090996,0
0.0,279.0,929.0,624.39209587,0.03158400213930949,0.03158400213930949,0
0.0,279.0,984.0,21467.41315961,0.11633180168340175,0.11633180168340175,0
0.0,279.0,1009.0,248.02017385,0.1250666088357395,0.1250666088357395,0
0.0,279.0,1162.0,638.22198542,0.07409315779690256,0.07409315779690256,0
0.0,279.0,1456.0,282.33117342,0.14053812112535505,0.14053812112535505,0
0.0,279.0,1492.0,449.20488555,0.07124830012946735,0.07124830012946735,0
0.0,279.0,1511.0,825.86473981,0.03529273645729045,0.03529273645729045,0
0.0,279.0,1530.0,641.00047589,0.01634582459618903,0.01634582459618903,0
0.0,279.0,1621.0,687.60162875,0.00963654566740912,0.00963654566740912,0
0.0,279.0,1648.0,21484.18541847,0.015663919697626868,0.015663919697626868,0
0.0,279.0,1655.0,460.54093267,0.0813990953590681,0.0813990953590681,0
0.0,279.0,1957.0,762.54674258,0.0007776536731878646,0.0007776536731878646,0
0.0,279.0,1969.0,208.73197445,0.11570158589360195,0.11570158589360195,0
0.0,279.0,2283.0,654.90808147,0.023852648536888413,0.023852648536888413,0
0.0,279.0,2661.0,21304.8658691,0.0045464566056072075,0.0045464566056072075,0
0.0,279.0,2728.0,64.48378872,0.012776683483291536,0.012776683483291536,1
0.0,279.0,2768.0,101.44052189,0.03443750183439266,0.03443750183439266,0
0.0,279.0,2783.0,671.1784119,0.0006416151134388423,0.0006416151134388423,0
0.0,279.0,3005.0,463.37072068,0.0011640974298935886,0.0011640974298935886,0
0.0,279.0,3061.0,282.57156709,0.0841930792033681,0.0841930792033681,0
0.0,279.0,3094.0,335.84000195,0.07679582965095992,0.07679582965095992,0
0.0,279.0,3526.0,314.60222929,0.003143333735540909,0.003143333735540909,0
0.0,279.0,3600.0,721.92798693,0.002839558310858626,0.002839558310858626,0
0.0,279.0,3659.0,115.13468558,0.01761734406031809,0.01761734406031809,0
0.0,279.0,3792.0,651.11556837,0.02277125368101461,0.02277125368101461,0
0.0,279.0,3828.0,769.30212632,0.001444263813384381,0.001444263813384381,0
0.0,279.0,4199.0,148.67533077,0.032668984251942826,0.032668984251942826,0
0.0,279.0,4513.0,626.05162728,0.0083091628321066,0.0083091628321066,0
0.0,279.0,4899.0,578.94838627,0.02104969655068957,0.02104969655068957,0
0.0,279.0,5632.0,281.56297229,0.004621854220407578,0.004621854220407578,0
0.0,279.0,7254.0,400.55564255,0.002779602205836793,0.002779602205836793,0
0.0,279.0,7299.0,604.16224194,0.0017012076010709592,0.0017012076010709592,0
0.0,279.0,9973.0,148.18538391,0.001972599880642184,0.001972599880642184,0
0.0,279.0,12140.0,515.21782635,0.002310959721628876,0.002310959721628876,0
0.0,279.0,12654.0,382.03849551,0.0012798565749524687,0.0012798565749524687,0
0.0,279.0,13377.0,271.90543921,0.0007824834252431998,0.0007824834252431998,0
0.0,279.0,13514.0,487.62640517,0.0008129865216980116,0.0008129865216980116,0
0.0,279.0,17795.0,298.79045121,0.0020084072253873427,0.0020084072253873427,0
0.0,279.0,18862.0,365.84396902,0.0010571515224643802,0.0010571515224643802,0
0.0,279.0,22246.0,365.17080456,0.0010784500441884811,0.0010784500441884811,0
0.0,279.0,25513.0,580.8490702,0.0008250445961238062,0.0008250445961238062,0
0.0,279.0,30409.0,467.4391024,0.0017047785521179491,0.0017047785521179491,0
0.0,279.0,31281.0,319.45414011,0.0010010337821752472,0.0010010337821752472,0
0.0,305.0,18.0,343.16894745,30.3858723636784,0.03291003095225744,0
0.0,305.0,125.0,193.34891619,5.136908327290941,0.1946696215479032,0
0.0,305.0,227.0,656.02390638,0.9199934847258856,0.9199934847258856,0
0.0,305.0,237.0,197.93003758,1.5061299622044044,0.6639533274647682,0
0.0,305.0,258.0,219.82868140000002,0.7574356441539426,0.7574356441539426,0
0.0,305.0,279.0,489.94738121,1.0741129944690226,0.9310007468016344,0
0.0,305.0,381.0,127.05763014,0.9824683080954032,0.9824683080954032,1
0.0,305.0,383.0,171.31474801,0.7703733672407814,0.7703733672407814,0
0.0,305.0,413.0,406.77332581,1.0361825397659403,0.9650809211916332,0
