galaxyID,FOV,pixel,view,band,b_a,PA,n,Re,Ie,Mstar_ahf_cat,flag
0,29,1450,projection_zx,band_r,0.8843455613296625,1.1247684225667696,0.360000001166988,19.50571982622624,6.280079760132181,601228000000.0,fit
0,29,1450,projection_yz,mockmass,0.7169291474658557,0.147626364580091,1.2768276578164843,3.076755878402431,6.726531084850964,601228000000.0,none
0,29,1450,projection_yz,band_r,0.9435718314902772,0.4518782841431855,0.3600000002561749,19.048138830580616,6.282421836825968,601228000000.0,fit
0,29,1450,projection_xy,band_g,0.8841517564056994,2.5925566704056577,0.3600000014833829,20.439331119952843,6.07878020940131,601228000000.0,fit
0,29,1450,projection_xy,mockmass,0.6329307902138644,1.9176896951667712,1.2865989893535912,3.344343427104359,6.71995566618955,601228000000.0,none
0,29,1450,projection_zx,band_u,0.9240709635056112,1.2685711830100883,0.3600000020061724,21.096227245766155,5.863920206796618,601228000000.0,fit
0,29,1450,projection_yz,band_g,0.9595283813428755,0.4021215761995574,0.3600000000948601,19.936105011217872,6.0899468392281255,601228000000.0,fit
0,29,1450,projection_xy,band_u,0.9101129245191322,2.7307613941466498,0.3600000037104733,21.23936973266149,5.854741206191306,601228000000.0,fit
0,29,1450,projection_zx,band_g,0.9003447721896932,1.1868556895268778,0.360000000073779,20.418097165073863,6.086056611550735,601228000000.0,fit
0,29,1450,projection_yz,band_u,0.9797421724497892,0.3647497617027357,0.3600000024282768,20.605949488580062,5.870059606760804,601228000000.0,fit
0,29,1450,projection_xy,band_r,0.8590591381465843,2.518014059134849,0.3600000000877987,19.544937444771666,6.273746004256148,601228000000.0,fit
0,29,1450,projection_zx,mockmass,0.5560344591530059,0.7567030657056159,1.2368949905761093,3.8326308677578,6.667880300887269,601228000000.0,none
1,40,2000,projection_yz,band_r,0.2811657055711354,0.5510877432792102,0.3600000003411803,14.701452809598354,7.570772820592749,547181000000.0,fit
1,40,2000,projection_yz,mockmass,0.5315546922085689,1.4748782861954648,0.9262282758416528,1.950563645830772,7.335165106710955,547181000000.0,none
1,40,2000,projection_zx,band_g,0.9999999982736032,1.8113492133425773,0.8822527862038033,37.40926662516846,6.721900652078338,547181000000.0,fit
1,40,2000,projection_xy,mockmass,0.9772562359527848,2.195531716886148,1.134711004302937,2.0909913528659123,7.002943267147899,547181000000.0,none
1,40,2000,projection_zx,band_r,0.9999999901592144,0.7241424434193036,4.790116635825688,1142.356389120803,4.610836936662012,547181000000.0,fit
1,40,2000,projection_zx,mockmass,0.4743152054621984,0.1826347819075707,0.965302321049154,2.013906225097875,7.340123382935331,547181000000.0,none
1,40,2000,projection_xy,band_g,0.999999999230323,3.118374149785748,1.2843105422586691,57.51440822765409,6.48517835242469,547181000000.0,fit
1,40,2000,projection_xy,band_u,0.9999999752427484,2.1944903243506992,1.1977238162440238,74.79638489936121,6.521425491400892,547181000000.0,fit
1,40,2000,projection_yz,band_g,0.3267718095523487,0.5571457799801665,5.738443935752313,242.0985819041862,5.487428687931126,547181000000.0,fit
1,40,2000,projection_xy,band_r,0.9999999218401098,0.1860628319702151,1.4372007197248382,69.51202965657525,6.350094010873615,547181000000.0,fit
1,40,2000,projection_yz,band_u,0.4808713343838479,0.5532876341131486,3.5733219606434994,22.095901755776364,7.118221338506743,547181000000.0,none
1,40,2000,projection_zx,band_u,0.4339181823544726,2.1779595570228247,7.999999999353093,1518.657011559889,4.418606881642764,547181000000.0,fit
2,126,6300,projection_yz,band_g,0.5921862603527245,0.3897007669852295,0.5550352858050415,62.73067764536948,6.004648226166779,643670000000.0,fit
2,126,6300,projection_zx,band_g,0.825530588859445,0.8225728813925657,0.6774732230889038,53.73841873183567,6.078786467235335,643670000000.0,fit
2,126,6300,projection_xy,band_r,0.9999999994573286,1.9519860006494056,0.6349190694085327,42.93637422981663,6.20434039916485,643670000000.0,fit
2,126,6300,projection_yz,mockmass,0.6110034957017685,0.5133121914251162,1.851784664656876,4.851794058721456,6.425507777596935,643670000000.0,none
2,126,6300,projection_zx,mockmass,0.8612280313108746,2.8151264130943416,1.677151812982986,4.763018437052422,6.301876660747789,643670000000.0,none
2,126,6300,projection_zx,band_r,0.9999999984752131,2.906343637167975,1.0099175082950085,57.42513039359868,6.037551242102068,643670000000.0,fit
2,126,6300,projection_xy,band_g,0.6738223594837561,1.846951043495645,0.6672573526691248,57.09699126997726,6.024528228732831,643670000000.0,fit
2,126,6300,projection_yz,band_r,0.5811695067164895,0.4040237353471849,0.5957830131931454,57.84751475488002,6.177811267521448,643670000000.0,fit
2,126,6300,projection_yz,band_u,0.6126494443014702,0.3779761409457212,0.5604570424762585,67.07843321828774,5.800525257904248,643670000000.0,fit
2,126,6300,projection_xy,band_u,0.2974765923241456,1.632266805606723,7.0897174369036,2230.686872438738,3.478438753747023,643670000000.0,fit
2,126,6300,projection_xy,mockmass,0.6598487121730607,1.284590693219329,1.7033896735263867,4.824840872092889,6.398859845279064,643670000000.0,none
2,126,6300,projection_zx,band_u,0.3634632826602773,0.1442132959161708,4.717797142715661,400.729853757324,4.618610745751719,643670000000.0,fit
3,83,4150,projection_xy,band_r,0.9999999954400198,2.1064261998020832,0.5137513267039019,25.1014309221727,6.245632011343402,419125000000.0,fit
3,83,4150,projection_zx,band_r,0.9999999897862488,0.4681394610450837,0.5830759426338376,27.107908389081885,6.171231729147392,419125000000.0,fit
3,83,4150,projection_zx,band_g,0.6431408335066745,1.3677778911299268,0.7216828721240279,42.69810946105589,5.907493257407615,419125000000.0,none
