galaxyID,FOV,pixel,view,band,b_a,PA,n,Re,Ie,Mstar_ahf_cat,flag
254,14,700,projection_xy,band_g,0.8922255349772191,1.489185997276704,0.366040412387643,5.762454389095227,6.210525230075916,8652320000.0,fit
254,14,700,projection_yz,band_g,0.5819952424754817,1.0155488873865015,0.360000000799088,6.353854877501937,6.164742891077437,8652320000.0,fit
254,14,700,projection_zx,band_g,0.6910530104123443,3.0445571256563,0.3600000030797253,6.044460074329902,6.210980411117999,8652320000.0,fit
258,25,1250,projection_xy,band_g,0.8013361278178237,0.3275529738459093,0.3925587318819704,5.477176451034986,6.971704625757588,4324700000.0,none
258,25,1250,projection_yz,band_g,0.6966460944939908,1.570300596158855,6.413450534461512,57.44680481165955,4.936103093463351,4324700000.0,fit
258,25,1250,projection_zx,band_g,0.347913653624643,0.5166702125781978,0.9089296560233192,6.803633490755625,6.832385932744352,4324700000.0,none
259,19,950,projection_xy,band_g,0.999999973851924,2.7451439568890628,0.4438187265939008,5.488677523278511,6.397366619983052,7932920000.0,fit
259,19,950,projection_yz,band_g,0.4589720461986417,0.4041990054681273,0.360088774610735,7.241809060832939,6.485602214749197,7932920000.0,fit
259,19,950,projection_zx,band_g,0.9999999771807986,1.160229080494755,0.4221736963776168,6.114012999418053,6.444973029842374,7932920000.0,fit
270,23,1150,projection_xy,band_g,0.8309749415582205,0.8013718777148463,0.5972911357912005,5.208460252645877,6.437565117276948,3110630000.0,none
270,23,1150,projection_yz,band_g,0.949027130956092,2.5267009817533106,0.7805773398614448,4.9073866098017485,6.417101594794463,3110630000.0,none
270,23,1150,projection_zx,band_g,0.9622492183725646,0.7636008320615714,0.4809317390873205,4.713389443498108,6.481386043992458,3110630000.0,none
274,32,1600,projection_xy,band_g,0.3414549426977629,0.8930705395557259,0.7108318399498122,5.651101018401291,7.03566871125358,2309140000.0,none
274,32,1600,projection_yz,band_g,0.6821033313865483,0.8946651691689017,0.7806893798279438,4.094219603424447,7.035122238752579,2309140000.0,none
274,32,1600,projection_zx,band_g,0.5846473997602942,0.5116912367063314,0.6098609964873974,4.367094208687899,7.090130479302739,2309140000.0,none
279,24,1200,projection_xy,band_g,0.7428253287625743,0.1059382453945866,0.394436240069194,7.146030555934426,6.437057866680445,6132820000.0,none
279,24,1200,projection_yz,band_g,0.838559919021534,1.4795490126364366,0.3811857922293591,6.98394470504242,6.433020093147732,6132820000.0,none
279,24,1200,projection_zx,band_g,0.5473058172782767,2.250699844747478,0.4130999282036131,7.732752442844189,6.419298350573514,6132820000.0,none
280,30,1500,projection_xy,band_g,0.8331754916318529,0.5185218477348659,0.3739457754431375,8.34930823634232,6.270964635176194,10777200000.0,none
280,30,1500,projection_yz,band_g,0.8561063577010594,1.9864468561156328,0.3600000032840609,8.130523760329561,6.293037433087933,10777200000.0,fit
280,30,1500,projection_zx,band_g,0.8506957208557944,0.7267627662962437,0.3600000030622297,7.988136576921495,6.288862484079818,10777200000.0,fit
286,23,1150,projection_xy,band_g,0.6692406078934114,1.533649512590714,7.748635942962672,22.96049097086622,5.565881827701008,2582780000.0,none
286,23,1150,projection_yz,band_g,0.596493094572883,0.462259342401981,7.248035080259823,10.439645226598405,6.131348459652274,2582780000.0,none
286,23,1150,projection_zx,band_g,0.8573346166742671,0.1318985625634801,0.5847205774332194,0.1054467686494555,9.223378376408643,2582780000.0,fit
296,21,1050,projection_xy,band_g,0.6229934300666178,1.772607841509705,5.538887889238001,28.203714659722145,5.444966144023764,4669190000.0,none
296,21,1050,projection_yz,band_g,0.6233296112886688,0.4119551939087609,6.050348834781133,19.25677107701355,5.643561481346101,4669190000.0,none
296,21,1050,projection_zx,band_g,0.8542093404367557,0.8276686284507657,6.478180927836325,15.967534677801885,5.769226507838571,4669190000.0,none
300,31,1550,projection_xy,band_g,0.8092627293047048,0.9843607302758206,0.4200234258807161,8.922446698521743,6.3359751537540525,9983050000.0,none
300,31,1550,projection_yz,band_g,0.830232549844164,3.0799448763266417,0.4151267397075993,9.015927631078156,6.342001517770578,9983050000.0,none
300,31,1550,projection_zx,band_g,0.892175427512578,1.7901453874040971,0.4391607454089414,8.959380878082905,6.328950323569512,9983050000.0,none
303,23,1150,projection_xy,band_g,0.3769765363333378,2.96132114932668,1.3203356171290066,8.605860758502558,6.638015435206222,5631690000.0,none
303,23,1150,projection_yz,band_g,0.8517860957566278,2.380041688495545,0.3600000040236823,5.633758325218598,6.943172639092808,5631690000.0,fit
303,23,1150,projection_zx,band_g,0.4495595058077136,1.8304832022382007,0.5986297452581966,7.069818781997799,6.7750825361996325,5631690000.0,none
305,35,1750,projection_xy,band_g,0.470557073913963,0.5921217995165825,0.9634164896843872,8.307054891169889,6.70852772638639,5709660000.0,none
305,35,1750,projection_yz,band_g,0.7188658572015919,2.890679260969067,0.5458931347663953,6.861992803437641,6.875177607239102,5709660000.0,none
305,35,1750,projection_zx,band_g,0.5570217189633502,1.4477966191031777,0.6712097041280025,7.651401486096209,6.810382035948472,5709660000.0,none
313,20,1000,projection_xy,band_g,0.9415892029004128,2.81845597223228,0.3758014216180484,6.503320675830221,6.277848736256733,8042960000.0,none
313,20,1000,projection_yz,band_g,0.999999992505474,1.5989160283677537,0.360004096184255,6.1846185211665485,6.286591415747795,8042960000.0,fit
313,20,1000,projection_zx,band_g,0.7551741923079043,0.7111983402503995,0.3636222371012765,7.024497202959192,6.264282836374025,8042960000.0,fit
315,15,750,projection_xy,band_g,0.8456424031963322,1.5514250916422792,0.3600000019495649,6.4070468180838,6.444538369413776,6064290000.0,fit
315,15,750,projection_yz,band_g,0.2498734508002431,2.207100556219136,0.3766742582888983,7.789150924418373,6.545399780113091,6064290000.0,none
315,15,750,projection_zx,band_g,0.9999995615138796,2.092343411495289,1.0211229183532686,8.359689517562677,6.044277839586755,6064290000.0,fit
316,31,1550,projection_xy,band_g,0.4968441574277841,2.4781371704971744,0.579067430174194,5.884740803964512,7.227445492129918,2374670000.0,none
316,31,1550,projection_yz,band_g,0.7576345870823437,2.0263332118413047,0.4866941510422076,5.098532170647643,7.194779138495065,2374670000.0,none
316,31,1550,projection_zx,band_g,0.6103955778923233,2.388543728201548,0.7367658087056606,5.748983516980807,7.120529265636747,2374670000.0,none
325,25,1250,projection_xy,band_g,0.7621785442121898,0.4004903719435389,0.4418488265105178,7.888218014310198,6.389949897796951,7675830000.0,none
325,25,1250,projection_yz,band_g,0.8937912277448524,0.539240105702817,0.4101690838763883,7.602488751160868,6.407457510056903,7675830000.0,none
325,25,1250,projection_zx,band_g,0.7842725759533249,1.299170232306294,0.360000007202748,7.618433908278296,6.461813187998714,7675830000.0,fit
328,17,850,projection_xy,band_g,0.8984619002767796,0.5048226039743149,0.36000000325064,5.647842788013411,6.733406837268801,6074490000.0,fit
328,17,850,projection_yz,band_g,0.6005434197892524,1.347961902575907,0.4849239138040425,6.630449289760373,6.624905062015015,6074490000.0,none
328,17,850,projection_zx,band_g,0.9999999958984797,2.5824586625520283,0.494972651264759,5.364752476130516,6.559488048156327,6074490000.0,fit
329,22,1100,projection_xy,band_g,0.8414201990783009,0.4903324553956005,0.4544012656326058,6.039211645166663,6.420070179442488,4917740000.0,none
329,22,1100,projection_yz,band_g,0.75158079640146,1.141947454642228,0.4473702636384504,6.304685006396933,6.416380949441911,4917740000.0,none
329,22,1100,projection_zx,band_g,0.710305783050202,2.485639846626834,0.425929479447115,6.210980609692431,6.43900851986805,4917740000.0,none
332,22,1100,projection_xy,band_g,0.6432390118617696,0.1834379849537716,0.4347463102351514,6.591505161217141,6.433156925376289,4341680000.0,none
332,22,1100,projection_yz,band_g,0.9340850375487872,0.7384182774654018,0.4985805464923683,6.073685486718825,6.415823086832959,4341680000.0,none
332,22,1100,projection_zx,band_g,0.6456103368555418,1.7470913498995513,0.438361309683783,6.493529982650362,6.451948794841738,4341680000.0,none
333,27,1350,projection_xy,band_g,0.8037525175576433,2.0057113838360445,0.3967819908354669,7.755581542049541,6.493127011060626,7562770000.0,none
333,27,1350,projection_yz,band_g,0.9666046216446164,2.421907285313471,0.4322988501678931,7.01529599954046,6.464802668200858,7562770000.0,none
333,27,1350,projection_zx,band_g,0.6175443231873131,2.5336755799973942,0.5288075346048964,9.223896640035504,6.418849753520231,7562770000.0,none
338,21,1050,projection_xy,band_g,0.9999999896268236,0.8255878059071087,1.7045804866432608,8.21330111021649,5.984493151845232,2517890000.0,fit
338,21,1050,projection_yz,band_g,0.802331827284383,2.3656019078334336,0.4872396769252621,4.219810673254805,6.631518334706576,2517890000.0,none
338,21,1050,projection_zx,band_g,0.6356687067314453,0.73342419425441,4.511084408992099,20.08528127767176,5.329907558044804,2517890000.0,none
340,37,1850,projection_xy,band_g,0.7769324383893212,2.431804040445916,0.5068695734546098,5.648052264550236,7.047518769154448,3872240000.0,none
340,37,1850,projection_yz,band_g,0.6563239607202368,1.2373749834782188,0.4659131464513341,5.556049086612266,7.079357585903975,3872240000.0,none
340,37,1850,projection_zx,band_g,0.5371839621668731,0.4965125174131658,0.4901465122180038,6.025786962324722,7.042644112472754,3872240000.0,none
348,21,1050,projection_xy,band_g,0.9659660014200764,1.3907557365598924,0.5861311949689476,6.1826410343903415,6.634181014725288,5728640000.0,none
348,21,1050,projection_yz,band_g,0.5724340728723112,1.3922245710108423,0.5059739653362615,7.062805795043945,6.635579407203648,5728640000.0,none
348,21,1050,projection_zx,band_g,0.5518314458330185,0.1733115664773629,0.8098784203817355,7.416112674973335,6.5837257495006645,5728640000.0,none
349,22,1100,projection_xy,band_g,0.6355196659667594,0.3515412054988639,0.5075404899550158,5.041010237864761,6.8817311486384805,2691410000.0,none
349,22,1100,projection_yz,band_g,0.6945903106535202,0.9977205156342658,0.7204255568075588,5.2016640289734255,6.818380746745017,2691410000.0,none
349,22,1100,projection_zx,band_g,0.4139404474457251,0.9178232836274938,0.632389401928477,5.594069656889042,6.893846030477115,2691410000.0,none
352,25,1250,projection_xy,band_g,0.5470766432172466,2.3827451146077245,0.3690840877287582,7.697454792722165,6.5272857050750295,5998530000.0,fit
352,25,1250,projection_yz,band_g,0.7449448669545429,0.6634444563490123,0.3909043526273622,7.004273688900919,6.541167524789859,5998530000.0,none
352,25,1250,projection_zx,band_g,0.7264591604064193,0.9441724383888236,0.442643977237845,6.982973895628261,6.542857908554441,5998530000.0,none
359,25,1250,projection_xy,band_g,0.5393162126741337,0.7260251391867952,0.4843660991670326,7.934767416791109,6.425222019843681,5589870000.0,none
359,25,1250,projection_yz,band_g,0.7369178793953393,2.402842466044056,0.446742239226693,7.048015266320036,6.452477642158573,5589870000.0,none
359,25,1250,projection_zx,band_g,0.7736976203148577,0.9658316929236752,0.4409794698298794,6.831805762719928,6.456560954054043,5589870000.0,none
365,22,1100,projection_xy,band_g,0.7369722625688774,0.4112249583914037,0.3821977608459236,6.988752187774456,6.2885915715977205,5932090000.0,none
365,22,1100,projection_yz,band_g,0.9207848420106018,1.068919816952038,0.4042035625397692,6.565311107683795,6.286056676326552,5932090000.0,none
365,22,1100,projection_zx,band_g,0.6999533756001763,2.117896154882102,0.3643698023940596,7.009202518743255,6.296481407372698,5932090000.0,fit
367,35,1750,projection_xy,band_g,0.3696626359240036,1.8479267888587052,2.090702878547815,8.527631553425433,6.726938852592387,1712950000.0,none
367,35,1750,projection_yz,band_g,0.6663339497743594,0.3437500185923697,0.4852679460826356,3.800885995368006,7.247171467739974,1712950000.0,none
367,35,1750,projection_zx,band_g,0.617809842812045,2.710225020210892,0.3702057367773795,4.7104693217362446,7.191720247649069,1712950000.0,none
370,26,1300,projection_xy,band_g,0.4168769282387862,1.4574919001504063,0.3600000023319144,6.3385085806045325,7.24296820212548,822870000.0,fit
370,26,1300,projection_yz,band_g,0.1981048022722463,0.3072439472189223,0.4216568300031325,7.663241795547678,7.361748347919306,822870000.0,none
370,26,1300,projection_zx,band_g,0.9251321778136166,0.5640474156859678,0.5977931796295748,6.468694923823387,6.832746578027537,822870000.0,none
372,15,750,projection_xy,band_g,0.9999997439019344,0.3456124412591919,1.3109450192222178,6.884019123123765,5.962288981875553,2975820000.0,fit
372,15,750,projection_yz,band_g,0.6437104914634348,2.399409733919852,0.3600000048932938,4.851266444791325,6.463646206425449,2975820000.0,fit
372,15,750,projection_zx,band_g,0.7667628468982445,2.5102414753610445,0.3600000099471735,4.6337822632378725,6.464367159466922,2975820000.0,fit
381,30,1500,projection_xy,band_g,0.8256929543265599,0.9153809053683252,0.8516489480781345,8.307049949053969,6.328789546362271,5609560000.0,none
381,30,1500,projection_yz,band_g,0.5843383047475318,1.272883027496669,0.4876308421103436,8.36778180145641,6.393001284399243,5609560000.0,none
381,30,1500,projection_zx,band_g,0.6041512042882698,2.961630905813807,0.506861475655345,8.264243047828856,6.404683032355167,5609560000.0,none
383,31,1550,projection_xy,band_g,0.5473025882503791,1.996717879531853,0.6361776810047437,6.872153928054545,6.721737288561087,4398570000.0,none
383,31,1550,projection_yz,band_g,0.5135478432093165,2.8299305783424584,0.5449597901264821,7.312162862118504,6.738960802294656,4398570000.0,none
383,31,1550,projection_zx,band_g,0.8166016498650625,1.563457243291024,0.4968596990052735,6.21630424098302,6.7632101708912895,4398570000.0,none
384,28,1400,projection_xy,band_g,0.4095767568751053,0.0972209463278909,0.3600000025831036,4.126868704015363,7.280099072241724,1354940000.0,fit
384,28,1400,projection_yz,band_g,0.6898794061376718,2.556648181494348,0.3600000100790898,4.941446018500463,7.026471649097895,1354940000.0,fit
384,28,1400,projection_zx,band_g,0.3361310161692,1.64308408755601,0.5376105259128937,5.063469460856006,7.171323360326097,1354940000.0,none
388,21,1050,projection_xy,band_g,0.7449062020543477,1.3782441371737435,0.3881126480638874,5.92730653621303,6.450282289709161,5256690000.0,none
388,21,1050,projection_yz,band_g,0.7467555428616715,0.1945001704611648,0.4173810084494551,5.946136118893324,6.436203033312005,5256690000.0,none
