galaxyID,groupID,DistToHost,QuenchWilliam,Mstar_r80,<V-J>,<U-V>,sSFR
7274.0,12.0,56.878514092779895,1.0,352011135.64056027,1.3145612302977856,2.1531416048109353,0.0
49407.0,12.0,56.13174318100332,1.0,9181471.310823232,0.8232039120468725,1.7142948003459466,0.0
162.0,14.0,5.923612065558478,0.0,21906813873.52888,3.037181197293806,2.3382587194789717,1.2558103911985817e-09
436.0,14.0,291.4484885481806,0.0,2574698018.9659767,1.0217735262413374,1.5370874411335436,2.674972439174197e-10
457.0,14.0,183.50900000342938,0.0,3411690086.2520595,1.2400990106457204,1.6184126903679694,0.0
1219.0,14.0,207.58582550717563,1.0,726690582.617341,0.9931728151077621,1.883190107670017,0.0
1278.0,14.0,122.34597271371227,1.0,83158619.43407723,0.588088470962326,1.3250025986315161,5.420313006166024e-10
781.0,15.0,115.63558288841722,0.0,666497976.9907341,0.6948311636657465,1.1490295894061127,0.0
1221.0,15.0,333.07292138432916,0.0,250527166.31781787,0.6633848349567888,1.1710455851889108,0.0
1395.0,15.0,101.8089403526515,1.0,113655400.81705862,0.6592065824580656,1.5171193543761337,0.0
2044.0,15.0,156.49963409021666,1.0,7618671.88986706,0.32656152818899936,1.302878428911729,0.0
2186.0,15.0,135.02271561144363,1.0,113641043.89137194,0.695867080742237,1.5474801171960617,0.0
3683.0,15.0,343.2315333318053,1.0,10101334.614705332,0.49147121639010827,1.4128712553588194,0.0
5818.0,15.0,64.48771244593114,1.0,9898990.890670206,0.6031239749674331,1.495729648244426,0.0
6499.0,15.0,257.0032725296232,1.0,9253319.740833586,0.49523549929812977,1.423032607358575,0.0
787.0,16.0,222.07073824150882,0.0,1027106566.862799,0.7810318133991766,1.332837382900714,0.0
868.0,16.0,107.32764691770149,1.0,1722181860.9766624,1.2317894241519458,1.94434352363192,0.0
1307.0,16.0,176.74230327885525,1.0,498698880.8803581,0.8325069399461386,1.7356219122710321,0.0
1700.0,16.0,149.95316299788342,1.0,39539034.1452824,0.49185984161368107,1.3513194867310887,0.0
1883.0,16.0,132.57812952945454,1.0,339824254.1117109,0.8422793126788276,1.7546856076808475,0.0
3000.0,16.0,308.3320743906856,1.0,9659096.018130723,0.4520646715285454,1.3953764709570098,0.0
3304.0,16.0,301.61809092241214,1.0,7283740.302262043,0.4699385357952372,1.400401629807903,0.0
788.0,17.0,334.44097860157,1.0,726728966.066278,0.7392090049479769,1.499033343700578,0.0
1303.0,17.0,270.4493780849666,0.0,36068796.72607344,0.45232497099506414,1.273591499818539,0.0
3018.0,17.0,192.81838736995311,1.0,9602815.10240915,0.47969035239190205,1.3855060165859463,0.0
4749.0,17.0,303.8998172421925,1.0,11979655.876511095,0.5223156644447418,1.4457046113609835,0.0
7019.0,17.0,239.17282910009845,1.0,16616841.263389973,0.49537976978620374,1.4240349810900923,0.0
13249.0,17.0,149.7413142262604,1.0,6937585.967593762,0.5363672937093563,1.4421755722004637,0.0
20512.0,17.0,165.32418724380986,1.0,5649756.581136424,0.5112264005448998,1.434479353976161,0.0
181.0,19.0,121.76532464333941,0.0,10361639312.46778,1.5520022431794018,1.6188797836285538,2.6697074769057097e-10
367.0,19.0,338.768296920262,1.0,2016196782.212386,0.7710842298596484,1.442948272250188,1.569849352745385e-10
562.0,19.0,196.2571319716468,1.0,3407081420.4117517,1.557404519887104,2.1398795010069445,1.26469248204629e-10
2184.0,19.0,233.1083311730215,1.0,23881093.718355104,0.5602311329774151,1.4785068644703887,0.0
5674.0,19.0,101.1285353830058,1.0,8430486.226278896,0.4768718846896096,1.3955129225075116,0.0
6211.0,19.0,283.64346945567434,1.0,4934981.99969183,0.48354613673922486,1.3928907804013875,0.0
17588.0,19.0,178.31426857566987,1.0,8352427.423672472,0.5852385936625512,1.4851320537866297,0.0
601.0,20.0,224.3018018732781,1.0,1531484971.3917446,0.9656196050749131,1.6420676801029448,4.566881475490106e-11
13299.0,20.0,266.8002485613431,1.0,5772055.121292752,0.49026320556168557,1.4135261579009633,0.0
92.0,21.0,51.36658339505771,0.0,37874779365.12694,1.9443968869206512,2.2362294785709764,3.2134803635161153e-10
443.0,21.0,135.9197587157134,0.0,2733783770.049991,1.059355072103821,1.4455340862779202,8.948191358474737e-11
747.0,21.0,131.9367742774772,1.0,1452679686.6897395,0.87696312071222,1.7217593677593264,0.0
3454.0,21.0,62.12731985778762,1.0,76798314.92457551,0.656827653856841,1.5085839553895244,0.0
3698.0,21.0,273.45111960377625,1.0,6322211.369823441,0.4907088204943661,1.4056565396069605,0.0
253.0,22.0,186.65187850868526,0.0,10036052831.10025,1.8453993718567514,2.3076555748391603,1.0504397203714796e-10
921.0,22.0,140.58635202043317,0.0,755851623.9696107,0.7843247260324695,1.30145523958521,3.3684321880738334e-11
1244.0,22.0,284.9026475070566,0.0,89536152.08791737,0.5184091939007244,1.130078327035287,0.0
173.0,24.0,102.25195150301184,0.0,17211160095.275513,1.913865704255367,2.277823843984049,1.9088781556001276e-10
1269.0,24.0,143.7892892130991,1.0,208550506.40286815,0.7287085464301644,1.5813066757380216,0.0
484.0,25.0,187.10062627317245,1.0,2946405103.434497,1.4902319301488471,1.9856443348198802,2.4804976462820633e-11
352.0,27.0,58.57967899318649,0.0,6932507191.259418,1.726366048014987,2.172566433625518,1.599997336507843e-10
1799.0,27.0,84.62807692278815,0.0,49019043.07751152,0.4502770519802007,1.2976692308624298,0.0
206.0,28.0,250.2784418047527,0.0,4399732550.325938,1.765719608474458,2.07677752918898,5.756214223586258e-11
13781.0,28.0,40.673167701393716,1.0,5075834.976921633,0.49744051139566814,1.4180077034738894,0.0
325.0,30.0,56.93955103425245,0.0,8884830198.136318,1.6364499068736873,2.2050374630355325,1.6514405490982972e-11
643.0,32.0,118.96145895738887,0.0,643002264.6982481,0.4309619077234963,1.0855685187324866,0.0
6019.0,32.0,179.28210085756768,1.0,4739545.417326339,0.49919526102902445,1.4049573105009692,0.0
1670.0,34.0,106.0559215223834,0.0,7122174.9090423165,-0.05041253195183574,0.7895363363634426,0.0
1950.0,34.0,269.29444917303664,1.0,22317964.612282667,0.510496988582064,1.4175713654664002,0.0
15840.0,34.0,66.83919658854263,1.0,19654346.63847014,0.9074116403656127,1.7895452971439567,0.0
19129.0,34.0,186.8725664719053,1.0,4723019.288371708,0.472896189486305,1.405999930654571,0.0
614.0,40.0,165.39767314664087,0.0,719822372.8525647,0.5218428557416116,0.8085365352964153,2.5464040287821344e-10
