n_1D,reff_2D,Ie_1D,reff_1D,theta_2D,pixel,y0_2D,sim,view,ellip_2D,FOV,x0_2D,n_2D,Ie_2D
2.6493756589918194,9.494884048458385,16812520.13875088,12.02081079212828,0.3631063700851662,1400,0.1240340387250765,0,projection_xy,0.23984957772335802,28,0.21209040603764423,2.080558791834907,24824647.640900727
0.7,123.32874731876402,1000000.0,1.0,2.8421973886440455,1400,-17.807050043565656,0,projection_yz,0.6634507695938622,28,51.52792811519594,19.45209231186475,746385.1450436383
3.2832596023639176,19.2339606129428,20333885.13166564,12.284482400504668,3.025552996817444,5550,0.7561605629241419,2,projection_xy,0.37158452885704385,111,0.4795873008508026,2.9414908346143056,10496815.123801325
1.6393037520941673,31.335921183378815,16482869.557539027,16.674145608950035,2.0848817201676866,5550,2.0957471464133963,2,projection_yz,0.5643432616527374,111,2.5272217905342274,2.325026022885331,6073041.243644372
2.561731068327363,18.373216421964614,19392973.82959963,11.571899051363426,0.8766735278134989,5550,0.11715416448681325,2,projection_zx,0.08999385355048137,111,-0.6057122353234047,2.7450978536601385,8996507.169306118
0.31998331683709225,7.613309926403252,56255699.93964702,6.827079482193753,1.0804346248313523,1500,-0.004285370730345149,4,projection_xy,0.5888319915155314,30,0.25214356575865854,0.5632872193178069,44559571.373719685
0.8702774467451787,43.25025060739849,127915094.18477164,2.0146458434331502,0.9098798299502384,1250,0.3960867504911498,5,projection_xy,0.009811214776378316,25,-0.2695603712553043,4.894134265559734,1060548.184232441
0.7590553138240808,11.320350418901553,10027557.704503926,11.976171051498572,2.485395982634671,1250,1.6502596009278927,5,projection_yz,0.41748877131147655,25,-0.9508050943252061,0.6378967258552907,11164371.377286585
1.953681362612903,34.96024012738167,6224827.188981558,11.047080377668527,0.45040009931406644,1600,-1.114985996277262,7,projection_xy,0.678279247945993,32,0.49888935790021754,3.145468071166308,1211996.0259362552
1.2329523808385163,5.057044223140483,122898430.62855439,2.3623025938984097,2.4395190233687587,3100,-0.5934910824599424,9,projection_xy,0.2471044644175819,62,-0.3202287211655928,2.157891494907668,30440570.92251347
1.6070986182211442,45.443549494511466,75280099.06671736,3.369861703945084,0.6747255617115684,3100,1.028344467209572,9,projection_yz,0.5015120232620361,62,-0.04312318554902299,5.1205977787273085,1120474.9961277344
1.397140972901347,38.76297278851562,179861195.15644807,1.6662804630468078,0.4616020315472469,3100,0.048846222065475196,9,projection_zx,2.1429134131379068e-16,62,-0.11414954552468934,5.600270022955696,1000071.86285667
1.1740374102428777,41.4002658909458,28928384.058711283,5.374898937478648,2.3287684176864145,2650,1.3101877050998347,10,projection_xy,0.271311464719981,53,0.7404653577424736,4.047337531349037,1001954.2980241996
1.3379018752429617,2.8891974893268366,163728764.96541685,2.0489499843010437,1.3792672265916774,2650,0.05918817864458878,10,projection_yz,0.1855134130295315,53,-0.4083641433508781,1.8194269062848776,73177667.63602802
3.6986455512959973,5.383645423789301,23700891.166167557,4.987304850019975,0.5205435781942178,2650,0.24738570001903168,10,projection_zx,0.12708053974975655,53,-0.43845731278089545,2.808453377810099,19561536.022450957
0.7824043797471559,65.94957221999903,615675376.1066072,1.5370074013653747,1.0489594965527758,2650,0.26641308549165654,11,projection_xy,0.37226919809183445,53,-0.39930632987469056,6.572747280917465,1034281.4258813905
0.6335512535866352,60.01531445600575,313078237.6874173,2.081729107037877,2.1198799777979707,2650,0.7925013803226907,11,projection_yz,0.33331941211909943,53,-0.6728539170216588,5.665786422378283,1031338.971268196
0.7642405031444027,2.0131697025712927,434953016.0663487,1.8570638837846467,0.20078340173298237,2650,0.28706016824117103,11,projection_zx,0.4138729059735928,53,-0.2980687364209437,0.9925393722640036,296028062.0688281
0.36833047766816257,4.285740881478458,96231604.99159513,3.9222735456806115,0.7197429246355036,1000,0.11858886849822357,16,projection_xy,0.6245156977239303,20,0.27032848290006783,0.5861959547275791,76968884.43260323
0.5033850057089492,4.071326501813127,71821358.56218024,3.8665692195161734,1.2668704520882128,1000,-0.4663093704961273,16,projection_yz,0.33356764138839046,20,-0.014630019921850692,0.6207584330063226,61733091.596465364
3.433762403480077,30.290007875105264,6205798.968257979,9.264442349905494,2.5904152791378063,1600,-0.2769190032154615,20,projection_xy,0.24560376208060675,32,-0.22893785449212486,4.546855542746032,1015279.3939780247
1.378009688030169,13.454139595007698,4806483.162758162,9.70441285903735,0.3696129545556808,1600,-1.923866669453807,20,projection_yz,0.6994710922991242,32,-0.16549272060745573,1.7785913595798015,2803340.5074897395
2.067639023972064,8.69172847148685,13731292.732611442,5.298833937871406,1.4038732170147663,1600,0.7350157358453684,20,projection_zx,0.5588950212130526,32,0.716280715781894,2.5252873687239976,6217920.235613137
1.2380001467372856,24.01655309448236,28300971.56926817,2.8337363744164707,2.60981376723782,650,-1.0016159839428287,21,projection_xy,0.1558896319384033,13,-1.5842397610261605,4.080769959437783,1000139.2489740583
2.4885563731890485,10.124402973896045,1914115.49372179,13.310413791627198,1.6159223318940317,1150,0.000816575251015697,24,projection_xy,0.6253413942216346,23,0.757464621767492,1.978286335990181,2932853.7791491253
1.6817321248531933,19.955883506990006,14118987.716189113,4.013062554845544,2.8740626085364123,800,-0.5802956805648162,28,projection_xy,0.34572515343142085,16,-0.29719648623927264,4.029472532714031,1000022.8263681608
0.6185762138067875,3.4052878315595145,36096334.44068764,1.882644807617641,0.708201943098334,800,0.8968843562569733,28,projection_yz,0.6554755235513974,16,-0.3267191036588877,1.407483992506889,12873994.71293126
0.8032084237788575,3.2965504692758074,32787417.644731283,1.9482787289914003,2.172860989170616,800,0.31604525589277865,28,projection_zx,0.1917680099102123,16,-0.011334898212647729,1.5072188958809374,13161100.561855294
1.2999049494909114,28.536666123363037,23930465.68282252,4.042925326305951,2.528556107754977,2050,-0.7763080410027374,29,projection_xy,0.4469937351294445,41,-0.5637532506934788,3.980186992460012,997821.0155331572
0.7730273821318757,5.353463877631862,37392237.77519428,3.154421442978951,1.2427131790919534,2050,0.7632473736721446,29,projection_yz,0.29082753753661367,41,-0.6748427891522343,1.5057529028601953,14290987.832483789
