pixel,sim,view,lum_g,mag_r,lum_r,mag_u,FOV,lum_u,mag_g
550,333,projection_zx,1313383173.3248,-18.254224568028953,1478052387.2256,-15.88035560199393,23,1127566698.0864,-17.465978619838204
550,1787,projection_xy,19818582.8352,-13.157083511122432,13515540.070400001,-12.24226396700482,8,39528067.8912,-12.912681490552616
550,1787,projection_yz,19614479.1552,-13.148344228930524,13407187.7632,-12.23729095656038,8,39347431.014400005,-12.90144195080118
550,1787,projection_zx,19301118.7712,-13.140108518270432,13305874.022400001,-12.192644172973623,8,37762233.1392,-12.8839562080216
550,1808,projection_xy,14716955.8528,-13.20040363223299,14065703.321600001,-11.314093583476257,12,16812698.8288,-12.589544967759673
550,1808,projection_yz,14716403.712000001,-13.200363667411088,14065185.5872,-11.313997402330749,12,16811209.5232,-12.58950423307864
550,1808,projection_zx,14716778.9056,-13.200402620483496,14065690.2144,-11.314070729322346,12,16812344.9344,-12.589531913488242
550,365,projection_xy,767167719.0144,-17.744499531370153,924272033.792,-15.198211056272804,18,601567579.3408,-16.882225800614847
550,365,projection_yz,870925939.5072,-17.85209896626889,1020562453.2992,-15.380938817286875,18,711828753.6128,-17.019953064238813
550,365,projection_zx,727151909.2736,-17.682699811094224,873132038.5536001,-15.1503717084098,18,575636976.4352,-16.824062871946595
550,286,projection_xy,632412019.0976,-17.240009196013737,580769336.5248001,-15.390733502980886,19,718279383.4496,-16.672500287947088
550,286,projection_yz,740687242.8544,-17.34349539974857,638848912.5888001,-15.68295568870099,19,940117799.7312001,-16.844087161731423
550,286,projection_zx,851816900.1984,-17.465631605926525,714912091.3408,-15.869623799660413,19,1116476329.1648002,-16.995865630756917
550,20747,projection_xy,2627729.8176,-11.26492384458198,2365753.7536,-9.583759536629337,28,3415889.5104,-10.718951772883754
550,20747,projection_yz,2627830.9888,-11.264948657834692,2365807.8208000003,-9.58378388204482,28,3415966.1056000004,-10.71899357441123
550,20747,projection_zx,2627905.9456,-11.264951665463153,2365814.3744,-9.583841683946218,28,3416147.9680000003,-10.719024543735829
550,11869,projection_xy,12284603.596800001,-13.099213545263664,12814020.608000001,-10.915642302256884,42,11648149.0944,-12.39340286775048
550,11869,projection_yz,12281358.7456,-13.098999390941467,12811493.376,-10.915286184212476,42,11644329.164800001,-12.393116043859907
550,11869,projection_zx,12286632.7552,-13.099334869064885,12815452.569600001,-10.915885553160969,42,11650759.0656,-12.393582193748857
550,6815,projection_xy,12837040.128,-13.115339484205146,13005761.7408,-11.03380432485567,39,12987385.4464,-12.441162246975983
550,6815,projection_yz,12824793.088000001,-13.114655733147044,12997573.8368,-11.032244085330031,39,12968735.5392,-12.440125917604911
550,6815,projection_zx,12829935.206400001,-13.114979704908896,13001452.7488,-11.032702466070358,39,12974211.8912,-12.44056115777793
550,4549,projection_xy,7096582.144,-12.222602626169257,5715326.5664,-10.665743026531871,9,9253312.102400001,-11.797623085392354
550,4549,projection_yz,7092094.5664,-12.22215200467601,5712954.9824,-10.664754647946864,9,9244892.3648,-11.796936294688203
550,4549,projection_zx,7096405.1968,-12.222631649432747,5715479.347200001,-10.66563459693618,9,9252388.0448,-11.797596013152132
550,413,projection_xy,816485656.1664001,-17.789289173580634,963198215.7824,-15.288054718539911,18,653464331.8784001,-16.949871398883488
550,413,projection_yz,841987443.9168,-17.816989928925658,988088788.5824001,-15.328980294833343,18,678566035.4560001,-16.98326403789904
550,413,projection_zx,738902828.6464001,-17.715830802601054,900186138.2144,-15.14755755597821,18,574146897.5104,-16.84146832278875
550,1223,projection_xy,66317628.21120001,-14.586522634616715,50420721.2544,-13.245985571312875,14,99630940.16000001,-14.22407246419604
550,1223,projection_yz,69296134.5536,-14.623057052213605,52146218.598400004,-13.28485623955681,14,103262466.8672,-14.27177252416075
550,1223,projection_zx,64865586.3808,-14.573440434627239,49816839.782400005,-13.190143900082106,14,94636258.09920001,-14.200035871090611
550,907,projection_xy,250513535.79520002,-16.02911465140361,190390756.9664,-14.650790781167245,19,363342594.04800004,-15.667077991799038
550,907,projection_yz,255121896.2432,-16.040345192675083,192370324.2752,-14.686008684367675,19,375321526.272,-15.686869335563125
550,907,projection_zx,240845193.21600002,-16.001840866981254,185667695.41120002,-14.575325040325886,19,338945612.18560004,-15.624344957738872
550,5632,projection_xy,8481102.2336,-12.579840472983838,7942115.328000001,-10.763059499991016,10,10121008.7424,-11.991130745872484
550,5632,projection_yz,8481701.888,-12.579946746006234,7942892.7488,-10.763210555347062,10,10122416.9472,-11.991207509889568
550,5632,projection_zx,8476719.513600001,-12.579512741668646,7939718.348800001,-10.762409695997402,10,10114953.216,-11.990569532533152
550,270,projection_xy,547268119.7568,-17.287749805055682,606875942.9120001,-14.97877515667794,19,491484767.8464,-16.51550037434417
550,270,projection_yz,714714906.6240001,-17.514468137421282,747803089.3056,-15.369345368593507,19,704268310.9376,-16.80533210040835
550,270,projection_zx,513591895.65440005,-17.252039161126007,587240046.592,-14.85197198446939,19,437309381.0176,-16.446545405154218
550,534,projection_xy,744765941.3504001,-17.491705014590543,732288149.0944,-15.5701683274349,23,847358774.4768001,-16.850049519618402
550,534,projection_yz,545189370.2656001,-17.20531683546585,562505449.472,-15.199542382487067,23,602305671.9872,-16.511368449161182
550,534,projection_zx,690564313.9072,-17.42523612015478,688802077.0816001,-15.481989925609305,23,781260685.312,-16.768010329206675
550,3828,projection_xy,3521378.304,-11.552907857027458,3084346.3680000002,-9.937542632509608,13,4731698.3808,-11.036781710299847
550,3828,projection_yz,3521345.5360000003,-11.55290699191504,3084343.9104,-9.937513778155235,13,4731572.6336,-11.036771606991875
550,3828,projection_zx,3521302.5280000004,-11.55289343839708,3084305.4080000003,-9.937478343583045,13,4731418.2144,-11.036758346257484
550,1269,projection_xy,71035256.832,-14.876430228027298,65852473.344000004,-13.041215771242587,24,82506147.4304,-14.298684887540785
550,1269,projection_yz,70951062.7328,-14.875987233181108,65825610.137600005,-13.03845900409399,24,82296923.7504,-14.297397262187543
550,1269,projection_zx,71006971.49440001,-14.875883131806416,65819299.0208,-13.041484036418161,24,82526535.68,-14.298252475069313
550,1492,projection_xy,121740525.568,-15.563306265321541,123971685.58080001,-13.47057517555097,31,122526511.92320001,-14.883587930801996
550,1492,projection_yz,121673639.5264,-15.562888227068639,123923962.26560001,-13.469741973120023,31,122432520.192,-14.882991247377609
550,1492,projection_zx,121537862.0416,-15.562038221104762,123826982.0928,-13.468065265750937,31,122243593.01120001,-14.881778981136884
550,3772,projection_xy,15134390.6816,-13.195435598434456,14001489.510400001,-11.388873208027231,11,18011475.1488,-12.619912351809985
550,3772,projection_yz,15203839.1808,-13.198863923674464,14045770.5472,-11.395653417114481,11,18124305.2032,-12.624883167971488
550,3772,projection_zx,15111263.0272,-13.195322773380342,14000034.611200001,-11.38344665828279,11,17921677.7216,-12.61825191247222
550,4297,projection_xy,2508612.8128,-11.196958865023236,2222202.0608,-9.540882245362305,11,3283620.0448000003,-10.668584090272967
550,4297,projection_yz,2508560.9984,-11.196950359689621,2222184.6528000003,-9.54081615100094,11,3283420.16,-10.668561664591847
550,4297,projection_zx,2508847.7184,-11.19698077845816,2222246.912,-9.54096600876688,11,3283873.3824,-10.66868575346024
550,1648,projection_xy,34555894.1696,-14.127669675728258,33042117.4272,-12.237409579308913,18,39351730.176,-13.516305338176293
550,1648,projection_yz,34554347.52,-14.127685503528257,33042599.116800003,-12.237323687607297,18,39348617.216000006,-13.516256741805448
550,1648,projection_zx,34554960.2816,-14.12766116953634,33041858.560000002,-12.237315550146356,18,39348322.304000005,-13.516275995288813
550,3209,projection_xy,11104495.206400001,-12.861739286371636,10296644.4032,-11.081166797913692,24,13566465.638400001,-12.283747052403077
550,3209,projection_yz,11106788.966400001,-12.861903138885578,10298198.4256,-11.08143110889348,24,13569768.652800001,-12.283971300426424
550,3209,projection_zx,11104099.5328,-12.861703696789982,10296306.8928,-11.080972522406945,24,13564038.3488,-12.283708364934748
550,989,projection_xy,87158561.17760001,-14.907152505850673,67742466.04800001,-13.403461141704621,18,115181957.9392,-14.520775130639697
550,989,projection_yz,86606800.48640001,-14.90179712649987,67409149.952,-13.395879527322485,18,114380452.65920001,-14.513879986907154
550,989,projection_zx,86484713.472,-14.901956083105466,67419019.6736,-13.391842387940855,18,113955936.6656,-14.512348377290772
550,471,projection_xy,470423175.16800004,-16.973597411810758,454400671.744,-15.065525925054157,20,532366072.21760005,-16.351221772251712
550,471,projection_yz,519441481.72800004,-17.054615857872392,489605562.36800003,-15.244830724784734,20,627960446.9760001,-16.45884157177295
550,471,projection_zx,370336622.1824,-16.785159409057478,382000352.4608,-14.689812341033438,20,376638695.0144,-16.091491652695176
550,596,projection_xy,467334332.416,-16.791858390109176,384364576.768,-15.258007015627843,24,635627687.1168001,-16.344069218402396
550,596,projection_yz,446288835.37920004,-16.754912877938693,371505417.42080003,-15.19717289297131,24,600992645.12,-16.294040056033353
550,596,projection_zx,435846748.56960005,-16.740325152888502,366547330.6624,-15.140931439594713,24,570653618.9952,-16.26833452620832
550,3392,projection_xy,13306689.126400001,-12.89507448639957,10617683.968,-11.361771151412604,14,17567439.257600002,-12.480175027303686
550,3392,projection_yz,13535830.8352,-12.90728744694652,10737791.7952,-11.387808216540368,14,17993816.4736,-12.498712295273451
550,3392,projection_zx,13535979.1104,-12.907317763114653,10738091.6224,-11.387798725930878,14,17993659.187200002,-12.498724188660207
550,2585,projection_xy,5635368.1408,-12.07223761599746,4976168.1408,-10.445663856517001,13,7555540.582400001,-11.547305730988858
550,2585,projection_yz,5635130.9824,-12.072267733093854,4976306.176,-10.445650318680372,13,7555446.3744,-11.547260037988332
550,2585,projection_zx,5634920.0384,-12.072211966654292,4976050.5856,-10.445585570170905,13,7554995.8144000005,-11.547219394066213
550,397,projection_xy,802845517.4144,-17.426561216318483,689643244.7488,-15.778808238696097,24,1026888512.3072001,-16.9315799672165
550,397,projection_yz,866557729.1776,-17.480223812315003,724585309.7984,-15.916140692737713,24,1165349722.5216,-17.014493750654673
550,397,projection_zx,823514156.2368001,-17.440507687154224,698558971.904,-15.851866412396419,24,1098364695.3472002,-16.959177672767723
550,92,projection_xy,1713341517.0048,-18.53840705911395,1920272328.2944,-16.179557019964758,18,1485329504.6656,-17.75460984665431
550,92,projection_yz,2356003051.9296002,-18.9574661141342,2824791811.6864,-16.478992400486106,18,1957027643.3920002,-18.100439621734317
550,92,projection_zx,1898439717.6832001,-18.746783725719766,2326555892.1216,-16.190131999302103,18,1499867172.0448,-17.86599202819152
550,926,projection_xy,307951697.92,-16.546243416012537,306547209.0112,-14.471044015005578,47,307905613.0048,-15.891206507388576
550,926,projection_yz,296001627.7504,-16.516403930778516,298237034.496,-14.413345418050138,47,291969957.888,-15.848235248264517
550,926,projection_zx,307543146.496,-16.545417415422634,306314084.352,-14.468796391331132,47,307268865.2288,-15.889765133373137
