pixel,sim,view,lum_g,mag_r,lum_r,mag_u,FOV,lum_u,mag_g
550,806,projection_xy,115090758.0416,-15.118791741794391,82322148.55680001,-13.849035789679082,21,173625822.4128,-14.822601126348912
550,806,projection_yz,117989415.3216,-15.135862504591254,83626708.1728,-13.888933412380226,21,180124739.1744,-14.849607622638084
550,806,projection_zx,117282779.9552,-15.131786038269324,83313315.02080001,-13.879408010236482,21,178551377.1008,-14.84308562876648
550,1004,projection_xy,133226469.7856,-15.287190143619052,96133788.46720001,-14.183041392692594,20,236165555.81440002,-14.981476300444404
550,1004,projection_yz,133525956.1984,-15.279747057836767,95477012.88960001,-14.230120889110879,20,246631392.8704,-14.983914241742456
550,1004,projection_zx,131252210.8928,-15.277753383056842,95301854.8224,-14.14425189681398,20,227877139.25120002,-14.965266569156055
550,478,projection_xy,398629483.31520003,-16.94847692156894,444007972.864,-14.60773865884343,19,349217069.4656,-16.171423541779014
550,478,projection_yz,465387493.7856,-17.09045739069842,506037796.864,-14.794732496993277,19,414851819.1104,-16.339536771115064
550,478,projection_zx,338713745.8176,-16.802072169826737,387997446.96320003,-14.402567675742716,19,289086006.8864,-15.994582054289447
550,253,projection_xy,1020608171.2128,-18.032049322389533,1204535846.5024002,-15.566669912819961,18,844632843.8784001,-17.192147602667447
550,253,projection_yz,639456195.3792,-17.58115955060169,795177018.9824001,-15.010482812986513,18,506049645.7728,-16.684526998476542
550,253,projection_zx,695346082.6112,-17.667936360654103,861339857.7152001,-15.06650802499368,18,532847840.46080005,-16.7755025307507
550,6110,projection_xy,1785388.2368,-10.804796597349076,1548526.4896,-9.196584459318707,10,2391298.4576000003,-10.29933167264205
550,6110,projection_yz,1784860.8768000002,-10.804487970451813,1548086.3744,-9.196053654914493,10,2390129.6640000003,-10.299010925360339
550,6110,projection_zx,1783712.7680000002,-10.804000221428002,1547391.0784,-9.195092394014178,10,2388014.4896,-10.298312302628544
550,1655,projection_xy,147825059.4304,-15.761091885948405,148743074.6112,-13.702272609453214,31,151673267.81440002,-15.094370155678613
550,1655,projection_yz,147821979.2384,-15.761062322037551,148739024.4864,-13.702240238851545,31,151668745.83040002,-15.094347532242319
550,1655,projection_zx,147862506.7008,-15.761283601288996,148769341.44,-13.702643254414973,31,151725054.3616,-15.094645161205504
550,162,projection_xy,802754238.8736,-17.66819995191667,861548996.1984,-15.37076392405774,3,705189065.5232,-16.93145651874663
550,162,projection_yz,754671209.6768,-17.617103243705962,821942235.9552001,-15.303354924120391,3,662738147.7376001,-16.86439445548401
550,162,projection_zx,1297376555.8272002,-18.16560423430184,1362202565.0176,-15.938952416134264,3,1190093180.1088002,-17.452665114425493
550,231,projection_xy,657441580.6464,-17.51510539129213,748242128.0768,-15.170966438372954,20,586660131.6352,-16.714642920166483
550,231,projection_yz,971994510.1312001,-17.906257533081742,1072761090.8672,-15.629622570883349,20,895053568.4096,-17.139159530045987
550,231,projection_zx,800469653.9136001,-17.714624608605128,899186635.5712,-15.40979044389308,20,730997981.184,-16.92836218077671
550,259,projection_xy,473636955.7504,-17.26301599379636,593207178.0352,-14.722628578859208,16,388196335.616,-16.358613952679868
550,259,projection_yz,382568077.7216,-17.055749195822173,490116900.4544,-14.439942858315899,16,299210715.9552,-16.126771821914097
550,259,projection_zx,823610572.8000001,-17.801877124788852,974430457.0368,-15.39807903388207,16,723155366.7072,-16.959304782696535
550,1368,projection_xy,11541056.7168,-12.846132093606075,10149691.392,-11.1423983571257,16,14353550.540800001,-12.32561393826777
550,1368,projection_yz,11589527.1424,-12.849198288428438,10178395.3408,-11.148651296890659,16,14436453.5808,-12.330164292317159
550,1368,projection_zx,11590490.5216,-12.849268368623248,10179052.339200001,-11.148622955755272,16,14436076.7488,-12.330254540365468
550,939,projection_xy,48852910.080000006,-14.261291089157696,37369426.7392,-12.778122627776582,11,64751383.347200006,-13.892226097416563
550,939,projection_yz,49227189.452800006,-14.266874925373605,37562109.132800005,-12.789800170824705,11,65451569.971200004,-13.900512602839177
550,939,projection_zx,48058092.7488,-14.25082994782291,37011098.8288,-12.750599444283154,11,63130579.7632,-13.874416328097093
550,131,projection_xy,2443556002.2016,-18.987448164036273,2903884011.9296002,-16.451485786378523,26,1908070049.3824,-18.140055741946824
550,131,projection_yz,2757454777.5488,-19.087036030760586,3182837104.6400003,-16.624455497217536,26,2237598688.8704,-18.27127099677689
550,131,projection_zx,2767345156.096,-19.029952275446682,3019818978.5088,-16.68753763964862,26,2371455916.4416003,-18.275158324342648
550,500,projection_xy,982650454.016,-17.57083019366889,787647823.872,-15.994513159711126,24,1252579396.8128002,-17.150997647864088
550,500,projection_yz,912520432.8448,-17.504412353835384,740909121.536,-15.91126685487199,24,1160130225.7664,-17.070606494526473
550,500,projection_zx,1016957239.296,-17.59077790427027,802252652.544,-16.06581891379963,24,1337604020.6336,-17.188256730565932
550,469,projection_xy,683631863.3984001,-17.3667577344388,652684191.3344,-15.470797738105965,22,773248516.0960001,-16.757055741381272
550,469,projection_yz,513798989.41440004,-17.11742873867309,518765989.06880003,-15.133167076980683,22,566587293.696,-16.446983114305283
550,469,projection_zx,722037689.5488,-17.395983661864804,670491790.5408,-15.587646131407144,22,861109642.8544,-16.81639966960227
550,1243,projection_xy,67177709.568,-14.796420148831492,61174166.3232,-12.975979274165656,20,77694756.4544,-14.238062981090097
550,1243,projection_yz,68196270.08,-14.806951029653591,61770399.744,-12.999999822630265,20,79432810.496,-14.254401555117296
550,1243,projection_zx,68647878.656,-14.811306002512792,62018663.2192,-13.010402487361674,20,80197530.4192,-14.261567803231715
550,2521,projection_xy,11840280.1664,-12.979067743999321,11471681.945600001,-11.025182080945498,47,12884656.128,-12.353404947116319
550,2521,projection_yz,11841952.9728,-12.979195045891275,11473027.072,-11.025293697632481,47,12885980.774400001,-12.35355833015789
550,2521,projection_zx,11842321.6128,-12.979192875216745,11473004.1344,-11.025427456876372,47,12887568.384000001,-12.353592128600239
550,6278,projection_xy,3442142.8224,-11.52035379957888,2993239.8592000003,-9.90568565232919,13,4594880.9216,-11.012072215598677
550,6278,projection_yz,3441847.5008,-11.520359371088714,2993255.2192,-9.905612576866531,13,4594571.6736,-11.011979059932179
550,6278,projection_zx,3441569.7920000004,-11.52024979281366,2992953.1392,-9.905450631857992,13,4593886.4128,-11.011891452720276
550,18379,projection_xy,6019966.1568,-12.14330782054517,5312795.8528,-10.518075967190402,24,8076633.702400001,-11.618985124342101
550,18379,projection_yz,6020129.1776,-12.14331309406562,5312821.6576000005,-10.518138075621522,24,8077095.7312,-11.61901452570144
550,18379,projection_zx,6020037.836800001,-12.14330648123431,5312789.2992,-10.518073984947925,24,8076618.956800001,-11.618998052173554
550,1395,projection_xy,58192278.3232,-14.598183792704544,50965174.681600004,-12.832387942873012,15,68069910.11840001,-14.08216340216998
550,1395,projection_yz,57386237.952,-14.588741205718742,50523855.2576,-12.810254917158446,15,66696334.540800005,-14.067019387000682
550,1395,projection_zx,57389468.8768,-14.588316367019486,50504089.6,-12.811268802079365,15,66758646.1696,-14.067080513734345
550,2429,projection_xy,4931566.796800001,-11.955764436506202,4469982.0032,-10.227944901050243,20,6182696.96,-11.402462299765466
550,2429,projection_yz,4930598.502400001,-11.955644843198028,4469489.664,-10.227592533781753,20,6180690.739200001,-11.402249098656293
550,2429,projection_zx,4931840.0,-11.955810897241816,4470173.286400001,-10.227982519463463,20,6182911.1808,-11.402522446652172
550,1770,projection_xy,27917418.496000003,-13.661142184836132,21500911.616,-12.196176730257715,18,37885296.64,-13.284688142258199
550,1770,projection_yz,27939844.915200002,-13.661234678224618,21502743.347200003,-12.198308980947687,18,37959771.7504,-13.285559977901046
550,1770,projection_zx,27736122.9824,-13.656090504781526,21401105.2032,-12.1870122551841,18,37566860.492800005,-13.277614385802716
550,3919,projection_xy,8231626.3424,-12.49989428579161,7378323.8656,-10.829129728215278,18,10756027.1872,-11.958714120762016
550,3919,projection_yz,8231686.144,-12.49991598404191,7378471.3216,-10.829071346244703,18,10755448.832,-11.958722008453178
550,3919,projection_zx,8231667.3024,-12.49990380896597,7378388.582400001,-10.829094170165014,18,10755674.931200001,-11.958719523296393
550,15000,projection_xy,2013304.6272,-10.967505761421371,1798880.4608,-9.288745989566571,25,2603145.216,-10.429773729202124
550,15000,projection_yz,2011901.7472,-10.966995875996945,1798035.8656000001,-9.28767182352598,25,2600571.0848000003,-10.429016919475155
550,15000,projection_zx,2016615.6288,-10.968727571981082,1800905.9328,-9.291172173831786,25,2608968.704,-10.431557821636543
550,352,projection_xy,937535576.4736,-17.88830130965976,1055165356.4416001,-15.515754265052667,20,805938135.0400001,-17.099969391994094
550,352,projection_yz,992024094.3104,-17.938717603609433,1105317488.2304,-15.616707223061702,20,884469556.8384,-17.161305551098593
550,352,projection_zx,919893390.1312001,-17.87034229976188,1037855568.6912,-15.503505977270237,20,796897365.1968,-17.079343745644927
550,810,projection_xy,380699489.0752,-16.716307790448866,358528031.1296,-14.833536880245276,17,429946830.84800005,-16.121455734904515
550,810,projection_yz,298514723.6352,-16.521387106249485,299608991.3344,-14.464081463025344,17,305937409.6384,-15.857414391727316
550,810,projection_zx,272815357.952,-16.449195482482047,280335561.52320004,-14.325882783894375,17,269372411.0848,-15.759672037450704
550,13781,projection_xy,2344006.0416,-11.128854100010754,2087092.2240000002,-9.460625717413645,8,3049652.0192,-10.594896816818801
550,13781,projection_yz,2344197.3248,-11.128890109928596,2087161.4464,-9.460687108285136,8,3049824.4608,-10.594985414978687
550,13781,projection_zx,2343996.8256,-11.128847494511573,2087079.5264,-9.46067289099312,8,3049784.5248000002,-10.59489254798828
550,1340,projection_xy,43852290.457600005,-14.187108546333311,34901445.8368,-12.649155540189557,13,57499254.784,-13.774980705037256
550,1340,projection_yz,43654178.4064,-14.183400080836945,34782439.014400005,-12.643324444824263,13,57191274.905600004,-13.770064547480482
550,1340,projection_zx,44374845.0304,-14.195873274524319,35184331.9808,-12.666902463364107,13,58446833.2544,-13.787842123464374
550,4749,projection_xy,3275978.7520000003,-11.49501621339646,2924196.0448000003,-9.823341854461912,12,4259285.4016,-10.958352690658165
550,4749,projection_yz,3275989.1968,-11.494942451126443,2923997.3888000003,-9.823330369157553,12,4259240.345600001,-10.958356152304374
550,4749,projection_zx,3275813.0688,-11.494978192233598,2924093.6448000004,-9.823342585340804,12,4259288.268800001,-10.958297777970545
550,499,projection_xy,423887922.7904,-16.972292417278318,453854835.5072,-14.891217888372871,20,453405887.69280005,-16.238127607590613
550,499,projection_yz,406015600.2304,-16.955117058510176,446731753.8816,-14.676276717745374,20,371972374.528,-16.191356801700493
550,499,projection_zx,382103008.05120003,-16.91521689448387,430612624.1792,-14.573560111734476,20,338395083.5712,-16.12545114155742
550,517,projection_xy,398892335.10400003,-16.62506876055683,329630587.2896,-15.113137014219216,22,556230508.544,-16.172139228064523
550,517,projection_yz,495995899.0848,-16.796309317095293,385943496.29440004,-15.451705974203886,22,759770434.7648001,-16.408695214349464
550,517,projection_zx,577409803.8784,-16.922773375441125,433620045.0048,-15.652897571743484,22,914448030.1056,-16.573710383803487
550,4392,projection_xy,17428391.5264,-13.355428422201031,16224501.760000002,-11.55621588609462,30,21012917.452800002,-12.773143269346617
550,4392,projection_yz,17423998.976,-13.355229624913997,16221531.3408,-11.555848586109768,30,21005810.0736,-12.772869592221058
550,4392,projection_zx,17423148.6464,-13.355212079003843,16221269.196800001,-11.555691569369277,30,21002772.48,-12.77281660460538
550,3908,projection_xy,2499217.6128000002,-11.171737542212876,2171175.936,-9.541170413101042,8,3284491.6736000003,-10.664510182056414
550,3908,projection_yz,2499219.4560000002,-11.171687153364138,2171075.1744,-9.541180771090538,8,3284523.0080000004,-10.664510982798305
550,3908,projection_zx,2499275.9808,-11.171685924338613,2171072.7168,-9.541111377444281,8,3284313.088,-10.664535538596185
550,705,projection_xy,482896301.2608,-17.035492516426928,481057518.3872,-14.97903676290872,30,491603204.50560004,-16.37963469734754
550,705,projection_yz,484306635.98080003,-17.03924526966916,482723128.9344,-14.980611784205482,30,492316865.3312,-16.382801049501026
550,705,projection_zx,473895324.8768,-17.020625899775197,474515452.7232,-14.953096281827136,30,479996988.6208,-16.35920606067959
550,8705,projection_xy,6613593.2928,-12.280883423178667,6030500.659200001,-10.534225169202912,15,8197663.129600001,-11.721093710446473
550,8705,projection_yz,6566489.702400001,-12.275599609766305,6001224.0896000005,-10.523101960685786,15,8114108.0064,-11.713333168843368
550,8705,projection_zx,6618295.091200001,-12.281468577265935,6033751.6544,-10.5350101983095,15,8203592.4992,-11.721865318068465
550,7274,projection_xy,179873985.3312,-16.04133617879235,192545986.96960002,-13.711349796926118,20,152946632.2944,-15.307420892743119
550,7274,projection_yz,179921171.25120002,-16.041522340652293,192579004.00640002,-13.711724611638608,20,152999441.2032,-15.307705674019656
550,7274,projection_zx,179799955.86560002,-16.041013368385528,192488747.8272,-13.710711039339085,20,152856677.5808,-15.306973951984004
550,2852,projection_xy,7350693.888,-12.36610229040466,6522902.937600001,-10.696345996581492,12,9517839.9744,-11.835820843460679
550,2852,projection_yz,7348758.937600001,-12.365882803696488,6521584.4352,-10.69582124564873,12,9513240.9856,-11.835535003471838
550,2852,projection_zx,7350349.0048,-12.365993609459958,6522250.035200001,-10.696176372925862,12,9516353.126400001,-11.835769901200399
550,3681,projection_xy,2123198.8736,-11.010984690626744,1872379.4944000002,-9.373870380582616,10,2815452.16,-10.487476687796008
550,3681,projection_yz,2123133.5424,-11.010960938902526,1872338.5344,-9.373835787668462,10,2815362.4576000003,-10.487443278989444
550,3681,projection_zx,2123246.1824000003,-11.011048105184791,1872488.8576,-9.37386453619504,10,2815437.0048,-10.487500879738347
550,6524,projection_xy,9827448.4224,-12.731087457789629,9129247.5392,-10.926334571203022,21,11763426.099200001,-12.151101932953578
550,6524,projection_yz,9826294.1696,-12.731006882680022,9128570.060800001,-10.926114976952423,21,11761047.1424,-12.150974403649686
550,6524,projection_zx,9829008.179200001,-12.731206117377786,9130245.3248,-10.926531442335804,21,11765559.296,-12.151274241164186
550,893,projection_xy,206882956.90240002,-15.980518157813597,182056950.1696,-14.35846564321523,24,277578776.57600003,-15.459311786981976
550,893,projection_yz,233455825.7152,-16.059684447848298,195827544.88320002,-14.559749750035365,24,334118020.71040004,-15.590511789738555
550,893,projection_zx,206074871.808,-15.97232064714708,180687562.3424,-14.360405231017381,24,278075093.8112,-15.455062595890885
550,1456,projection_xy,232212738.86720002,-16.29980815249497,244299884.1344,-14.098373519902257,13,218448671.5392,-15.584715102115103
550,1456,projection_yz,231582020.4032,-16.297743603345843,243835784.3968,-14.09426359998728,13,217623324.2624,-15.58176209637354
550,1456,projection_zx,233116690.02240002,-16.302692104507166,244949660.4672,-14.104110558766973,13,219606011.0848,-15.588933420021414
550,328,projection_xy,1005278619.2384001,-17.94175863858736,1108417708.032,-15.661283463797762,16,921538291.3024,-17.17571611465968
550,328,projection_yz,880313840.4352001,-17.799529357016056,972325650.432,-15.501291404711829,16,795273592.832,-17.0315938248934
550,328,projection_zx,783230540.1856,-17.697226864440225,884892971.8272,-15.341165746127587,16,686224624.8448,-16.9047240334774
550,3427,projection_xy,2657231.4624,-11.2356658866385,2302853.7344,-9.615057483350437,10,3515790.5408,-10.731073464935045
550,3427,projection_yz,2657302.528,-11.235839001193542,2303220.9408,-9.615189279473167,10,3516217.344,-10.731102501721706
550,3427,projection_zx,2657323.2128000003,-11.235813127487448,2303166.0544000003,-9.615135525788798,10,3516043.264,-10.731110953205343
550,10201,projection_xy,2700157.7472,-11.313103690683254,2473098.8544,-9.561919505974217,11,3347863.9616,-10.748472842561602
550,10201,projection_yz,2699334.8608,-11.312859195165498,2472542.0032,-9.561480260636056,11,3346509.824,-10.74814190866516
550,10201,projection_zx,2700064.9728,-11.31308229165595,2473050.112,-9.561881713415648,11,3347747.4304,-10.748435537239141
550,564,projection_xy,339336521.3184,-16.32208568036055,249364296.49920002,-15.139216645848393,19,569753049.4976001,-15.996576508481324
550,564,projection_yz,353268688.4864,-16.355970359914693,257269406.1056,-15.189858940923248,19,596957724.672,-16.04026286502642
550,564,projection_zx,294264635.392,-16.206240836970764,224128113.0496,-14.921660282288897,19,466298601.472,-15.841845179739591
550,1198,projection_xy,52832816.3328,-14.35477304761221,40729513.1648,-13.081846594691093,20,85652222.7712,-13.97725940506268
550,1198,projection_yz,54559644.0576,-14.379915849190256,41683707.4944,-13.114866483782816,20,88297131.21280001,-14.012178820895047
550,1198,projection_zx,52507508.736,-14.353450018423283,40679912.243200004,-13.057735083083934,20,83771064.32000001,-13.970553533249797
550,1799,projection_xy,45160248.115200005,-14.235884693114778,36505128.1408,-12.683272151371085,20,59334714.9824,-13.806890798298747
550,1799,projection_yz,44843666.6368,-14.230546646728728,36326090.3424,-12.672900325277354,20,58770600.755200006,-13.799252788522013
550,1799,projection_zx,44410470.4,-14.224332395254693,36118770.4832,-12.65727828898111,20,57931038.720000006,-13.78871343321804
550,1461,projection_xy,44149240.6272,-14.282191668604787,38095762.2272,-12.541861821344728,13,52088845.107200004,-13.78230809513771
550,1461,projection_yz,45990087.8848,-14.308722895748621,39038143.6928,-12.60950650196785,13,55437367.7056,-13.826660598725658
550,1461,projection_zx,45868725.0432,-14.3075093023155,38994532.7616,-12.603764936062845,13,55144978.8416,-13.823791671869186
550,399,projection_xy,1030360032.8704001,-17.662755709151824,857239715.84,-16.128740648497427,21,1417412503.1424,-17.20247251071364
550,399,projection_yz,1102044148.5312002,-17.70945822055041,894918092.3904,-16.256523110921798,21,1594443903.7952,-17.27549748238613
550,399,projection_zx,1209264399.9744,-17.7890749784491,963008213.8112,-16.411378503783723,21,1838871583.1296,-17.376303169223355
550,3094,projection_xy,173552671.12960002,-16.01239435558263,187481207.60320002,-13.714805946662693,14,153434272.5632,-15.268578255590727
550,3094,projection_yz,173765283.0208,-16.01335945172972,187647931.1872,-13.716571667503509,14,153684004.0448,-15.269907530129595
550,3094,projection_zx,172838669.51680002,-16.00927530188607,186943392.97280002,-13.708571075775879,14,152555696.9472,-15.26410228631425
550,748,projection_xy,869171514.5728,-17.281907843785035,603619328.0,-16.232345617602306,16,1559330763.5712001,-17.017763711785264
550,748,projection_yz,814276463.8208001,-17.226690979583786,573688827.0848,-16.131057437732146,16,1420440266.3424,-16.946929704873305
550,748,projection_zx,652121368.1664001,-17.06882753237,496056349.49120003,-15.738458452546737,16,989426142.4128001,-16.705821077595452
550,512,projection_xy,448255229.952,-16.94300226901676,441774768.128,-15.039676410509337,21,519841041.6128,-16.29881341332701
550,512,projection_yz,616622404.4032,-17.215580746032224,567848258.7648001,-15.446265434673133,21,755972807.0656,-16.64504825091099
550,512,projection_zx,454886319.7184,-16.947971678068264,443801403.392,-15.018800978905197,21,509941540.4544,-16.314757190062643
550,372,projection_xy,306104631.296,-16.72035920220673,359868373.4016,-14.279415353102927,13,258087007.0272,-15.884674751068486
550,372,projection_yz,286770541.3632,-16.651187847430492,337656519.06560004,-14.205617785243131,13,241127705.8048,-15.813836340462691
550,372,projection_zx,374879394.2016,-16.88765970490809,419820732.416,-14.64880155896224,13,362677508.50560004,-16.10472892360334
550,1917,projection_xy,12905671.0656,-13.000034937026856,11695370.24,-11.299109697690948,15,16582266.060800001,-12.446951479485625
550,1917,projection_yz,12905662.8736,-13.000076459635197,11695817.5232,-11.299043184869294,15,16581250.2528,-12.446950790303807
550,1917,projection_zx,12905497.395200001,-13.00004086892527,11695434.137600001,-11.299096180899017,15,16582059.6224,-12.446936868737469
550,1996,projection_xy,2456100.864,-11.0872270936162,2008587.8784,-9.531642662239925,8,3255795.0976,-10.645615494710237
550,1996,projection_yz,2455642.9312,-11.087101658703633,2008355.84,-9.531395401463222,8,3255053.7216000003,-10.64541304350656
550,1996,projection_zx,2451730.6368,-11.086232516020642,2006748.7744,-9.529006642324454,8,3247900.0576,-10.643681885071276
550,2909,projection_xy,1448301.6704000002,-10.582293757856046,1261587.8656000001,-8.967725000335799,9,1936823.296,-10.072147578935503
550,2909,projection_yz,1448270.3360000001,-10.582218142642278,1261500.0064,-8.96780777224685,9,1936970.9568,-10.072124088483713
550,2909,projection_zx,1448196.608,-10.582239558674416,1261524.8896,-8.967762770825534,9,1936890.6752000002,-10.072068814827587
550,436,projection_xy,739602071.552,-17.511525179893994,745778865.7664,-15.459620929469189,20,765329355.5712,-16.842495297261458
550,436,projection_yz,705471027.6096001,-17.457846195105297,709804058.2144,-15.431217992369792,20,745567892.2752,-16.79119795696353
550,436,projection_zx,648027832.32,-17.386304479209997,664541016.8832,-15.313385458583976,20,668889199.4112,-16.6989841472514
550,2265,projection_xy,18737795.891200002,-13.01190091629915,11823889.6128,-12.231099553508354,10,39123691.1104,-12.851796259791046
550,2265,projection_yz,18710495.232,-13.01072995690514,11811144.499200001,-12.233851959249055,10,39222997.8112,-12.850213206547794
550,2265,projection_zx,18385633.28,-12.998037239204569,11673871.1552,-12.21530813613374,10,38558777.344000004,-12.831196483563991
550,6497,projection_xy,1546212.7616,-10.651148964911204,1344186.6752000002,-9.042403583424885,10,2074729.2672000001,-10.14317313345005
550,6497,projection_yz,1546271.5392,-10.651259626951084,1344323.6864,-9.04248856974579,10,2074891.6736,-10.143214405749049
550,6497,projection_zx,1546280.448,-10.651164431808574,1344205.824,-9.04240486952219,10,2074731.7248000002,-10.143220661169648
550,1132,projection_xy,104360941.97760001,-15.135907259022465,83630155.3664,-13.596157262186154,17,137550731.67360002,-14.716344976133401
550,1132,projection_yz,106937568.4608,-15.156123182518046,85201898.7008,-13.624049009068678,17,141130085.1712,-14.742825762295068
550,1132,projection_zx,107040315.80160001,-15.155890239295266,85183620.7104,-13.629042391853872,17,141780647.93600002,-14.743868454317264
550,9378,projection_xy,1855236.0960000001,-10.869486120638442,1643593.6256000001,-9.216565843613882,11,2435714.2528,-10.340997963672061
550,9378,projection_yz,1855548.4160000002,-10.869605979341467,1643775.0784,-9.216854011036357,11,2436360.8064,-10.341180726713771
550,9378,projection_zx,1855173.0176000001,-10.869400412199559,1643463.8848,-9.216441041652846,11,2435434.2912000003,-10.340961047795389
550,359,projection_xy,867020518.1952001,-17.82775657332209,997935860.9408001,-15.411088484965713,21,731872441.1392001,-17.015073438135488
550,359,projection_yz,967134779.8016001,-17.934275615745015,1100804626.8416,-15.522679353073897,21,811095031.8080001,-17.133717503835385
550,359,projection_zx,1066991930.5728,-18.008663687403036,1178868803.1744,-15.681386924292582,21,938760418.0992,-17.240402837406165
550,4672,projection_xy,5765874.073600001,-12.100433739481735,5107089.817600001,-10.46505061286679,12,7691662.9504,-11.57216288296526
550,4672,projection_yz,5766286.131200001,-12.100425728233263,5107052.1344,-10.465132364621262,12,7692242.1248,-11.57224047221949
550,4672,projection_zx,5766267.289600001,-12.100422854618865,5107038.6176,-10.465152252377447,12,7692383.0272,-11.572236924521674
550,11777,projection_xy,2305905.6640000003,-11.096840237184196,2026450.9440000001,-9.476521250218184,13,3094628.352,-10.577103840178271
550,11777,projection_yz,2306049.8432,-11.0968185107871,2026410.3936,-9.476617888395182,13,3094903.808,-10.577171724865027
550,11777,projection_zx,2306041.0368,-11.0967990883368,2026374.144,-9.476577725320077,13,3094789.3248,-10.57716757862092
550,3698,projection_xy,1827332.7104,-10.842266882917476,1602901.1968,-9.214446281465651,11,2430963.9168000002,-10.324544071084741
550,3698,projection_yz,1827274.1376,-10.842297054684531,1602945.7408,-9.214486618715178,11,2431054.2336,-10.324509268649226
550,3698,projection_zx,1827350.9376,-10.842285194158878,1602928.2304,-9.21445268430373,11,2430978.2528,-10.324554900985689
550,614,projection_xy,391548973.87520003,-16.635208068831858,332723309.7728,-15.177997343495008,21,590471495.6800001,-16.151965225394626
550,614,projection_yz,208290657.07520002,-16.109955699288648,205107848.8064,-14.203919798397365,21,240750900.0192,-15.46667447501716
550,614,projection_zx,397348936.0896,-16.632305333959195,331834956.18560004,-15.266802256751944,21,640797638.656,-16.167930136303923
550,30409,projection_xy,3854133.6576,-11.680083346763569,3467634.688,-10.004969233119446,22,5034863.4112,-11.134816928725174
550,30409,projection_yz,3853762.1504,-11.679992030278571,3467343.0528,-10.004827811374785,22,5034207.641600001,-11.134712267523797
550,30409,projection_zx,3853938.688,-11.680039613281744,3467495.0144,-10.004921093494225,22,5034640.1792,-11.134762003046196
550,682,projection_xy,186533439.07840002,-16.277330989360266,239294323.0976,-13.697891281838352,4,151062446.08,-15.346891743250042
550,682,projection_yz,150455228.8256,-15.997838786562246,184984574.3616,-13.47104465222441,4,122579504.3328,-15.113518213833393
550,682,projection_zx,162280583.98720002,-16.06080300314249,196029395.7632,-13.520057713935419,4,128239874.8672,-15.195666404746765
550,1883,projection_xy,130913088.3072,-15.597237043540085,127907148.5952,-13.59291039808884,51,137140004.4544,-14.9624576705297
550,1883,projection_yz,129262983.5776,-15.587467531785444,126761395.8144,-13.574461940612064,51,134829454.13120002,-14.948685439626042
550,1883,projection_zx,130816068.8128,-15.596673921448557,127840826.1632,-13.59189173318503,51,137011396.608,-14.961652734743245
550,492,projection_xy,560280213.9136,-17.17480418984841,546917318.656,-15.2467539471985,21,629073772.544,-16.54101321447755
550,492,projection_yz,669905741.4144,-17.280467901352594,602819316.9408001,-15.69382175491511,21,949573753.2416,-16.7350342497991
550,492,projection_zx,572278597.2224001,-17.17121975750966,545114711.6544,-15.366705830680292,21,702558240.768,-16.564018759834653
550,26,projection_xy,5918145747.3536005,-19.99969757088553,7376987173.6832,-17.318967977039215,29,4242161428.0704,-19.100464141032468
550,26,projection_yz,7571188482.048,-20.299506782209626,9723054338.8672,-17.559367317101717,29,5293548870.0416,-19.367910144814225
550,26,projection_zx,7319467327.488,-20.25781721745725,9356790097.5104,-17.519874690452518,29,5104460837.6832,-19.331198691324204
550,615,projection_xy,1113683237.2736,-17.98754160249525,1156156542.1568,-15.709484063888127,43,963371125.9648,-17.286904207196528
550,615,projection_yz,1123340622.2336001,-17.993742589063608,1162778614.1696,-15.722605230691723,43,975084139.3152001,-17.296278660302548
550,615,projection_zx,1087845800.3456001,-17.970023493146094,1137651902.0544,-15.674617301963814,43,932925407.232,-17.261418348687855
550,1278,projection_xy,59708879.66720001,-14.595497289199733,50839224.32,-12.962750972495826,19,76753888.8704,-14.110097306202752
550,1278,projection_yz,59016760.5248,-14.584034200633793,50305292.6976,-12.951256365281633,19,75945587.5072,-14.097438417653352
550,1278,projection_zx,59643042.2016,-14.590338918922685,50598258.278400004,-12.971179004605009,19,77352009.728,-14.108899468310197
550,1160,projection_xy,1900385.8944,-10.881035447242871,1661170.3808000002,-9.257168263822834,9,2528525.312,-10.36710449552902
550,1160,projection_yz,1899851.776,-10.8807156834474,1660681.216,-9.256691171901672,9,2527414.4768000003,-10.366799297939489
550,1160,projection_zx,1900206.4896000002,-10.880997632068395,1661112.5248,-9.257102130851806,9,2528371.3024,-10.367001992409962
550,349,projection_xy,805262747.2384,-17.616204214976513,821261919.8464,-15.565015728913878,19,843346975.1296,-16.934844020973905
550,349,projection_yz,850917484.1344,-17.66516117089691,859141046.2720001,-15.632977659150697,19,897823696.4864,-16.994718618417664
550,349,projection_zx,520913997.0048,-17.239216557113814,580345502.1056,-14.975694839347366,19,490092363.776,-16.46191506780078
550,2212,projection_xy,15858552.0128,-12.944297418545089,11110125.568,-11.725143315512518,11,24550329.548800003,-12.670658827321697
550,2212,projection_yz,15939754.3936,-12.947905157479822,11147104.256000001,-11.733278571462701,11,24734972.3136,-12.676204063301737
550,2212,projection_zx,15737778.9952,-12.939173916765542,11057821.2864,-11.712575310512698,11,24267784.192,-12.662358605605815
550,7254,projection_xy,8477611.6224,-12.546927962374594,7704974.131200001,-10.830852071664367,25,10773103.4112,-11.990683791811902
