27,Optimal parameters not found: The maximum number of function evaluations is exceeded.
35,Optimal parameters not found: The maximum number of function evaluations is exceeded.
57,Optimal parameters not found: The maximum number of function evaluations is exceeded.
66,Optimal parameters not found: The maximum number of function evaluations is exceeded.
71,Optimal parameters not found: The maximum number of function evaluations is exceeded.
130,Optimal parameters not found: The maximum number of function evaluations is exceeded.
147,Optimal parameters not found: The maximum number of function evaluations is exceeded.
160,`ydata` must not be empty!
169,Optimal parameters not found: The maximum number of function evaluations is exceeded.
177,`ydata` must not be empty!
196,Optimal parameters not found: The maximum number of function evaluations is exceeded.
209,Optimal parameters not found: The maximum number of function evaluations is exceeded.
226,`ydata` must not be empty!
240,Optimal parameters not found: The maximum number of function evaluations is exceeded.
241,Optimal parameters not found: The maximum number of function evaluations is exceeded.
245,`ydata` must not be empty!
250,Optimal parameters not found: The maximum number of function evaluations is exceeded.
252,`ydata` must not be empty!
257,`ydata` must not be empty!
267,`ydata` must not be empty!
273,Optimal parameters not found: The maximum number of function evaluations is exceeded.
277,Optimal parameters not found: The maximum number of function evaluations is exceeded.
278,`ydata` must not be empty!
283,`ydata` must not be empty!
284,`ydata` must not be empty!
285,Optimal parameters not found: The maximum number of function evaluations is exceeded.
289,Optimal parameters not found: The maximum number of function evaluations is exceeded.
295,Optimal parameters not found: The maximum number of function evaluations is exceeded.
297,Optimal parameters not found: The maximum number of function evaluations is exceeded.
299,Optimal parameters not found: The maximum number of function evaluations is exceeded.
301,`ydata` must not be empty!
302,`ydata` must not be empty!
308,Optimal parameters not found: The maximum number of function evaluations is exceeded.
309,`ydata` must not be empty!
310,`ydata` must not be empty!
311,Optimal parameters not found: The maximum number of function evaluations is exceeded.
317,`ydata` must not be empty!
321,`ydata` must not be empty!
327,`ydata` must not be empty!
331,Optimal parameters not found: The maximum number of function evaluations is exceeded.
336,Optimal parameters not found: The maximum number of function evaluations is exceeded.
341,Optimal parameters not found: The maximum number of function evaluations is exceeded.
343,`ydata` must not be empty!
345,Optimal parameters not found: The maximum number of function evaluations is exceeded.
353,Optimal parameters not found: The maximum number of function evaluations is exceeded.
354,`ydata` must not be empty!
355,`ydata` must not be empty!
356,`ydata` must not be empty!
357,`ydata` must not be empty!
360,`ydata` must not be empty!
361,Optimal parameters not found: The maximum number of function evaluations is exceeded.
362,Optimal parameters not found: The maximum number of function evaluations is exceeded.
364,Optimal parameters not found: The maximum number of function evaluations is exceeded.
366,`ydata` must not be empty!
368,`ydata` must not be empty!
369,`ydata` must not be empty!
371,`ydata` must not be empty!
374,Optimal parameters not found: The maximum number of function evaluations is exceeded.
376,`ydata` must not be empty!
377,`ydata` must not be empty!
378,`ydata` must not be empty!
382,`ydata` must not be empty!
385,Optimal parameters not found: The maximum number of function evaluations is exceeded.
387,Optimal parameters not found: The maximum number of function evaluations is exceeded.
389,`ydata` must not be empty!
391,`ydata` must not be empty!
393,`ydata` must not be empty!
394,`ydata` must not be empty!
395,`ydata` must not be empty!
396,Optimal parameters not found: The maximum number of function evaluations is exceeded.
398,`ydata` must not be empty!
400,`ydata` must not be empty!
401,`ydata` must not be empty!
402,`ydata` must not be empty!
405,`ydata` must not be empty!
407,Optimal parameters not found: The maximum number of function evaluations is exceeded.
408,`ydata` must not be empty!
