n_1D,reff_2D,Ie_1D,reff_1D,theta_2D,pixel,y0_2D,sim,view,ellip_2D,FOV,x0_2D,n_2D,Ie_2D
0.6808552797609979,1.4844482004058317,242995.78372467446,1.3794027234708637,1.6947741807814438,700,-0.7316988131729436,3000,projection_xy,0.2708626886027806,14,-0.0899053802776842,0.7986895386991919,199118.41315021564
0.729133411301646,1.8835031873598018,167949.3192597984,1.6604646165184693,2.247472159362097,700,-0.2568026912871059,3000,projection_yz,0.2905103110249342,14,0.6269581304100207,0.8926668538066082,130004.91224150444
0.645321689080956,1.6436815068765371,239362.50791744445,1.4258108860975762,3.0787495713142192,700,0.07995316405714817,3000,projection_zx,0.3425030431929131,14,0.24819638403181235,0.8536343883381022,175732.93597808803
0.8246281063021069,1.8646802272880818,140871.25050071257,1.6073896555536473,2.3900019821121177,600,0.05721521905178679,6635,projection_xy,0.122400004598837,12,-0.47773935636186476,1.0058549469381652,105989.02273296865
0.6808552797609979,1.4844482004058317,242995.78372467446,1.3794027234708637,1.6947741807814438,700,-0.7316988131729436,3000,projection_xy,0.2708626886027806,14,-0.0899053802776842,0.7986895386991919,199118.41315021564
0.729133411301646,1.8835031873598018,167949.3192597984,1.6604646165184693,2.247472159362097,700,-0.2568026912871059,3000,projection_yz,0.2905103110249342,14,0.6269581304100207,0.8926668538066082,130004.91224150444
0.645321689080956,1.6436815068765371,239362.50791744445,1.4258108860975762,3.0787495713142192,700,0.07995316405714817,3000,projection_zx,0.3425030431929131,14,0.24819638403181235,0.8536343883381022,175732.93597808803
0.8246281063021069,1.8646802272880818,140871.25050071257,1.6073896555536473,2.3900019821121177,600,0.05721521905178679,6635,projection_xy,0.122400004598837,12,-0.47773935636186476,1.0058549469381652,105989.02273296865
0.627928148628634,1.7601592263372883,169393.2413129669,1.3817314668093263,1.0927903509585448,600,0.12171034404312393,6635,projection_yz,0.0856411873250638,12,-0.00479364967971145,0.9225432905499393,109472.19174230931
0.5560368953908192,1.6572786684217877,174274.49657346413,1.4120267399202624,0.5027831782750454,600,0.4415899115741784,6635,projection_zx,0.03486103542246194,12,-0.13446792673581906,0.7727477372807374,126319.08461414403
0.6100314680968167,1.9664108555564195,122688.5266168744,1.183760400365606,0.2196307227311074,500,0.020161174475156935,35974,projection_xy,0.09864840955099413,10,0.0663494342316444,1.2111675279210539,52976.75698653738
0.5690691411744261,2.4092556556693676,108704.71463062661,1.3418017102372015,1.904292797248285,500,-0.3314898859651669,35974,projection_yz,0.2179564096728761,10,0.03348279360872386,1.22392503183469,43181.970462454665
0.7035583332983465,2.2562106705538696,87851.58076988871,1.5029260892922205,0.39249261771493593,500,-0.13627175130506317,35974,projection_zx,0.154221238192923,10,0.32625172748188797,1.2006438854286123,44352.877242952054
0.3136352420002445,1.209706486006804,158124.60130721857,1.0097687339488333,2.162549909317317,450,0.07520352144978044,2783,projection_xy,0.1414127012897785,9,0.0051833798472031975,0.5227779775125274,114987.71649623016
0.39731843605943773,1.19139305882581,150309.08062225053,0.9966237455758191,2.9223709514629483,450,-0.5642976073580145,2783,projection_yz,0.12208919715813497,9,-0.08781134541122955,0.6112485024481301,107828.18314299942
0.5399484613092789,1.1415137645763236,138200.43794172755,1.0163228155550539,1.368555448319352,450,-0.023124157653488756,2783,projection_zx,0.03853003476954361,9,0.5554210922219907,0.6965430470309922,108092.95779954137
0.6134042275291928,1.4139204380993924,109404.32953391936,1.148515533043014,1.1238291692366822,500,0.06489504181194469,13377,projection_xy,0.1130993039134269,10,-0.21491111881926306,0.8521363083652588,75568.34389859972
0.6001717093269893,1.4098312541206368,130655.88064542704,1.0155248009139777,0.05833888813589283,500,-0.551494196505109,13377,projection_yz,0.14069336247773584,10,-0.010543681793217189,0.9755925513766607,75177.3441058845
0.4933985369234363,1.2983631155521074,149940.55256632177,0.9479489068342607,1.39366606236565,500,0.1652509676096353,13377,projection_zx,0.09658342374235575,10,0.5352483418705424,0.8576761201933141,87615.17626932738
1.250112584023125,2.5622386426366406,6120104.908762395,2.718628896421884,2.1681957869841497,1100,0.10713418040017438,575,projection_xy,0.06662724572923397,22,0.7750908507120225,1.1284337299730376,6342940.390382249
