galaxyID,FOV,view,band,pixel,Ie_1D,reff_1D,n_1D,Ie_2D,reff_2D,n_2D,x0_2D,y0_2D,ellip_2D,theta_2D
220,23,projection_xy,band_g,1150,11466656.806541802,5.239552949429194,0.2142879860991507,6500002.70016598,6.867537671146497,0.5608055898965643,-0.23458018617871693,-2.3478530890929235,0.22727753854707364,2.497154864170451
220,23,projection_xy,mockmass,1150,91393.22835284627,3.018179931262784,0.49658037103582925,63351.9100591357,3.8030173121781474,0.7290384105391856,0.6208616911249611,-1.6093889607887337,0.15783461316080113,2.3076817928248943
220,23,projection_yz,band_g,1150,13687221.918646572,5.997891955091176,0.30108104224861276,12325514.15861845,6.305186799326973,0.39460060452863477,2.181030227635469,-1.0110745614135328,0.6549084008518258,2.5532008097231143
220,23,projection_yz,mockmass,1150,111049.61771648366,3.8033917846625003,0.6395499203661811,96997.78424234771,4.04713637859927,0.7166974165478845,1.6472521530050785,-1.132221238665943,0.508655223148749,2.585249443644841
220,23,projection_zx,band_g,1150,12009735.692469448,4.482579004484302,0.17384948152940385,13020667.440961385,5.575556924377869,0.14882834997363034,1.295421970196948,0.5757320111530644,0.3714860956912701,1.2985253180778429
220,23,projection_zx,mockmass,1150,109376.96844155344,3.0508946354209616,0.5452087985664258,82586.92055298909,3.55932173117083,0.7280996680254573,1.1001527420525345,-0.601419978918122,0.26445180857465916,1.2517088593693195
221,20,projection_xy,band_g,1000,37311613.18276903,0.5489528371798084,19.999999999999996,16523.83765209223,99.99999999999748,8.808926088386668,0.0037536034824251006,-0.0010323682296812468,0.25500451471179864,1.3048933870064552
221,20,projection_xy,mockmass,1000,132311.74697068692,2.890862651182263,0.6857152218085686,86710.44050542428,3.758384372131827,0.9628061028729851,3.2072239032421543,0.8931210133925295,0.24509749308922713,0.03534871956950525
221,20,projection_yz,band_g,1000,3927757.155599477,6.632122985663527,0.4827749207677591,4006742.934885588,6.571846580621495,0.43443512050434774,-1.4014270694732842,1.3379337554795465,0.5976544580938714,2.49786970653167
221,20,projection_yz,mockmass,1000,226678.95719207314,2.9456895245112857,0.8021287407447957,171390.66164764363,3.3945035325268194,0.989021990347562,-0.9087939843008791,1.1665521823463005,0.5440886297978407,2.4979793986494307
221,20,projection_zx,band_g,1000,93140.2155011755,76.69984624074465,3.5799786557701485,1000067.6768927565,11.830085755519216,1.801939003287315,-0.06554440352709037,-0.028972974434485373,0.33436666483641453,1.6466971826682029
221,20,projection_zx,mockmass,1000,159443.20234135163,2.9891472053620736,0.6688213173101759,109928.25455033341,3.7050841420440563,0.9173899264051486,-1.1383705431031643,-3.167261645441142,0.3820894738485607,1.7402234181647138
222,20,projection_xy,band_g,1000,3493768.848039181,5.143177233533731,0.19306385153284952,3206655.3999225046,5.962719841907468,0.23579854807539297,1.3177358097532577,1.2495125045731923,0.25792449477878704,0.4856807232569871
222,20,projection_xy,mockmass,1000,134204.8053782718,2.9721038164529867,0.9448020457317059,113265.48171007568,3.195421522722209,1.0370036228403243,1.364798986643276,1.3722058457000803,0.2669739569286119,0.6391657524813361
222,20,projection_yz,band_g,1000,3612464.014263916,5.298134931870073,0.18689542679597163,3294552.960705319,6.318232869385871,0.23347478690372464,-1.3901244648858184,0.5661707842653566,0.4463446194649177,2.3176289440771285
222,20,projection_yz,mockmass,1000,180716.60235961524,2.8624818824457106,0.856529590088531,142782.17804845996,3.1962293613205346,1.0092023374252999,-1.3909145895827084,0.639638974437039,0.4165436946392293,2.368733132470485
222,20,projection_zx,band_g,1000,3517721.591955828,5.243672810314703,0.18632748182692316,3226586.710790756,6.250314411825307,0.22223951665112057,-0.5990088371635718,-1.1885034947737227,0.3116566437745246,2.1988248745651084
222,20,projection_zx,mockmass,1000,118704.3811422543,3.0264088923989587,1.0654750688615757,108010.97052729652,3.10316315693025,1.0896135653372827,-0.6443458196871817,-1.3655466911873997,0.19275461678799802,2.0996038452635055
224,24,projection_xy,band_g,1200,7145356.110370562,6.714120561271049,0.24088218027935263,6648278.9010218475,7.176567001771753,0.2807073310150793,-0.20074148031733718,0.7075663710991864,0.5782901025615872,2.987641861152497
224,24,projection_xy,mockmass,1200,125642.55130807224,3.9170015664785347,0.6383189030643386,95578.22729621035,4.595291813625966,0.8185621929701757,-0.5905996916990716,0.23510383661474057,0.5326370639419272,2.977336794202028
224,24,projection_yz,band_g,1200,42198.65598979115,99.99999999998425,7.066670580539036,1121275.2038153491,16.86659382034431,2.7014981593228216,1.0593098247496289,1.9780274636202761,0.7467887133291022,1.2323454597182462
224,24,projection_yz,mockmass,1200,166584.6350666347,3.7877348492356653,0.738618337397979,132858.38087369845,4.2664181953146185,0.8867248193834469,-0.2259361931420788,-1.1499705604051516,0.6252128708616623,1.165013932890993
224,24,projection_zx,band_g,1200,7116440.125589547,5.772712538752133,0.24700469727736124,6577431.631859383,6.147499672174781,0.2988852989625799,1.2395457516343513,0.12738223125686227,0.080212733804143,1.2588065442593255
