lum_V,mag_U,lum_U,pixel,mag_V,sim,lum_J,mag_J,FOV,view
47760693.6576,-12.714418912855944,41856948.633600004,900,-14.387676564224993,1782,77747925.81120001,-15.15672202894924,18,projection_yz
47722964.5824,-12.713021588418709,41803114.0864,900,-14.386818536248192,1782,77730067.2512,-15.156472608631159,18,projection_zx
3893162.3936,-10.218841392566002,4202779.033600001,900,-11.66575629902918,22246,5076436.582400001,-12.193897412779375,18,projection_xy
3893189.4272000003,-10.218854619374891,4202830.2336,900,-11.665763838210285,22246,5076449.6896,-12.193900216112578,18,projection_yz
3893172.2240000004,-10.218845096088732,4202793.3696,900,-11.665759040555642,22246,5076443.5456,-12.193898902051039,18,projection_zx
390365393.7152,-14.252727464124401,172619949.6704,600,-16.66867827514615,254,1956842045.44,-18.658889428015286,12,projection_xy
272198349.6192,-13.91587286139838,126575352.2176,600,-16.27721371920129,254,1285223455.1296,-18.202446606897595,12,projection_yz
332166332.416,-14.09161596158793,148814888.96,600,-16.49338902824349,254,1646341914.624,-18.471300087843638,12,projection_zx
1544759332.0448,-16.476411735248664,1338334563.5328,1250,-18.162152068776777,178,5037663191.04,-19.685572819992128,25,projection_xy
1755387212.5952,-16.737331203053518,1701893898.24,1250,-18.300932325857556,178,5413384329.6256,-19.763672153590587,25,projection_yz
1343522917.5808,-16.251779764327406,1088207978.496,1250,-18.01061269738071,178,4490551466.3936,-19.560749195551267,25,projection_zx
4429797.7856,-10.319315323347311,4610267.5456,550,-11.805959754269583,3429,6130741.6576000005,-12.398782539607495,11,projection_xy
4429593.8048,-10.319179013396163,4609688.7808,550,-11.805909757757426,3429,6130717.9008,-12.398778332340367,11,projection_yz
4431397.2736,-10.31989510057052,4612730.0608,550,-11.80635171540754,3429,6131467.878400001,-12.39891114354528,11,projection_zx
2726333671.0144,-16.753032172769903,1726684017.4592001,1250,-18.778947518156247,93,9757780659.4048,-20.40337762895774,25,projection_xy
2642051229.2864003,-16.690397601892595,1629892798.0544,1250,-18.744853085789664,93,9781413884.7232,-20.406004089410686,25,projection_yz
3395814844.0064,-17.015531791096222,2198936643.1744003,1250,-19.01736000603631,93,12264176772.710402,-20.651596004252823,25,projection_zx
2389879.6032000002,-9.693753388714654,2591202.5088,700,-11.13594005678151,13249,3139987.2512000003,-11.672319711946788,14,projection_xy
2389933.8752,-9.693793205201136,2591297.5360000003,700,-11.135964712586837,13249,3140007.3216000004,-11.672326651812632,14,projection_yz
2389937.3568,-9.693797753112062,2591308.3904,700,-11.135966294260896,13249,3140007.1168,-11.672326580997897,14,projection_zx
8330051.584000001,-11.003300491951485,8656058.7776,550,-12.491619226979513,3488,11292050.2272,-13.061932003068023,11,projection_xy
8330077.798400001,-11.003318473559212,8656202.137600001,550,-12.491622643750478,3488,11292004.352,-13.061927592135934,11,projection_yz
8326100.582400001,-11.002470239456013,8649442.099200001,550,-12.491104132554366,3488,11290438.8608,-13.061777058337551,11,projection_zx
14077247.488,-11.152375178559002,9930018.816,1250,-13.061294364708203,11869,28596974.3872,-14.070800215999778,25,projection_xy
14075823.718400002,-11.15215570906129,9928011.776,1250,-13.061184548042593,11869,28596256.768000003,-14.070772969938279,25,projection_yz
14074898.022400001,-11.151961643154952,9926237.3888,1250,-13.061113142295245,11869,28595984.7936,-14.070762643626711,25,projection_zx
263701109.14560002,-15.310677595146014,457373541.9904,850,-16.242779891176806,905,333010200.1664,-16.736143840583647,17,projection_xy
272718967.6032,-15.37417371632544,484919318.9376,850,-16.27928836042923,905,336163975.9872,-16.746377929300706,17,projection_yz
263037150.8224,-15.299791614444256,452810663.5264,850,-16.2400427291875,905,332984300.3392,-16.73605939430044,17,projection_zx
161341020.56960002,-14.920828718938054,319397481.6768,1000,-15.709361999410387,1004,170575121.6128,-16.00978922396383,20,projection_xy
160985343.5904,-14.919496846957422,319005917.184,1000,-15.70696584710517,1004,170443787.4688,-16.008952940471538,20,projection_yz
160900343.3984,-14.914848058264472,317642951.8848,1000,-15.706392427461235,1004,170477656.4736,-16.00916866644305,20,projection_zx
801044483.2768,-16.232935918085733,1069484186.0096,1100,-17.449141584546542,497,1180075609.2928,-18.109774585313346,22,projection_xy
810583117.0048001,-16.243774980379584,1080214473.9328,1100,-17.461993884808255,497,1184356001.3824,-18.113705662632892,22,projection_yz
768618371.4816,-16.13371583683167,976082069.0944,1100,-17.4042769018487,497,1167173825.3312001,-18.097838849111863,22,projection_zx
722552854.9376,-15.640127371033312,619513747.8656,650,-17.33717405337476,650,1940447769.3952,-18.64975489356134,13,projection_xy
638836277.248,-15.541652572440839,565797506.2528,650,-17.20347392552773,650,1797921334.8864,-18.56692671491664,13,projection_yz
680060728.1152,-15.452514067564241,521201464.11520004,650,-17.27136924024987,650,1895341595.0336,-18.62421873426763,13,projection_zx
5906428.3136,-10.652916944801238,6268545.4336,950,-12.118312343233793,7689,7875688.857600001,-12.67072137566857,19,projection_xy
5907442.483200001,-10.653216075691482,6270272.7168000005,950,-12.118498754728236,7689,7876102.5536,-12.670778405972406,19,projection_yz
5907542.425600001,-10.653251111954614,6270475.0592,950,-12.118517123110916,7689,7876141.056000001,-12.670783713590886,19,projection_zx
3030790.9632,-9.970844594812323,3344551.1168,550,-11.39388995914786,6499,3834025.1648000004,-11.88913739765787,11,projection_xy
3030802.8416,-9.970853636583964,3344578.9696,550,-11.393894214401296,6499,3834030.08,-11.889138789565052,11,projection_yz
3030920.1920000003,-9.970924372551515,3344796.8768,550,-11.393936252474376,6499,3834072.2688,-11.889150736694997,11,projection_zx
805028128.3584,-15.306808650376922,455746623.8976,2150,-17.45452763811662,615,2597956091.9040003,-18.966579516953235,43,projection_xy
777247784.96,-15.250482296442804,432706001.30560005,2150,-17.416398732606606,615,2566053376.8192,-18.953164214876054,43,projection_yz
572104690.8928,-14.91657907188105,318149781.0944,2150,-17.08368877179359,615,1927849757.9008,-18.64268296310649,43,projection_zx
10636567.3472,-11.330052048184193,11695554.56,950,-12.757003735617158,8353,13435689.3696,-13.250649886214461,19,projection_xy
10636784.4352,-11.330088703178092,11695949.4144,950,-12.757025894824004,8353,13435763.0976,-13.250655844147623,19,projection_yz
10636332.2368,-11.330010828849783,11695110.5536,950,-12.756979736267901,8353,13435603.353600001,-13.250642935251115,19,projection_zx
3115175431.3728004,-16.50927453538993,1379462230.8352,1450,-18.923706272537594,18,14549621145.6,-20.83712921242552,29,projection_xy
3224737572.4544,-16.55196706598411,1434784995.7376,1450,-18.961235944348935,18,14702186437.017601,-20.848454814238043,29,projection_yz
3025724139.1104,-16.490345190252995,1355620338.8928,1450,-18.892073325143752,18,13572349152.4608,-20.76163755865813,29,projection_zx
2485885547.3152003,-17.036652890582932,2242131892.6336,1300,-18.67870282352182,96,8105572171.776,-20.20195919270974,26,projection_xy
1702169568.8704002,-16.55690319230667,1441322867.0976,1300,-18.26750705499492,96,5949887820.595201,-19.866271944003827,26,projection_yz
1723242486.1696,-16.50131865164175,1369390972.928,1300,-18.280865983805313,96,6065976508.416,-19.887251810236208,26,projection_zx
6007341.875200001,-11.045457814260232,8998769.4592,500,-12.136705870399425,2727,5893244.928,-12.355886227745682,10,projection_xy
6013227.4176,-11.048003900813317,9019896.6272,500,-12.137769072453054,2727,5894336.512,-12.356087316031473,10,projection_yz
6010072.678400001,-11.04673683621441,9009376.4608,500,-12.137199309639637,2727,5893752.012800001,-12.355979645997905,10,projection_zx
205635990.32320002,-13.53916428053634,89467584.51200001,650,-15.972747817525935,704,928333063.7824,-17.849259546720727,13,projection_xy
200281227.264,-13.498989104019046,86217542.8608,650,-15.944100609907231,704,929827599.1552,-17.85100608193247,13,projection_yz
227033061.7856,-13.641112413404144,98275432.8576,650,-16.080222765290213,704,1033985798.9632001,-17.96628643520653,13,projection_zx
751664313.1392001,-16.601631911877494,1501940626.2272,1050,-17.380059829205,614,955913234.0224,-17.88104618546172,21,projection_xy
699770077.184,-16.46848159558932,1328595075.072,1050,-17.302388419275072,614,936308847.4112,-17.85854781789779,21,projection_yz
746907657.8304,-16.559892415520387,1445296550.7072,1050,-17.373167280396377,614,956356991.3856001,-17.881550092741776,21,projection_zx
2678214518.3744,-17.023016884712327,2214148544.9216003,1450,-18.75961339996393,89,8750654449.2544,-20.28510133629043,29,projection_xy
2278313846.3744,-16.756201356164947,1731731442.8928,1450,-18.58403387394078,89,7625011468.6976,-20.135601253092414,29,projection_yz
2537947555.4304,-16.940845835082968,2052760744.7552001,1450,-18.701206608795346,89,8365161840.64,-20.23618586916862,29,projection_zx
107419500.544,-13.624209035394728,96757271.75680001,1150,-15.26770782188866,1511,170138363.4944,-16.007005627878893,23,projection_xy
108003282.12480001,-13.633823254580111,97617864.2944,1150,-15.273592383787534,1511,170405842.1248,-16.008711199654616,23,projection_yz
107919481.2416,-13.632443641867038,97493902.95040001,1150,-15.272749622644334,1511,170367962.3168,-16.008469822655517,23,projection_zx
817291853.824,-15.243218152904241,429820634.7264,1050,-17.47094292551517,359,2937923724.9024,-19.100101290851384,21,projection_xy
909568691.4048,-15.371675168740964,483804682.6496,1050,-17.58708875732105,359,3204053991.4240003,-19.194249564395005,21,projection_yz
890150322.176,-15.345977390238371,472488188.3136,1050,-17.563658383406892,359,3152783238.7584,-19.176735282525364,21,projection_zx
61201527.6032,-12.93743664966997,51401365.913600005,900,-14.656905655909679,1343,102862480.9984,-15.460642487764556,18,projection_xy
60698676.4288,-12.922770447367515,50711701.0944,900,-14.647948052814353,1343,102616124.6208,-15.458039022885181,18,projection_yz
61226234.6752,-12.93825494584727,51440120.6272,900,-14.657343879437562,1343,102873228.9024,-15.460755928338525,18,projection_zx
57460542.668800004,-12.684909305729011,40734624.9728,100,-14.588424308097029,682,451292010.9056,-17.06614411349057,2,projection_xy
105122522.7264,-14.470978012626222,211052842.1888,100,-15.24423943630907,682,611749147.4432,-17.396433431937492,2,projection_yz
54214446.2848,-12.425105024882342,32065794.867200002,100,-14.525287566244657,682,451302653.952,-17.06616971865146,2,projection_zx
964225925.12,-16.257912360471458,1094371927.6544,1050,-17.650447010423985,492,1837792178.9952002,-18.590740997469425,21,projection_xy
886441404.0064,-16.209431767536902,1046580664.7296001,1050,-17.559125082336,492,1770842908.2624002,-18.550450091426928,21,projection_yz
959043443.0976001,-16.30297322309815,1140746878.976,1050,-17.64459570111288,492,1826015202.5088,-18.583760972341537,21,projection_zx
58305537.6384,-13.474546384584652,84298249.01120001,800,-14.604274510893635,1244,75273161.93280001,-15.121600398599206,16,projection_xy
58165539.6352,-13.470698485161755,84000020.88960001,800,-14.601664404119838,1244,75223721.57440001,-15.120887039122636,16,projection_yz
58200929.07520001,-13.472783857788166,84161514.7008,800,-14.60232479362696,1244,75231815.2704,-15.121003852620767,16,projection_zx
23285458.5344,-12.335357038623446,29521798.7584,700,-13.607711986066867,1303,28303874.4576,-14.059614723120195,14,projection_xy
23285868.134400003,-12.334618890839753,29501734.912,700,-13.607731084408329,1303,28306210.816,-14.059704342095024,14,projection_yz
23257125.6832,-12.331082741155242,29405806.592,700,-13.606390099598858,1303,28300597.6576,-14.05948901784403,14,projection_zx
11370563.9936,-11.411776049587758,12609864.499200001,650,-12.829455016871837,1950,14588870.656000001,-13.340054184694086,13,projection_xy
11376062.464,-11.412700650015232,12620607.488,650,-12.829979920071132,1950,14590790.8608,-13.340197081202582,13,projection_yz
11369496.576000001,-11.411597228978152,12607787.827200001,650,-12.829353088037372,1950,14588515.123200001,-13.34002772482987,13,projection_zx
4353434.0096,-10.393122650857155,4934567.1168,500,-11.787079914262979,3043,5362779.3408,-12.253474819163,10,projection_xy
4353308.2624,-10.393081914537518,4934381.9776,500,-11.787048552754062,3043,5362719.9488,-12.253462794726108,10,projection_yz
4353214.464000001,-10.393037841886379,4934181.6832,500,-11.787025158725918,3043,5362691.6864,-12.253457072705924,10,projection_zx
44083252.4288,-12.070053426935768,23121785.6512,1900,-14.300684072355029,2550,137038095.9744,-15.77210328963466,38,projection_xy
43993700.7616,-12.070483022851658,23130936.1152,1900,-14.298476241196983,2550,136903052.4928,-15.771032828990926,38,projection_yz
44057241.190400004,-12.074339380561156,23213239.500800002,1900,-14.300043246715834,2550,136950736.4864,-15.77141093030517,38,projection_zx
29635038.412800003,-12.233833673298246,26886450.3808,1350,-13.86951373626476,6591,46907942.5024,-14.608115960354958,27,projection_xy
29641670.656000003,-12.23423533665897,26896398.7456,1350,-13.869756693969538,6591,46910960.435200006,-14.608185811500153,27,projection_yz
29641441.28,-12.234226209596219,26896172.6464,1350,-13.869748292189687,6591,46910849.024000004,-14.608183232927555,27,projection_zx
1320331667.0464,-16.111959047775084,956717282.0992,1000,-17.991707598990022,303,4248597168.1280003,-19.500613888236416,20,projection_xy
1855973018.8288002,-16.53390163766517,1411109303.0912,1000,-18.36142914595315,303,5585706051.1744,-19.797695192845,20,projection_yz
1235466846.208,-15.93539429491516,813125756.5184001,1000,-17.919577738970684,303,4023959473.3568,-19.441633995361883,20,projection_zx
28855618.7648,-12.469148729638235,33393311.744000003,750,-13.84057597882077,2677,42543883.878400005,-14.502092836505085,15,projection_xy
28811942.2976,-12.464664033109823,33255663.206400003,750,-13.838931340832662,2677,42528168.3456,-14.501691695996865,15,projection_yz
28825413.222400002,-12.467671713242805,33347914.956800003,750,-13.839438854437379,2677,42530507.9808,-14.501751424804151,15,projection_zx
130713911.296,-14.330970722753008,185518954.9056,750,-15.480804525140869,1221,192905845.14560002,-16.14336346796949,15,projection_xy
132974379.008,-14.356775421503762,189980999.68,750,-15.49941992709184,1221,193821212.67200002,-16.14850326618117,15,projection_yz
128434516.7872,-14.241045942654285,170772673.3312,750,-15.461704390245078,1221,192347543.9616,-16.14021661319749,15,projection_zx
6780799.7952000005,-10.819479010915355,7307883.3152,1200,-12.268202304784342,4734,8899442.2784,-12.803406976442929,24,projection_xy
6781081.190400001,-10.819559335877525,7308423.9872,1200,-12.268247360622372,4734,8899537.3056,-12.803418569744782,24,projection_yz
6780999.270400001,-10.819534752201985,7308258.5088,1200,-12.268234244123004,4734,8899515.1872,-12.803415871314886,24,projection_zx
126698088.03840001,-14.2219921016811,167801887.12960002,650,-15.446925152823486,1017,169295059.3536,-16.001610709998005,13,projection_xy
127053162.0864,-14.236026809232467,169985048.576,650,-15.449963695496386,1017,169376140.4928,-16.002130581366306,13,projection_yz
125723803.648,-14.213247185351772,166455777.68960002,650,-15.438543779224279,1017,168945162.6496,-15.999364403200317,13,projection_zx
120387652.8128,-14.028143665027358,140364559.1552,900,-15.391454867839332,979,165585354.752,-15.977554807093533,18,projection_xy
120459336.08960001,-14.03080269387586,140708741.12,900,-15.392101163078898,979,165573990.8096,-15.977480291644323,18,projection_yz
120922413.4656,-14.033846915367395,141103818.3424,900,-15.396267016466489,979,165817483.264,-15.979075798116792,18,projection_zx
828447653.888,-15.169794687721701,401714839.55200005,800,-17.48566268096565,159,3845115189.6576004,-19.392273386665686,16,projection_xy
686692447.0272,-14.962261418153744,331821534.4128,800,-17.281905676471357,159,3133974511.616,-19.170238650154705,16,projection_yz
908572858.7776,-15.256156722300162,434973389.6192,800,-17.58589939816995,159,4235858228.0192003,-19.497353540168348,16,projection_zx
6261387873.4848,-18.188407155291543,6476835428.7616005,1350,-19.681676519523688,23,19574781535.8464,-21.15924230954451,27,projection_xy
3601659330.56,-17.37652756427015,3066274460.4672003,1350,-19.081256579749304,23,12906946310.963202,-20.707058758808884,27,projection_yz
3968819894.6816,-17.59624895879001,3754045944.6272,1350,-19.186653477602565,23,13746553697.075201,-20.77548458215344,27,projection_zx
44277520.7936,-12.713740249908756,41830793.216000006,1200,-14.305458239199972,6466,67532652.544,-15.003784520627942,24,projection_xy
44278169.6,-12.713766275126776,41831795.9168,1200,-14.305474148569438,6466,67532954.0096,-15.003789367340957,24,projection_yz
44279214.8992,-12.713816367663025,41833725.952,1200,-14.305499779841018,6466,67533366.8864,-15.003796005195408,24,projection_zx
1255491921.5104,-15.982594568545846,849254442.5984,1300,-17.937034806452015,383,3574139663.1552,-19.312928797503343,26,projection_xy
1322007710.9248002,-16.069849566177012,920322048.0,1300,-17.993084970707496,383,3637265196.6464,-19.331937417636325,26,projection_yz
1593865404.4160001,-16.34040795129869,1180764209.152,1300,-18.196129110423982,383,4042207212.3392,-19.446546431575676,26,projection_zx
966467151.4624001,-16.359453084746217,1201658973.3888001,850,-17.65296774425325,625,1773141596.5696,-18.55185854536637,17,projection_xy
805624558.3872,-15.986857616136174,852595520.3072001,850,-17.45533174158449,625,1666323998.3104,-18.48439862262537,17,projection_yz
931809932.0832001,-16.339885429330998,1180196090.6752,850,-17.613318338112496,625,1747002798.8992002,-18.535734001932862,17,projection_zx
1535519804.6208,-15.86541533350432,762370588.672,900,-18.15563855550041,94,6699059721.0112,-19.995034623679874,18,projection_xy
1864104935.424,-16.10200901182362,947989669.4784,900,-18.36617589074349,94,8092272872.652801,-20.200176297051573,18,projection_yz
1636059578.368,-15.994613222296099,858707564.9536,900,-18.224497786977224,94,6655468738.969601,-19.987946619691698,18,projection_zx
1345317660.2624002,-16.269612922291707,1106229329.92,900,-18.01206210826292,296,4247072119.1936,-19.500224089433306,18,projection_xy
1291290515.8656,-16.24483230095581,1081266929.664,900,-17.96755990319395,296,3988818755.584,-19.432110758085948,18,projection_yz
2127624037.9904,-17.045369448209726,2260204729.1392,900,-18.509737220886272,296,5469506633.728001,-19.774870383515054,18,projection_zx
135108427.776,-14.32235736642036,184053019.44320002,850,-15.516706100579754,920,166828153.2416,-15.98567335564855,17,projection_xy
134395684.4544,-14.310483998018888,182051222.32320002,850,-15.510963308555468,920,166607650.816,-15.98423735208386,17,projection_yz
134575724.95360002,-14.315375634252579,182873279.69280002,850,-15.512416820048966,920,166641480.49920002,-15.98445778843925,17,projection_zx
17284664.524800003,-11.860106769780472,19056481.075200003,700,-13.284152387025824,3815,24048354.9184,-13.882713432097145,14,projection_xy
17277386.752,-11.858890801211007,19035150.7456,700,-13.283695137456203,3815,24045699.072,-13.882593519203368,14,projection_yz
17289032.4992,-11.861561918050317,19082038.476800002,700,-13.284426726675964,3815,24049385.472000003,-13.882759958580323,14,projection_zx
32728750.489600003,-12.446237394855839,32696025.088000003,1050,-13.977323563084376,1621,47103649.3824,-14.612636389119551,21,projection_xy
32689248.6656,-12.444043366776317,32630020.5056,1050,-13.976012347020376,1621,47087307.9808,-14.612259655470623,21,projection_yz
32698004.275200002,-12.444468838166646,32642809.856000002,1050,-13.976303115693678,1621,47091403.9808,-14.612354096675112,21,projection_zx
35845213.3888,-12.79236861863956,44972543.180800006,500,-14.076077925279996,2327,43076360.6016,-14.515597509695684,10,projection_xy
35896806.6048,-12.794977113563512,45080720.1792,500,-14.077639538186709,2327,43093721.088,-14.516034991209036,10,projection_yz
35834236.1088,-12.7911615331038,44922571.9808,500,-14.075745377234426,2327,43075584.0,-14.515577935338364,10,projection_zx
110894107.85280001,-13.771312263620928,110796210.176,950,-15.302271178380202,1302,165295882.24,-15.97565508700302,19,projection_xy
111267230.5152,-13.778476866781482,111529754.624,950,-15.305918196059057,1302,165438462.3616,-15.976591212399228,19,projection_yz
111569784.01280001,-13.783373986652034,112033936.17920001,950,-15.308866480829156,1302,165569259.11040002,-15.977449263518984,19,projection_zx
2283581263.0528,-16.08673555777096,934747308.0320001,1450,-18.58654117733013,26,11091373876.8384,-20.542463362706968,29,projection_xy
2336820612.3008003,-16.09816762893822,944641566.3104,1450,-18.61156343686621,26,12102351296.9216,-20.637174387790033,29,projection_yz
2427153337.5488,-16.140960804467344,982617109.2992,1450,-18.652743035337163,26,12206391007.6416,-20.646468194024663,29,projection_zx
2885106.4832,-9.967528638503875,3334352.0768000004,550,-11.340404616704042,1957,3455726.7968,-11.776348501666863,11,projection_xy
2884956.3648,-9.96743167091056,3334054.2976,550,-11.340348122005036,1957,3455678.464,-11.776333316138345,11,projection_yz
2885191.2704000003,-9.967579386316075,3334507.9296000004,550,-11.340436523734379,1957,3455757.9264,-11.776358282064304,11,projection_zx
304958537.728,-14.27780896184591,176654044.3648,350,-16.400601991317874,870,1035842512.4864,-17.96823432781537,7,projection_xy
391600354.0992,-14.691920236349514,258683122.4832,350,-16.67210768959013,870,1183288236.4416,-18.11272636758976,7,projection_yz
366896821.0432,-14.569974365846019,231201020.3136,350,-16.60135987213055,870,1141588046.6432002,-18.073773531783473,7,projection_zx
3602660.5568000004,-10.153997302151087,3959122.3296000003,800,-11.581558361902765,12738,4615109.836800001,-12.090455103571951,16,projection_xy
3602650.7264,-10.153992359738329,3959104.3072,800,-11.581555399304548,12738,4615105.7408,-12.090454139959462,16,projection_yz
3602609.3568,-10.153971129573094,3959026.8928,800,-11.581542931615115,12738,4615090.176,-12.090450478224213,16,projection_zx
19105695.334400002,-12.312540009573762,28907864.064000003,650,-13.392907120161539,1271,18930617.5488,-13.622911954040706,13,projection_xy
19105972.224,-12.312793876838999,28914624.1024,650,-13.392922855097105,1271,18930288.2304,-13.62289306633042,13,projection_yz
19107237.068800002,-12.31292810838995,28918199.0912,650,-13.392994730127686,1271,18930620.825600002,-13.622912141976471,13,projection_zx
918769106.944,-15.404748666293965,498769015.6032,1000,-17.59801595969746,352,3631895648.6656003,-19.33033340478523,20,projection_xy
1049036324.8640001,-15.561083373048522,576014411.3664,1000,-17.741976316801477,352,4151827863.9616003,-19.47559834808286,20,projection_yz
1046599748.8128,-15.595912501708977,594791838.5152,1000,-17.73945156542908,352,4064845968.1792,-19.452610233104892,20,projection_zx
11653713.92,-11.366945724234448,12099802.726400001,800,-12.85616088162869,2661,15860686.848000001,-13.43080497634384,16,projection_xy
11652610.457600001,-11.366773039666974,12097878.4256,800,-12.856058070987274,2661,15860257.5872,-13.430775591090647,16,projection_yz
11655053.312,-11.36714822052745,12102059.6224,800,-12.856285660976638,2661,15861224.2432,-13.430841762868038,16,projection_zx
73093939.2,-13.138394237200082,61852562.2272,1300,-14.849703419100532,2768,121813952.1024,-15.644242583920803,26,projection_xy
73093303.5008,-13.138361220394241,61850681.344000004,1300,-14.849693976393713,2768,121813873.45920001,-15.64424188296828,26,projection_yz
73138824.8064,-13.139495985411031,61915358.8224,1300,-14.850369944551279,2768,121835526.55360001,-15.644434861474245,26,projection_zx
620740162.3552,-14.853526701620925,300199994.9824,750,-17.172274613684888,237,2696780814.7456,-19.007114124739203,15,projection_xy
758356901.888,-15.064251910792915,364502712.32,750,-17.389684109202953,237,3353575686.144,-19.24377028072013,15,projection_yz
562630020.3008001,-14.764991078665147,276691890.99520004,750,-17.065557252843266,237,2367701385.216,-18.865817320580522,15,projection_zx
8121002.3936,-10.985539226681407,8515608.576000001,550,-12.464024096237466,2184,10906687.0784,-13.02423213264317,11,projection_xy
8120834.4576,-10.985494522177191,8515257.9584,550,-12.464001643826823,2184,10906640.384,-13.024227484310568,11,projection_yz
8120440.4224000005,-10.985420358776448,8514676.3264,550,-12.46394896098193,2184,10906449.510400001,-13.024208483024726,11,projection_zx
477041419.8784,-14.859777125174286,301933186.2528,1000,-16.886390222462293,499,1356950142.976,-18.261409727793072,20,projection_xy
483495143.0144,-14.871357891579091,305170926.7968,1000,-16.900980289260378,499,1365511032.0128,-18.26823803292671,20,projection_yz
476337248.6656,-14.874603618252277,306084577.28000003,1000,-16.884786359602042,499,1352490549.2480001,-18.257835597711242,20,projection_zx
1345688227.0208,-17.053306164628566,2276787329.4336,700,-18.01236113231955,676,1433511290.4704,-18.321002794600894,14,projection_xy
1406165057.536,-17.129414367344193,2442112951.9104,700,-18.060090754358445,676,1451257390.6944,-18.334361111116568,14,projection_yz
1399627710.464,-17.119924654184896,2420861042.688,700,-18.055031330637622,676,1449445346.5088,-18.333004610701956,14,projection_zx
42176262.9632,-13.637151970325554,97917606.2976,500,-14.252670240881788,1177,32094584.832000002,-14.196079405313426,10,projection_xy
42149888.0,-13.635274931887906,97748470.9888,500,-14.251991062405072,1177,32090112.0,-14.19592808215112,10,projection_yz
42135761.7152,-13.63530848930236,97751492.1984,500,-14.251627123370575,1177,32086219.1616,-14.195796363945398,10,projection_zx
5477681.9712000005,-10.590457376782087,5918108.876800001,650,-12.036492034854028,12140,7043897.7536,-12.54953260824037,13,projection_xy
5477932.6464,-10.590542062133903,5918570.496,650,-12.036541720271014,12140,7043987.0464,-12.549546371616088,13,projection_yz
5477416.5504,-10.59036539514577,5917607.5264,650,-12.036439424287074,12140,7043805.184,-12.54951833960245,13,projection_zx
42103567.155200005,-12.6857594844992,40766534.4512,1650,-14.250797230693156,2731,62818988.8512,-14.9252273540388,33,projection_xy
42099733.2992,-12.68556493978388,40759230.464,1650,-14.25069836149816,2731,62817520.8448,-14.925201981355315,33,projection_yz
42097423.155200005,-12.685474245072015,40755825.8688,1650,-14.250638782123147,2731,62816511.5904,-14.92518453729146,33,projection_zx
4734300.9792,-10.367912330896132,4821308.620800001,550,-11.878139660942228,29309,6753666.662400001,-12.5038490538915,11,projection_xy
4734884.249600001,-10.368122341084021,4822241.28,550,-11.878273416439864,29309,6753927.5776,-12.503890998456018,11,projection_yz
4734634.8032,-10.368026886943404,4821817.3440000005,550,-11.878216215438172,29309,6753828.0448,-12.503874997816453,11,projection_zx
1142200415.0272,-16.501775977639166,1369967899.4432,1100,-17.834355784082458,469,2017021499.8016,-18.69177631865466,22,projection_xy
1058108394.7008001,-16.317058988189093,1155642739.9168,1100,-17.75132539989325,469,1970443544.1664002,-18.666409990660433,22,projection_yz
1048211934.4128001,-16.280701704834648,1117585303.1424,1100,-17.74112275013204,469,1972158595.072,-18.66735459166906,22,projection_zx
109085976.1664,-13.73174876612676,106831544.32000001,1200,-15.284422305778392,1251,166712115.20000002,-15.984917904388851,24,projection_xy
109083295.744,-13.733046581597435,106959319.8592,1200,-15.284395627120862,1251,166694997.1968,-15.984806415250478,24,projection_yz
108787715.2768,-13.725191823981575,106188315.0336,1200,-15.281449639859428,1251,166594097.97120002,-15.984149028332027,24,projection_zx
1318099982.7456,-16.79817875207773,1799995837.6448002,1200,-17.98987088586463,500,1724038669.9264002,-18.52136750689358,24,projection_xy
1263159948.0832,-16.71703649643053,1670377373.696,1200,-17.943645866831222,500,1702748382.8224,-18.50787619121404,24,projection_yz
1293415874.56,-16.759421227879795,1736874708.1728,1200,-17.969345467241954,500,1715778407.6288002,-18.516152995264484,24,projection_zx
133757874.99520001,-13.688689591036155,102677630.1568,900,-15.50579840133653,1446,244247796.1216,-16.399576634287712,18,projection_xy
132913456.7424,-13.677811850708654,101654062.6944,900,-15.498922382626077,1446,243783775.0272,-16.3975119946883,18,projection_yz
133629240.9344,-13.687278296251822,102544251.2896,900,-15.504753753637154,1446,244166374.19520003,-16.399214635232216,18,projection_zx
2838316.2368,-9.914348350521454,3174967.9104,600,-11.32265195405974,3274,3584739.328,-11.81614395124582,12,projection_xy
2838293.9136,-9.914333152827123,3174923.4688000004,600,-11.322643414771047,3274,3584731.5456000003,-11.816141594130883,12,projection_yz
2838380.9536,-9.914391141043428,3175093.0432,600,-11.322676709783174,3274,3584762.6752,-11.816151022559929,12,projection_zx
18219561.779200003,-12.09695612500899,23701861.1712,850,-13.34134481754689,2281,21399709.2864,-13.756019683820423,17,projection_xy
18224740.761600003,-12.097435750930757,23712333.824,850,-13.341653398495971,2281,21401495.1424,-13.756110287276222,17,projection_yz
18219189.8624,-12.096767653279521,23697747.1488,850,-13.341322654134768,2281,21399856.7424,-13.756027165126081,17,projection_zx
774987631.8208001,-14.853275900544059,300130657.8944,850,-17.413236928927585,406,3956734007.7056003,-19.423342139268495,17,projection_xy
742386669.9776,-14.827424693535168,293068996.60800004,850,-17.366575413121485,406,3724838069.8624,-19.35776849345318,17,projection_yz
886094744.7808,-15.174855527231905,403591685.73440003,850,-17.558700402165723,406,4117814575.104,-19.466666966182068,17,projection_zx
